Rid;status;fecha_dictamen
24590;rechazado;2016-03-28
24592;aprobado;2017-02-21
24594;rechazado;2008-03-07
24595;aprobado;2008-05-09
24596;rechazado;2018-11-27
24597;rechazado;2019-07-18
24598;aprobado;2002-07-27
24599;rechazado;2018-08-14
24601;rechazado;2017-02-09
24604;aprobado;1995-02-04
24605;rechazado;2019-08-09
24606;aprobado;2007-05-20
24609;rechazado;1989-12-12
24610;aprobado;2019-07-29
24612;rechazado;2019-06-29
24614;rechazado;2004-03-09
24615;aprobado;1994-08-01
24616;aprobado;2010-12-11
24617;aprobado;1999-02-05
24618;rechazado;2011-11-19
24620;aprobado;1993-06-24
24621;aprobado;2014-07-08
24623;aprobado;2006-11-18
24624;rechazado;2006-05-19
24625;rechazado;2015-02-09
24626;aprobado;1980-02-03
24627;rechazado;2018-07-09
24628;rechazado;2012-07-19
24629;rechazado;2004-06-19
24630;rechazado;2019-07-30
24632;aprobado;2019-08-24
24633;aprobado;2013-09-01
24634;rechazado;2016-11-17
24635;aprobado;2018-06-13
24637;aprobado;2005-04-18
24638;rechazado;2017-05-17
24639;aprobado;2007-02-08
24640;aprobado;2015-04-24
24644;rechazado;2016-10-04
24645;rechazado;2015-01-26
24647;rechazado;2009-01-11
24649;rechazado;1992-06-04
24651;aprobado;2019-07-12
24652;aprobado;2016-11-16
24654;rechazado;2017-07-28
24656;rechazado;2017-08-05
24658;rechazado;2003-12-07
24660;aprobado;2018-09-23
24661;aprobado;2004-12-26
24663;aprobado;2018-12-28
24665;rechazado;2013-05-20
24666;rechazado;1994-10-25
24667;rechazado;2019-05-26
24669;aprobado;2017-12-25
24670;rechazado;2003-04-20
24673;aprobado;2014-12-24
24674;rechazado;2010-01-04
24678;aprobado;2000-02-20
24679;aprobado;2009-04-20
24683;rechazado;2015-07-31
24686;aprobado;2012-06-03
24687;aprobado;2013-04-25
24688;aprobado;2017-07-11
24689;aprobado;2015-11-11
24695;rechazado;2003-07-07
24696;aprobado;2017-10-28
24697;rechazado;2019-08-04
24701;rechazado;1991-11-22
24702;rechazado;2013-06-03
24703;aprobado;2012-01-16
24705;aprobado;2012-09-26
24708;aprobado;2012-04-15
24709;aprobado;2012-09-11
24710;aprobado;2014-06-02
24711;aprobado;2019-07-21
24713;rechazado;1997-09-23
24714;aprobado;2017-09-21
24716;rechazado;2012-10-26
24719;rechazado;2014-05-18
24720;aprobado;2016-09-07
24723;rechazado;2014-12-05
24724;aprobado;2012-04-16
24726;aprobado;2001-02-11
24727;aprobado;2010-08-31
24728;aprobado;2013-05-11
24729;rechazado;2010-11-02
24730;aprobado;2019-02-24
24731;aprobado;2016-08-04
24732;rechazado;2018-02-09
24733;rechazado;2017-10-25
24734;aprobado;2018-09-14
24735;aprobado;2018-07-14
24737;aprobado;2012-06-28
24738;rechazado;2012-02-23
24739;rechazado;2019-07-02
24742;rechazado;2007-11-25
24743;aprobado;1999-09-13
24744;rechazado;2004-04-01
24745;aprobado;1989-06-03
24746;aprobado;2012-09-25
24748;rechazado;1985-03-04
24749;aprobado;2007-12-20
24750;aprobado;2008-03-16
24751;aprobado;2019-03-29
24753;aprobado;2018-12-26
24756;aprobado;2010-08-26
24757;rechazado;2019-03-12
24760;aprobado;2011-05-06
24761;aprobado;2005-08-07
24762;aprobado;1997-06-01
24764;aprobado;2019-03-25
24765;rechazado;2007-11-15
24766;rechazado;1998-01-19
24768;aprobado;2019-08-02
24769;aprobado;2012-12-24
24770;aprobado;2016-04-27
24771;rechazado;2013-08-03
24772;aprobado;2018-08-23
24773;aprobado;2014-11-11
24775;aprobado;2016-11-30
24776;aprobado;2018-04-01
24777;rechazado;1999-05-22
24778;rechazado;2009-05-21
24779;aprobado;2019-02-25
24781;aprobado;2019-04-26
24782;rechazado;2017-09-01
24784;aprobado;2019-04-28
24785;aprobado;2001-05-16
24786;rechazado;2002-07-27
24787;aprobado;2019-04-03
24788;aprobado;2006-01-05
24789;aprobado;1986-08-03
24790;aprobado;2018-01-21
24791;rechazado;2014-01-13
24795;rechazado;2019-03-29
24796;aprobado;2014-02-18
24797;aprobado;2005-08-15
24799;aprobado;2018-12-03
24800;rechazado;2019-08-15
24802;rechazado;2017-12-01
24804;rechazado;2018-04-10
24805;rechazado;2016-11-17
24806;rechazado;2019-06-20
24807;aprobado;1969-08-27
24808;rechazado;2007-12-14
24809;rechazado;2013-02-23
24810;rechazado;2003-05-10
24812;aprobado;2017-05-05
24814;aprobado;2008-11-10
24815;aprobado;2018-07-18
24816;rechazado;2015-01-18
24817;aprobado;1993-07-20
24819;rechazado;2010-06-06
24820;aprobado;2007-09-18
24821;rechazado;2009-10-01
24822;rechazado;2012-06-05
24824;aprobado;2011-01-08
24825;aprobado;2018-12-20
24828;aprobado;2008-01-31
24829;aprobado;2019-08-07
24830;rechazado;1994-04-30
24833;aprobado;2005-11-10
24834;aprobado;1995-02-25
24835;aprobado;2009-11-09
24836;aprobado;2018-09-18
24837;rechazado;2012-05-04
24839;aprobado;2003-12-06
24840;rechazado;2011-07-24
24842;rechazado;2019-03-04
24844;aprobado;2017-03-23
24845;aprobado;2011-01-16
24847;rechazado;2001-08-01
24849;aprobado;2008-11-07
24850;aprobado;2016-12-27
24851;rechazado;1994-07-22
24853;rechazado;2018-08-29
24854;aprobado;2018-10-26
24856;rechazado;2001-03-25
24858;aprobado;2008-04-26
24859;rechazado;2019-05-09
24860;aprobado;1977-08-11
24861;aprobado;2018-11-01
24863;aprobado;1981-12-09
24865;aprobado;2014-12-11
24866;aprobado;2002-06-04
24867;aprobado;2014-02-09
24868;rechazado;2017-04-05
24870;rechazado;1996-01-13
24871;rechazado;2013-03-15
24872;aprobado;2017-08-27
24873;aprobado;2007-06-07
24874;rechazado;2012-02-15
24875;rechazado;1987-11-24
24876;rechazado;2016-09-03
24878;aprobado;2019-06-04
24879;aprobado;2011-01-18
24880;rechazado;2017-12-20
24883;aprobado;2019-07-11
24885;aprobado;2002-05-09
24886;aprobado;2018-09-04
24888;rechazado;2014-04-01
24889;aprobado;2018-02-27
24890;aprobado;2019-02-09
24891;rechazado;2009-05-21
24892;rechazado;2014-11-25
24893;rechazado;2008-03-31
24894;rechazado;2008-02-09
24895;rechazado;2019-03-29
24899;aprobado;2018-07-23
24902;aprobado;2018-12-23
24903;aprobado;1987-02-14
24904;aprobado;2017-08-22
24906;aprobado;2013-03-08
24909;rechazado;1990-09-22
24911;rechazado;2004-11-16
24912;rechazado;2018-09-28
24913;rechazado;2016-08-05
24915;aprobado;2018-11-23
24916;rechazado;2018-01-22
24917;rechazado;1999-10-14
24918;aprobado;1997-02-17
24920;aprobado;2017-07-29
24922;rechazado;2017-09-09
24924;rechazado;2019-08-09
24926;rechazado;2006-01-06
24927;aprobado;2019-03-19
24929;aprobado;2010-06-04
24932;rechazado;2018-01-24
24933;rechazado;2018-12-30
24934;rechazado;2016-10-14
24935;aprobado;2010-04-25
24937;rechazado;2016-01-24
24940;aprobado;2018-02-08
24942;rechazado;2002-01-23
24943;aprobado;2003-06-09
24945;rechazado;2010-01-25
24946;rechazado;2007-10-25
24947;rechazado;2008-02-24
24948;aprobado;2015-02-18
24950;rechazado;2014-03-29
24952;rechazado;2010-06-26
24953;aprobado;1990-09-15
24955;rechazado;2004-02-09
24959;aprobado;2017-07-13
24960;rechazado;2005-10-26
24961;aprobado;2010-03-06
24962;rechazado;2010-08-26
24963;aprobado;2016-01-25
24964;rechazado;2016-07-07
24965;rechazado;2017-11-09
24966;aprobado;2002-11-27
24967;aprobado;2019-08-14
24968;aprobado;2003-03-13
24969;rechazado;2017-04-07
24971;aprobado;2017-06-04
24972;aprobado;2010-12-24
24973;rechazado;2015-01-25
24974;rechazado;2017-04-18
24975;aprobado;1978-02-25
24979;rechazado;2019-07-03
24980;rechazado;2011-07-12
24982;aprobado;2016-07-22
24983;rechazado;1969-05-03
24984;aprobado;2008-09-15
24985;aprobado;2019-05-17
24990;rechazado;2006-05-08
24991;aprobado;2018-09-21
24992;aprobado;2009-12-20
24994;rechazado;2009-01-23
24995;rechazado;2017-05-02
24996;aprobado;2008-04-29
24997;aprobado;2018-09-22
24999;rechazado;1980-07-10
25001;rechazado;1969-07-23
25002;rechazado;2019-05-17
25003;rechazado;2018-08-30
25007;rechazado;2019-08-30
25009;aprobado;1978-05-29
25012;rechazado;2016-06-06
25014;rechazado;2004-07-29
25018;aprobado;2018-12-09
25019;aprobado;2003-07-05
25020;rechazado;2017-08-19
25021;rechazado;1998-06-11
25023;rechazado;2015-01-20
25025;rechazado;1999-01-19
25026;rechazado;2000-07-14
25027;aprobado;1995-10-20
25030;rechazado;2009-09-21
25031;aprobado;2016-09-04
25033;rechazado;2019-08-19
25037;rechazado;1984-02-18
25038;aprobado;2013-09-07
25042;rechazado;2002-02-23
25044;rechazado;2019-03-21
25045;aprobado;2014-01-08
25046;rechazado;2018-03-02
25047;rechazado;2006-07-15
25048;rechazado;2018-08-30
25050;rechazado;2015-10-07
25051;rechazado;2018-05-05
25053;rechazado;2015-12-10
25054;rechazado;2012-04-05
25055;rechazado;2019-08-05
25059;rechazado;2015-02-16
25061;rechazado;1980-08-13
25065;rechazado;2011-04-29
25066;aprobado;2019-01-27
25067;aprobado;2017-01-19
25069;rechazado;2019-05-09
25071;rechazado;2016-09-28
25072;aprobado;1993-12-24
25073;aprobado;2014-06-27
25075;aprobado;2010-05-01
25076;rechazado;2016-12-21
25077;aprobado;2017-07-11
25078;aprobado;2018-03-17
25079;rechazado;2008-01-26
25080;aprobado;1992-10-13
25082;aprobado;2012-10-22
25083;rechazado;2000-08-15
25086;aprobado;1975-03-15
25088;rechazado;2019-06-11
25089;aprobado;2019-08-26
25090;aprobado;2018-08-29
25091;rechazado;2019-07-21
25092;rechazado;2019-02-10
25093;aprobado;2011-01-10
25094;rechazado;2019-05-08
25099;rechazado;2018-06-13
25100;aprobado;1992-11-25
25101;aprobado;2004-03-09
25106;aprobado;2019-04-12
25107;aprobado;2002-07-31
25113;aprobado;2009-01-04
25114;aprobado;2013-08-28
25115;rechazado;2018-03-30
25116;rechazado;2018-09-10
25122;rechazado;2008-05-19
25124;aprobado;2006-01-08
25125;aprobado;2012-03-24
25126;rechazado;1996-10-11
25127;rechazado;2018-09-25
25128;rechazado;1998-08-10
25129;rechazado;2004-11-24
25131;aprobado;2019-08-26
25133;aprobado;1979-10-10
25134;rechazado;2001-02-25
25135;rechazado;1991-01-14
25136;rechazado;2004-04-06
25137;rechazado;1998-06-09
25139;aprobado;2019-01-09
25140;rechazado;2018-05-19
25141;aprobado;2018-03-08
25142;rechazado;2008-12-31
25143;aprobado;2005-03-01
25144;aprobado;1988-11-05
25146;aprobado;1993-05-03
25147;rechazado;2016-03-13
25148;aprobado;2015-01-13
25149;aprobado;2012-03-17
25150;aprobado;2015-09-17
25152;aprobado;2011-03-26
25153;rechazado;2017-07-01
25154;aprobado;2010-11-18
25155;rechazado;2015-01-03
25157;aprobado;1998-09-02
25158;rechazado;2014-10-07
25159;rechazado;2017-06-11
25160;aprobado;2005-08-14
25164;rechazado;2008-07-02
25165;aprobado;2002-09-12
25166;aprobado;2018-09-29
25167;rechazado;2014-08-11
25168;aprobado;2011-06-11
25169;rechazado;1996-03-22
25170;rechazado;2008-05-29
25171;aprobado;2017-07-17
25174;aprobado;2016-10-31
25177;aprobado;2016-04-26
25178;aprobado;2015-11-13
25179;rechazado;1998-08-02
25180;aprobado;2006-04-27
25181;rechazado;2016-03-19
25182;rechazado;2015-03-02
25183;aprobado;2005-04-05
25185;aprobado;2014-03-24
25186;rechazado;2015-03-01
25188;aprobado;2019-04-29
25189;aprobado;2015-04-14
25190;aprobado;2013-10-14
25192;rechazado;2013-11-06
25193;aprobado;1998-07-10
25194;aprobado;2017-05-25
25198;aprobado;2016-01-03
25199;aprobado;2000-08-18
25200;rechazado;2001-12-25
25202;aprobado;2011-12-22
25203;aprobado;2014-03-07
25206;aprobado;2019-07-27
25207;aprobado;2018-04-22
25208;rechazado;1997-11-07
25209;rechazado;2019-07-09
25211;aprobado;2016-05-28
25213;aprobado;2010-07-13
25214;rechazado;2018-04-09
25215;aprobado;2015-08-29
25216;aprobado;2018-07-22
25220;rechazado;2019-07-13
25221;rechazado;2017-08-15
25222;rechazado;2019-04-18
25223;rechazado;2017-04-19
25224;aprobado;1982-09-16
25225;aprobado;2011-05-04
25227;rechazado;1986-11-13
25228;aprobado;2017-05-07
25229;rechazado;2014-08-25
25231;rechazado;2018-10-25
25232;rechazado;2010-05-26
25233;rechazado;2016-03-24
25234;rechazado;2013-10-23
25235;rechazado;2017-10-07
25236;aprobado;1979-03-03
25237;aprobado;2010-06-21
25238;rechazado;2018-08-10
25240;aprobado;1996-01-15
25241;rechazado;2017-11-19
25242;rechazado;2019-08-05
25244;aprobado;1999-10-31
25245;aprobado;2016-09-27
25247;rechazado;2001-05-28
25248;rechazado;2016-08-24
25249;rechazado;2018-04-30
25250;rechazado;1994-12-22
25251;rechazado;2011-05-10
25252;rechazado;2005-10-08
25253;aprobado;2019-04-16
25254;rechazado;2007-07-18
25255;aprobado;2001-12-20
25256;rechazado;2017-08-03
25259;rechazado;2019-07-27
25260;rechazado;2015-03-12
25261;aprobado;1975-07-30
25262;rechazado;2018-03-08
25263;aprobado;2018-02-25
25264;aprobado;2003-05-03
25265;aprobado;2019-01-17
25266;aprobado;2018-09-20
25267;rechazado;2001-04-09
25268;aprobado;2003-04-06
25269;aprobado;2013-02-14
25270;rechazado;2018-06-15
25271;rechazado;2014-12-12
25275;rechazado;2018-07-31
25277;aprobado;2017-08-30
25278;aprobado;2018-12-24
25279;rechazado;2015-09-13
25281;rechazado;2015-01-05
25283;rechazado;2010-08-06
25284;aprobado;2010-07-02
25285;rechazado;2008-04-20
25286;rechazado;2008-07-19
25287;aprobado;2016-08-04
25288;rechazado;2010-03-18
25290;rechazado;2016-11-09
25291;rechazado;2016-07-08
25293;rechazado;2012-09-22
25295;rechazado;1991-10-03
25296;aprobado;2017-07-29
25299;aprobado;2004-12-30
25300;aprobado;2017-06-26
25301;aprobado;2001-08-05
25302;rechazado;2008-01-10
25303;rechazado;2019-08-10
25304;aprobado;2014-10-24
25306;rechazado;2018-12-23
25308;rechazado;2004-11-22
25309;aprobado;1981-05-20
25310;rechazado;2013-01-15
25311;aprobado;2014-12-28
25312;rechazado;2005-07-20
25313;aprobado;2010-04-27
25314;rechazado;2007-10-17
25316;aprobado;2003-08-17
25317;aprobado;2019-08-15
25320;rechazado;2019-01-16
25321;aprobado;2015-11-16
25322;aprobado;2016-10-21
25324;rechazado;2012-08-29
25325;aprobado;2019-08-05
25326;aprobado;2018-10-24
25327;rechazado;2016-08-30
25328;aprobado;2016-04-02
25329;aprobado;2019-06-28
25330;aprobado;1999-06-28
25332;aprobado;2006-01-03
25334;rechazado;2015-01-12
25337;aprobado;2013-10-24
25338;aprobado;2019-08-16
25340;aprobado;2014-06-23
25343;aprobado;2018-07-08
25344;aprobado;1967-01-26
25345;aprobado;2012-01-02
25346;rechazado;2019-04-16
25348;aprobado;2017-02-12
25349;aprobado;2016-12-02
25351;rechazado;2016-11-06
25352;rechazado;2017-08-09
25353;rechazado;2008-05-26
25354;aprobado;2012-08-01
25356;rechazado;2011-03-21
25359;aprobado;2017-09-09
25360;rechazado;2019-08-23
25361;aprobado;2014-09-30
25362;aprobado;2017-01-21
25363;aprobado;2014-04-18
25366;rechazado;2002-01-03
25368;rechazado;2018-05-31
25369;rechazado;2019-08-19
25371;rechazado;2016-11-25
25373;rechazado;2013-12-01
25374;rechazado;2010-11-24
25375;rechazado;2016-06-28
25376;rechazado;1988-06-17
25378;rechazado;2008-03-22
25379;rechazado;2018-09-15
25380;rechazado;2015-04-15
25381;aprobado;2018-01-26
25383;rechazado;2011-11-22
25385;rechazado;1995-08-22
25386;aprobado;2015-12-23
25388;aprobado;2003-09-22
25389;rechazado;2006-06-16
25390;rechazado;2008-01-11
25391;rechazado;2011-08-07
25392;aprobado;2007-02-07
25394;aprobado;2010-02-14
25395;aprobado;2017-10-07
25396;aprobado;2002-01-31
25399;rechazado;2019-06-16
25400;rechazado;2019-04-09
25404;rechazado;2015-03-05
25406;rechazado;2018-07-03
25408;rechazado;1995-10-13
25409;rechazado;1974-09-04
25412;rechazado;2017-05-25
25415;aprobado;2002-08-05
25417;aprobado;1989-12-06
25419;aprobado;2018-02-06
25420;aprobado;2007-09-13
25421;aprobado;2018-11-26
25422;aprobado;2000-08-26
25423;aprobado;2019-06-23
25426;aprobado;2017-08-21
25427;rechazado;2011-08-13
25429;rechazado;2017-11-28
25430;rechazado;2012-07-24
25431;aprobado;2003-06-25
25432;rechazado;2018-08-29
25433;aprobado;1973-05-07
25435;rechazado;2007-04-17
25438;rechazado;2017-07-24
25440;rechazado;2014-05-27
25443;rechazado;2016-03-24
25445;rechazado;2011-12-28
25447;aprobado;2006-08-27
25449;aprobado;2019-03-31
25450;aprobado;2018-08-03
25451;rechazado;2006-08-29
25452;rechazado;2015-12-27
25455;rechazado;1988-03-26
25458;rechazado;1999-05-10
25459;aprobado;2019-01-31
25461;aprobado;2016-01-08
25463;rechazado;2017-10-10
25465;aprobado;2019-05-30
25467;aprobado;2001-04-21
25468;rechazado;2019-08-05
25469;rechazado;2008-05-15
25470;aprobado;2018-05-28
25473;aprobado;2017-07-15
25474;rechazado;2010-10-28
25475;rechazado;2006-08-11
25476;rechazado;2017-07-27
25477;aprobado;2019-01-29
25479;aprobado;2015-07-07
25480;aprobado;2003-05-08
25481;rechazado;2019-06-28
25483;aprobado;2002-06-05
25484;aprobado;2016-02-07
25487;rechazado;2014-04-16
25488;aprobado;2015-09-04
25489;aprobado;2002-06-11
25490;rechazado;2000-03-29
25494;aprobado;1989-06-24
25495;rechazado;2018-09-21
25496;aprobado;2019-06-16
25498;aprobado;2017-02-12
25499;aprobado;2010-01-21
25500;aprobado;2009-08-17
25501;rechazado;1994-10-14
25503;aprobado;2014-07-19
25504;aprobado;2017-10-11
25506;rechazado;2018-04-20
25508;rechazado;1985-10-22
25509;aprobado;2015-06-08
25510;rechazado;2015-07-15
25512;aprobado;2007-06-12
25513;rechazado;2009-08-18
25514;aprobado;2016-11-19
25515;rechazado;2019-03-10
25518;aprobado;2018-03-13
25520;aprobado;1997-10-02
25523;aprobado;2019-06-26
25524;aprobado;2011-12-01
25525;aprobado;1999-04-04
25528;aprobado;2018-03-27
25531;aprobado;2011-01-17
25532;aprobado;2018-03-13
25533;aprobado;2019-05-09
25534;aprobado;1999-06-05
25535;aprobado;1992-10-15
25537;aprobado;2011-10-23
25538;rechazado;2016-06-20
25539;rechazado;2009-02-17
25540;rechazado;2015-11-07
25541;aprobado;2019-04-17
25542;rechazado;1976-07-30
25543;rechazado;2009-03-05
25545;aprobado;2014-01-14
25546;aprobado;2012-12-26
25547;aprobado;1987-10-24
25549;aprobado;2017-05-19
25550;aprobado;2018-07-04
25551;aprobado;2018-10-30
25554;rechazado;2017-01-22
25557;aprobado;2016-11-27
25558;rechazado;2018-11-27
25559;aprobado;2017-07-30
25562;rechazado;2018-12-19
25563;rechazado;2016-12-04
25564;rechazado;2014-07-24
25565;rechazado;2014-02-13
25567;aprobado;2019-03-29
25571;rechazado;2018-02-10
25573;aprobado;2006-04-10
25574;aprobado;2011-10-08
25576;aprobado;2018-11-17
25577;aprobado;2016-12-10
25578;rechazado;2019-07-12
25580;aprobado;2016-09-11
25581;rechazado;2004-03-12
25582;aprobado;1966-09-08
25584;aprobado;2012-12-21
25585;aprobado;2019-03-07
25588;aprobado;2013-06-05
25589;aprobado;2005-04-12
25591;rechazado;2015-04-15
25592;aprobado;2010-07-14
25593;rechazado;2007-03-01
25594;rechazado;2017-09-11
25595;aprobado;2019-08-16
25596;aprobado;2017-03-06
25597;rechazado;2018-02-16
25598;aprobado;2019-01-20
25603;rechazado;2007-07-10
25605;rechazado;2016-10-24
25606;aprobado;1997-07-04
25607;aprobado;1983-10-06
25609;rechazado;2013-12-02
25610;aprobado;2015-12-13
25611;rechazado;2014-10-29
25612;rechazado;2011-03-20
25613;aprobado;2012-12-01
25614;aprobado;2016-07-28
25615;rechazado;2018-06-08
25616;rechazado;2015-10-10
25617;rechazado;2011-03-22
25619;aprobado;1993-01-19
25620;aprobado;2019-02-07
25621;aprobado;2018-11-08
25623;aprobado;2003-03-29
25624;aprobado;2014-07-01
25625;rechazado;2015-07-17
25629;aprobado;1996-04-27
25630;rechazado;2009-04-15
25631;rechazado;2019-08-25
25635;rechazado;2018-08-25
25636;aprobado;2014-04-14
25637;aprobado;1999-08-24
25639;rechazado;2005-01-24
25641;aprobado;2018-04-20
25643;aprobado;2011-02-07
25644;aprobado;2012-05-20
25646;aprobado;2015-12-21
25647;rechazado;2007-10-14
25648;aprobado;2015-09-03
25649;aprobado;2014-10-31
25650;aprobado;2017-08-17
25652;rechazado;2018-05-30
25653;rechazado;2001-08-09
25654;aprobado;2017-08-21
25656;aprobado;2019-07-18
25658;aprobado;2019-08-26
25659;aprobado;2017-09-23
25660;aprobado;2012-01-13
25661;aprobado;2017-03-31
25662;rechazado;2012-07-27
25665;aprobado;2000-04-25
25666;rechazado;2017-11-23
25667;rechazado;2018-02-19
25668;aprobado;2018-03-30
25669;rechazado;2015-04-10
25670;aprobado;2013-11-23
25672;rechazado;2018-07-06
25676;aprobado;1988-09-15
25678;aprobado;2008-08-02
25680;rechazado;2000-08-05
25682;rechazado;2005-11-04
25685;aprobado;2011-11-06
25687;rechazado;2017-02-21
25690;aprobado;2017-06-23
25692;rechazado;2018-02-25
25694;rechazado;2018-09-24
25695;rechazado;2016-01-28
25698;rechazado;2016-11-04
25699;aprobado;2019-04-04
25700;aprobado;1990-01-27
25701;rechazado;2003-02-02
25702;rechazado;2017-05-27
25704;aprobado;2018-11-17
25705;rechazado;1995-04-18
25706;aprobado;2018-03-31
25707;aprobado;2019-08-29
25708;rechazado;2011-07-13
25709;aprobado;1960-01-16
25710;aprobado;2000-04-22
25711;aprobado;2015-06-19
25712;aprobado;2015-07-28
25713;rechazado;2018-12-02
25714;aprobado;2015-12-10
25716;aprobado;2016-09-06
25717;rechazado;2012-08-12
25719;rechazado;2019-02-27
25720;aprobado;1993-10-12
25721;aprobado;2016-05-24
25722;rechazado;2019-02-25
25723;aprobado;2017-07-01
25727;aprobado;2003-01-20
25728;aprobado;2017-09-18
25729;rechazado;2018-12-25
25730;rechazado;2002-03-09
25731;aprobado;2011-10-01
25733;aprobado;2011-12-16
25734;aprobado;1999-07-23
25735;rechazado;2013-03-23
25736;aprobado;1984-08-08
25738;aprobado;2016-02-07
25740;aprobado;2018-09-22
25741;aprobado;2016-10-15
25742;rechazado;2008-08-12
25744;aprobado;2017-02-11
25746;aprobado;2019-08-16
25748;aprobado;2005-08-12
25749;aprobado;2017-05-12
25751;aprobado;2016-04-11
25752;rechazado;1995-08-15
25754;aprobado;2016-04-13
25755;rechazado;2007-11-16
25757;rechazado;2012-05-12
25761;aprobado;2008-07-29
25763;aprobado;2008-08-21
25765;aprobado;1990-03-04
25770;aprobado;2019-05-28
25771;aprobado;2018-08-18
25773;rechazado;2015-06-26
25774;aprobado;2013-01-17
25776;aprobado;2012-12-04
25777;rechazado;2011-07-19
25778;aprobado;2003-06-24
25786;aprobado;2006-07-05
25787;aprobado;2019-08-25
25788;aprobado;2016-05-26
25789;aprobado;2019-01-07
25790;aprobado;1991-07-27
25791;rechazado;2014-05-19
25792;rechazado;2019-07-04
25793;rechazado;2001-03-19
25796;aprobado;2016-12-27
25797;rechazado;2019-08-06
25798;rechazado;2019-02-15
25799;rechazado;1978-06-13
25802;aprobado;2007-01-02
25803;rechazado;2017-08-16
25805;rechazado;2019-06-09
25806;aprobado;2019-07-14
25807;rechazado;2007-12-05
25808;rechazado;2017-01-08
25810;rechazado;2017-07-28
25811;aprobado;1976-01-17
25813;aprobado;2018-03-01
25816;rechazado;2018-10-23
25817;aprobado;2015-03-22
25820;aprobado;2004-09-04
25822;aprobado;2010-07-13
25825;aprobado;2011-09-19
25827;aprobado;2018-07-31
25829;rechazado;2019-07-17
25833;aprobado;2002-02-07
25837;aprobado;1981-12-15
25838;rechazado;2019-08-13
25839;rechazado;2003-01-31
25840;aprobado;1972-09-05
25842;aprobado;2013-01-14
25843;aprobado;2017-12-20
25846;aprobado;2019-03-20
25847;rechazado;2018-10-04
25851;rechazado;1972-03-19
25852;rechazado;2014-12-22
25855;aprobado;2018-02-27
25856;aprobado;2017-11-14
25857;rechazado;2011-06-17
25859;rechazado;2013-10-10
25861;aprobado;2007-05-24
25862;rechazado;2018-07-13
25864;rechazado;1988-10-28
25868;aprobado;2017-05-20
25869;aprobado;2012-06-27
25871;aprobado;2004-05-15
25872;rechazado;2000-07-23
25873;rechazado;2019-06-29
25874;rechazado;2019-04-07
25876;aprobado;2015-04-09
25877;rechazado;2007-08-10
25880;rechazado;2009-05-01
25882;rechazado;1998-05-12
25883;rechazado;2013-02-22
25884;rechazado;1998-07-29
25885;aprobado;2007-04-19
25886;rechazado;2017-05-29
25889;aprobado;1995-07-29
25890;rechazado;2009-01-27
25891;aprobado;2017-05-06
25892;aprobado;1994-08-22
25893;aprobado;1968-12-07
25894;rechazado;2019-07-21
25895;rechazado;2009-05-14
25896;aprobado;2013-01-25
25897;rechazado;1985-09-01
25899;rechazado;1997-11-08
25900;rechazado;2012-06-21
25901;aprobado;2010-12-17
25903;aprobado;2015-12-08
25904;rechazado;2008-09-21
25905;rechazado;2017-08-15
25906;rechazado;1994-05-27
25907;rechazado;2013-08-13
25913;aprobado;2017-01-13
25918;rechazado;2018-04-11
25919;rechazado;2019-08-06
25920;rechazado;2006-04-07
25922;aprobado;2010-04-08
25923;aprobado;1990-02-25
25924;rechazado;2010-03-21
25925;rechazado;2018-11-25
25926;aprobado;2014-09-16
25928;rechazado;2018-01-30
25930;rechazado;1995-08-23
25931;aprobado;2018-02-14
25935;rechazado;2013-07-24
25937;rechazado;2018-02-23
25939;rechazado;2005-05-09
25941;aprobado;2013-06-07
25942;rechazado;2016-11-08
25943;aprobado;2001-12-03
25946;aprobado;2019-06-16
25947;aprobado;2018-08-26
25948;rechazado;2016-09-26
25949;aprobado;2018-12-04
25950;rechazado;1995-02-04
25951;aprobado;2018-08-09
25952;aprobado;2018-09-09
25953;rechazado;2016-01-15
25954;aprobado;2019-07-27
25955;rechazado;2017-11-17
25957;rechazado;1996-05-29
25958;rechazado;2016-04-11
25959;rechazado;2007-03-01
25961;aprobado;1998-11-28
25962;aprobado;2018-11-07
25963;aprobado;1983-07-08
25964;aprobado;1982-03-24
25965;rechazado;2015-08-24
25967;aprobado;2018-09-13
25968;aprobado;2006-09-29
25970;rechazado;2012-01-12
25972;rechazado;2018-12-28
25973;rechazado;1995-08-21
25974;rechazado;2001-03-05
25976;rechazado;2018-12-22
25977;aprobado;2011-03-28
25978;aprobado;2016-03-11
25981;aprobado;1996-08-03
25983;aprobado;1997-07-19
25984;aprobado;2019-07-29
25985;aprobado;2018-07-16
25990;rechazado;2019-06-15
25992;rechazado;2016-04-19
25996;rechazado;2017-03-23
25997;aprobado;2018-12-23
25998;aprobado;2017-08-23
25999;aprobado;2010-12-18
26000;aprobado;2019-03-08
26002;aprobado;2010-06-16
26003;rechazado;2019-04-01
26005;aprobado;2016-05-27
26006;rechazado;2011-11-21
26007;aprobado;2019-06-04
26008;rechazado;1999-02-12
26014;aprobado;1993-05-27
26020;aprobado;2016-04-06
26021;rechazado;2002-09-26
26022;aprobado;2018-06-29
26024;rechazado;2014-11-05
26025;aprobado;1975-09-20
26026;rechazado;1989-07-02
26027;aprobado;2018-04-27
26029;rechazado;2019-06-05
26030;aprobado;1994-08-07
26031;aprobado;2014-07-25
26032;rechazado;2018-10-01
26035;aprobado;1978-02-27
