numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
9004-89100-AF;ruido;42.46;26-04-2007;Metropolitana de Santiago;El Monte
20248-30087-MM;plagas;32.26;17-11-2011;XIV de Los Rios;Futrono
29833-44460-AE;contaminacion de la cadena trofica;0.43;25-12-1985;VI del Libertador General Bernardo O'Higgins;Mostazal
40056-70931-HE;contaminacion del aire;17.52;16-11-1986;XIV de Los Rios;Los Lagos
23123-88061-DB;contaminacion de suelo;11.09;30-08-1971;Metropolitana de Santiago;Cerro Navia
38331-52560-KL;radiacion;12.67;05-10-1988;VI del Libertador General Bernardo O'Higgins;Rengo
52035-14889-OD;contaminacion del aire;20.58;21-08-2016;IV de Coquimbo;Canela
44262-38075-AD;plagas;30.52;03-05-2019;V de Valparaiso;Isla de Pascua
15963-71355-HL;contaminacion de agua;32.89;03-01-1980;Metropolitana de Santiago;La Pintana
11871-78023-GE;radiacion;26.68;17-10-2001;X de Los Lagos;Quellon
52995-75277-HA;destruccion del medio ambiente;35.47;12-07-2015;VIII del Bio-Bio;Tirua
50511-71290-AA;contaminacion de agua;32.8;21-05-1982;Metropolitana de Santiago;San Bernardo
93825-37693-OL;contaminacion de la cadena trofica;9.37;25-01-2016;VIII del Bio-Bio;Tome
39927-72549-NG;contaminacion del aire;29.61;06-12-2017;XVI de Ñuble;Chillan
71113-11768-EI;contaminacion de suelo;32.76;27-03-2003;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
97266-74870-MM;contaminacion de agua;44.66;15-07-2018;XVI de Ñuble;Yungay
75636-33872-OM;destruccion del medio ambiente;4.06;22-01-2007;VIII del Bio-Bio;Los Angeles
68904-84616-DB;destruccion del medio ambiente;23.08;19-02-2010;V de Valparaiso;Calle Larga
27957-95751-MJ;contaminacion de suelo;49.29;31-05-1994;VIII del Bio-Bio;Nacimiento
4364-21844-EG;mal olor;31.29;24-01-1992;XVI de Ñuble;Ñiquen
16331-37863-EL;contaminacion de suelo;6.59;05-11-1983;Metropolitana de Santiago;Quilicura
16394-83726-FA;contaminacion del aire;5.33;15-01-1997;VII del Maule;Villa Alegre
22841-7488-BL;plagas;28.62;10-09-2015;XVI de Ñuble;Quillon
78494-37644-OI;radiacion;49.96;20-06-1989;IX de La Araucania;Ercilla
41140-39985-BB;ruido;19.28;24-02-1981;IX de La Araucania;Loncoche
35715-85149-JK;radiacion;13.5;30-07-2008;VIII del Bio-Bio;Lota
90340-50550-KN;ruido;41.33;29-07-1989;XVI de Ñuble;Pinto
3155-82311-JF;contaminacion de la cadena trofica;40.12;03-05-2006;XVI de Ñuble;San Fabian
61266-19547-DJ;destruccion del medio ambiente;22.86;05-01-1989;VII del Maule;Constitucion
3475-19916-ME;contaminacion del aire;7.04;11-09-1993;VI del Libertador General Bernardo O'Higgins;Nancagua
75344-96428-LB;destruccion del medio ambiente;36.04;10-09-2012;VII del Maule;Curepto
45027-27783-EA;radiacion;31.68;06-11-1994;XVI de Ñuble;San Carlos
80434-80506-HF;contaminacion de suelo;18.34;24-10-2012;Metropolitana de Santiago;La Pintana
61705-34252-BE;contaminacion de agua;33.78;02-04-2014;IX de La Araucania;Cholchol
68140-83098-GL;ruido;6.74;06-04-2016;Metropolitana de Santiago;Melipilla
33422-12537-MD;plagas;22.18;09-08-2005;X de Los Lagos;Puerto Varas
4958-82160-AI;contaminacion del aire;22.24;01-05-2016;VI del Libertador General Bernardo O'Higgins;Graneros
95604-38994-FO;mal olor;38.41;29-03-1989;Metropolitana de Santiago;Estacion Central
30902-12548-FL;contaminacion de la cadena trofica;19.92;27-10-2016;V de Valparaiso;Quillota
27753-96762-GN;contaminacion de la cadena trofica;4.64;02-12-1960;III de Atacama;Alto del Carmen
37273-7155-BB;plagas;39.36;05-05-2005;V de Valparaiso;Calle Larga
40174-22575-OF;destruccion del medio ambiente;32.15;08-06-1967;II de Antofagasta;Maria Elena
5060-49719-HE;ruido;29.55;18-03-1962;XIV de Los Rios;Mafil
86568-7478-BO;destruccion del medio ambiente;12.53;06-02-2018;I de Tarapaca;Colchane
5542-34260-BJ;plagas;31.36;02-04-2015;IX de La Araucania;Ercilla
12999-78368-JE;contaminacion de agua;11.51;14-09-2004;Metropolitana de Santiago;San Joaquin
86752-92487-EB;contaminacion del aire;34.53;04-12-2018;Metropolitana de Santiago;Maipu
74788-65755-KE;radiacion;7.61;12-12-1982;VIII del Bio-Bio;Los Alamos
43966-74557-AD;ruido;0.09;15-05-1993;V de Valparaiso;Zapallar
46141-77071-OB;contaminacion de la cadena trofica;26.64;17-01-2011;XI de Aysen del General Carlos Ibañez del Campo;Aisen
53923-11135-BJ;radiacion;23.11;05-02-2007;Metropolitana de Santiago;Talagante
5922-36467-KK;radiacion;42.17;12-05-2015;IX de La Araucania;Cholchol
38593-47278-NI;contaminacion de la cadena trofica;22.04;16-10-2017;VIII del Bio-Bio;Lebu
54838-19322-BD;contaminacion de agua;0.25;04-06-1993;XVI de Ñuble;Ranquil
71497-77120-IM;contaminacion de suelo;5.43;28-11-1992;Metropolitana de Santiago;Alhue
59200-10501-MK;contaminacion del aire;34.79;04-08-2003;Metropolitana de Santiago;Lampa
60030-67778-KE;destruccion del medio ambiente;13.75;16-06-1953;IX de La Araucania;Puren
41786-20702-KI;plagas;33.13;28-10-1978;VI del Libertador General Bernardo O'Higgins;Rengo
90860-83350-NF;ruido;29.3;08-08-2008;IX de La Araucania;Carahue
40806-18487-HH;contaminacion de suelo;20.49;31-03-1993;Metropolitana de Santiago;Maipu
49995-70335-LA;ruido;18.44;15-04-2016;I de Tarapaca;Camiña
64488-14037-GL;contaminacion de la cadena trofica;43.18;17-11-1979;X de Los Lagos;Chonchi
96865-97433-LB;contaminacion del aire;21.77;11-08-2006;IX de La Araucania;Teodoro Schmidt
55876-67531-BG;ruido;41.12;05-05-2006;VII del Maule;San Rafael
58048-50933-DG;contaminacion de agua;13.29;05-02-1974;V de Valparaiso;Rinconada
69059-9149-DE;contaminacion de suelo;6.21;18-06-2000;XVI de Ñuble;Quillon
55109-93342-NH;ruido;40.68;10-05-2019;X de Los Lagos;Quellon
18408-9813-GH;radiacion;22.79;21-10-2000;IX de La Araucania;Galvarino
56335-25070-JO;ruido;36.07;20-08-2019;VII del Maule;Constitucion
23521-47508-BM;plagas;32.91;12-05-1960;V de Valparaiso;La Ligua
1915-25807-BB;contaminacion de agua;5.4;18-07-2010;IX de La Araucania;Victoria
47218-83877-BM;contaminacion del aire;36.14;12-06-1990;Metropolitana de Santiago;Macul
84358-38207-LE;ruido;2.46;25-11-1965;II de Antofagasta;Mejillones
62709-74566-OJ;contaminacion de suelo;30.13;22-05-2017;XIV de Los Rios;Lago Ranco
92842-98432-KI;mal olor;33.81;22-10-1994;VI del Libertador General Bernardo O'Higgins;Codegua
82650-33569-DK;contaminacion de la cadena trofica;40.16;20-07-2018;VI del Libertador General Bernardo O'Higgins;Machali
40993-81761-DM;ruido;20.37;17-02-2015;X de Los Lagos;Osorno
85637-47049-GO;contaminacion de la cadena trofica;15.19;03-09-2011;V de Valparaiso;Quintero
77240-18740-GA;plagas;41.55;18-07-2019;V de Valparaiso;Concon
89463-73915-ON;contaminacion de suelo;2.19;20-01-2006;XV de Arica y Parinacota;General Lagos
123-68038-OB;contaminacion de agua;48.68;05-01-2012;VII del Maule;Curepto
92673-35465-HG;contaminacion de la cadena trofica;45.05;21-08-1979;XVI de Ñuble;Chillan Viejo
83140-31740-AB;plagas;20.52;26-02-2016;X de Los Lagos;Puerto Varas
82971-37620-BB;contaminacion de suelo;4.96;15-06-1984;IX de La Araucania;Padre Las Casas
92595-90932-GK;destruccion del medio ambiente;13.76;13-08-2005;IV de Coquimbo;Combarbala
54940-18642-GH;contaminacion de agua;33.23;24-12-2018;VII del Maule;Licanten
89931-62234-AD;destruccion del medio ambiente;49.69;30-05-2009;Metropolitana de Santiago;Calera de Tango
74359-37037-KB;destruccion del medio ambiente;48.63;06-09-2012;Metropolitana de Santiago;Cerrillos
8732-42356-KH;mal olor;48.48;30-12-2010;Metropolitana de Santiago;San Joaquin
85914-34198-OK;contaminacion de agua;35.9;22-10-1980;VI del Libertador General Bernardo O'Higgins;Peumo
40993-86269-EJ;plagas;19.4;03-07-1984;VII del Maule;Romeral
19895-25161-IM;ruido;7.14;29-07-2017;VIII del Bio-Bio;San Pedro de la Paz
88210-73818-LF;destruccion del medio ambiente;30.19;26-07-2015;X de Los Lagos;Quemchi
26671-16378-AI;contaminacion del aire;7.08;29-06-2012;V de Valparaiso;Juan Fernandez
29092-19544-HH;radiacion;21.86;02-11-1981;VII del Maule;Colbun
51091-6145-ID;radiacion;12.86;14-03-2002;Metropolitana de Santiago;Isla de Maipo
28279-48064-FM;contaminacion de la cadena trofica;0.43;16-03-1962;V de Valparaiso;Quillota
44220-32719-FF;contaminacion de la cadena trofica;22.89;26-12-2011;XII de Magallanes y de La Antartica Chilena;Primavera
92761-75273-AL;contaminacion del aire;42.61;11-03-1981;VI del Libertador General Bernardo O'Higgins;Litueche
29429-76686-GG;destruccion del medio ambiente;0.16;06-02-2014;VIII del Bio-Bio;Curanilahue
8770-37797-IL;plagas;4.57;25-03-2017;X de Los Lagos;Chonchi
59729-11196-GI;ruido;37.77;07-10-2015;I de Tarapaca;Camiña
29852-14258-FB;contaminacion de la cadena trofica;15.11;27-06-1965;Metropolitana de Santiago;San Jose de Maipo
85065-1232-ED;contaminacion de agua;31.73;13-10-2007;XI de Aysen del General Carlos Ibañez del Campo;Tortel
15487-67082-NO;ruido;4.74;19-07-2003;III de Atacama;Freirina
11268-84485-NG;radiacion;2.95;27-06-2016;VII del Maule;Longavi
4496-97356-HI;destruccion del medio ambiente;48.53;05-07-2009;VI del Libertador General Bernardo O'Higgins;Navidad
21295-17696-IF;contaminacion de suelo;43.01;13-12-1980;VIII del Bio-Bio;Tirua
42104-23855-NA;contaminacion de agua;28.06;05-08-1988;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
35848-72542-GH;radiacion;28.68;17-07-2018;Metropolitana de Santiago;Curacavi
59703-41476-AM;plagas;30.06;13-05-2004;X de Los Lagos;Llanquihue
29112-46696-ME;radiacion;40.6;07-08-1988;VII del Maule;Hualañe
55562-9696-BK;ruido;32.38;31-07-1995;VII del Maule;Talca
79593-32788-FA;mal olor;43.97;06-01-1979;X de Los Lagos;Futaleufu
98802-14848-AN;contaminacion de la cadena trofica;5.02;04-07-2012;XVI de Ñuble;San Fabian
52490-43982-BJ;contaminacion del aire;20.86;15-05-2002;IX de La Araucania;Vilcun
6767-76737-HM;contaminacion de suelo;5.68;30-06-2001;Metropolitana de Santiago;Calera de Tango
32943-4351-JB;contaminacion de suelo;33.95;15-08-2009;X de Los Lagos;Quemchi
67570-83288-KB;contaminacion de la cadena trofica;41.15;05-07-1964;VIII del Bio-Bio;Concepcion
53925-4737-BF;destruccion del medio ambiente;37.58;21-06-2011;Metropolitana de Santiago;Alhue
4499-45858-IB;contaminacion del aire;43.31;08-04-1990;IX de La Araucania;Curacautin
50362-84096-LE;destruccion del medio ambiente;14.85;23-12-2013;V de Valparaiso;El Tabo
12559-45753-OB;contaminacion de la cadena trofica;0.66;20-02-1995;Metropolitana de Santiago;Estacion Central
71428-20507-DA;contaminacion de agua;6.59;28-12-1996;IV de Coquimbo;Punitaqui
30386-2004-HB;plagas;13.19;23-12-2006;XVI de Ñuble;Chillan
45782-54760-II;radiacion;2.19;18-06-2017;VII del Maule;Rio Claro
25387-62111-FA;contaminacion de la cadena trofica;24.77;27-09-2017;VIII del Bio-Bio;Antuco
9148-34454-EL;contaminacion de agua;9.61;16-05-2009;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
13798-11330-BG;mal olor;27.28;26-08-2014;Metropolitana de Santiago;Pirque
98702-93462-LB;contaminacion de agua;42.78;21-06-2017;Metropolitana de Santiago;San Pedro
59642-92681-MB;contaminacion de agua;26.9;16-07-2000;Metropolitana de Santiago;San Ramon
84151-63344-OJ;contaminacion de la cadena trofica;16.96;25-07-2005;Metropolitana de Santiago;El Monte
25243-15745-LB;contaminacion de agua;25.06;23-06-2012;IX de La Araucania;Victoria
49593-10496-HI;contaminacion del aire;16.06;23-08-2008;VII del Maule;Longavi
36066-59836-FF;mal olor;14.84;04-11-1999;X de Los Lagos;Puerto Octay
73999-74934-FF;radiacion;6.03;29-10-1998;IX de La Araucania;Pitrufquen
90263-89678-FK;plagas;40.01;19-10-2018;III de Atacama;Huasco
10927-16024-JN;contaminacion de la cadena trofica;44.45;01-11-2012;IX de La Araucania;Padre Las Casas
76190-94645-GO;mal olor;35.6;25-06-1979;Metropolitana de Santiago;Renca
10976-81483-DE;mal olor;34.8;30-03-1999;VI del Libertador General Bernardo O'Higgins;San Vicente
77330-47961-BB;ruido;14.02;05-12-1998;III de Atacama;Freirina
19745-64303-KH;ruido;9.45;14-12-1980;I de Tarapaca;Iquique
96078-70127-LL;contaminacion del aire;1.64;08-07-1994;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
5353-73716-IB;radiacion;11.33;07-07-1980;VI del Libertador General Bernardo O'Higgins;Pumanque
68067-87135-ND;mal olor;39.46;02-04-2003;VIII del Bio-Bio;Arauco
41951-29799-EI;destruccion del medio ambiente;47.89;22-08-1966;VI del Libertador General Bernardo O'Higgins;Nancagua
17252-67632-GJ;contaminacion del aire;20.37;15-11-2018;V de Valparaiso;San Felipe
76575-118-IA;mal olor;23.08;10-09-2016;Metropolitana de Santiago;Huechuraba
81106-61379-HE;plagas;38.06;17-11-2013;VI del Libertador General Bernardo O'Higgins;Placilla
40637-71118-GL;destruccion del medio ambiente;20.28;19-09-1986;IV de Coquimbo;Punitaqui
54947-98352-KK;contaminacion de agua;41.33;04-12-2015;IX de La Araucania;Loncoche
42465-38928-BD;mal olor;1.33;14-05-1990;IX de La Araucania;Curarrehue
48776-92352-LK;contaminacion de agua;2.62;15-12-2005;Metropolitana de Santiago;Alhue
16308-67499-GE;plagas;16.13;10-10-2012;Metropolitana de Santiago;San Miguel
71203-48757-II;contaminacion de agua;39.08;12-12-2009;VII del Maule;Romeral
60049-66159-MH;destruccion del medio ambiente;46.15;09-04-2015;XVI de Ñuble;San Fabian
28114-52669-II;contaminacion de agua;18.28;21-08-2002;II de Antofagasta;Mejillones
27992-61941-FA;plagas;20.86;23-08-1966;Metropolitana de Santiago;La Cisterna
68502-87034-LG;contaminacion de agua;38.38;27-07-2010;XVI de Ñuble;Portezuelo
69055-69021-LG;contaminacion de la cadena trofica;19.77;30-11-1990;VII del Maule;Yerbas Buenas
15332-59707-GB;destruccion del medio ambiente;14.41;06-06-1993;IX de La Araucania;Loncoche
33632-87740-FN;plagas;34.28;13-06-2005;Metropolitana de Santiago;Quinta Normal
25899-79188-BH;ruido;12.44;12-04-2018;IV de Coquimbo;La Serena
31564-20809-AI;plagas;46.02;22-06-2002;XII de Magallanes y de La Antartica Chilena;San Gregorio
49093-42708-DA;contaminacion de suelo;36.73;03-06-1987;IX de La Araucania;Tolten
87765-84345-MK;contaminacion de suelo;11.42;12-01-1996;Metropolitana de Santiago;Buin
26442-54765-AF;ruido;25.67;21-05-2019;X de Los Lagos;San Juan de la Costa
26944-4182-BB;contaminacion del aire;43.61;03-12-2007;V de Valparaiso;Panquehue
92068-49762-DM;radiacion;40.01;05-04-2009;XII de Magallanes y de La Antartica Chilena;San Gregorio
42057-74778-KB;contaminacion del aire;8.93;25-04-1983;IX de La Araucania;Nueva Imperial
64279-98025-BK;contaminacion de suelo;6.31;21-11-1994;Metropolitana de Santiago;La Florida
90276-80368-NF;contaminacion de suelo;24.39;19-11-2010;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
13375-63709-LB;destruccion del medio ambiente;47.42;15-04-2019;XIV de Los Rios;Futrono
76787-737-KA;contaminacion del aire;1.07;12-03-1974;Metropolitana de Santiago;San Bernardo
40657-56435-DB;contaminacion del aire;17.05;19-12-2014;X de Los Lagos;Castro
22580-13322-NM;ruido;17.85;20-05-1986;IV de Coquimbo;Canela
62571-20544-BO;mal olor;39.64;15-08-1977;XVI de Ñuble;San Carlos
63336-43955-NJ;destruccion del medio ambiente;31.11;11-05-2013;V de Valparaiso;Villa Alemana
83316-1585-KK;contaminacion de agua;0.15;06-02-1971;X de Los Lagos;Curaco de Velez
15253-31794-GN;contaminacion del aire;40.49;04-06-2005;V de Valparaiso;Valparaiso
80551-16739-KH;destruccion del medio ambiente;39.07;12-12-1999;IV de Coquimbo;Vicuña
50040-87378-BO;ruido;16.89;19-07-2002;II de Antofagasta;Taltal
77012-5910-HB;mal olor;48.25;07-09-2008;III de Atacama;Vallenar
34370-13595-BM;mal olor;33.71;23-07-1991;Metropolitana de Santiago;El Bosque
60515-75112-NK;contaminacion del aire;4.3;30-07-2001;VIII del Bio-Bio;Tome
44790-39228-EL;contaminacion del aire;3.03;18-10-2007;X de Los Lagos;San Juan de la Costa
50992-26610-OH;contaminacion de la cadena trofica;6.4;26-05-2004;V de Valparaiso;Catemu
18855-78475-OI;radiacion;15.48;09-04-2018;Metropolitana de Santiago;Alhue
64885-92502-IM;radiacion;34.62;04-07-2015;V de Valparaiso;Juan Fernandez
42694-88737-MB;mal olor;10.91;07-08-1991;Metropolitana de Santiago;San Ramon
52479-43851-NG;contaminacion de agua;33.49;29-07-2006;V de Valparaiso;Panquehue
46340-24400-BL;plagas;21.51;26-07-1995;VIII del Bio-Bio;Laja
35370-34511-EF;ruido;23.04;23-01-1982;Metropolitana de Santiago;Lampa
74517-94944-DK;destruccion del medio ambiente;14.94;28-05-1971;X de Los Lagos;Futaleufu
54730-19901-IL;plagas;45.79;28-05-1976;XII de Magallanes y de La Antartica Chilena;Porvenir
2137-76811-JA;plagas;2.5;21-03-2002;VII del Maule;Molina
2012-1387-NJ;destruccion del medio ambiente;15.61;20-08-1991;IX de La Araucania;Angol
16208-21679-JM;contaminacion de agua;45.07;03-02-1999;I de Tarapaca;Pica
59202-95105-IN;mal olor;15.61;08-04-1999;X de Los Lagos;Curaco de Velez
92808-25639-KM;destruccion del medio ambiente;47.47;19-07-2002;XII de Magallanes y de La Antartica Chilena;Primavera
77209-70132-BJ;ruido;7.1;06-03-2005;VI del Libertador General Bernardo O'Higgins;Machali
76654-20527-FD;plagas;22.63;31-07-2011;X de Los Lagos;Chaiten
93326-47565-BL;contaminacion de agua;9.09;22-04-2004;VI del Libertador General Bernardo O'Higgins;Las Cabras
21506-2719-HK;contaminacion de la cadena trofica;2.58;24-04-2010;VII del Maule;Pencahue
95896-6189-FI;contaminacion de agua;27.67;20-12-2004;Metropolitana de Santiago;Conchali
29797-78710-HH;contaminacion de agua;0.58;18-03-2011;VI del Libertador General Bernardo O'Higgins;San Fernando
24401-5196-JB;contaminacion de suelo;24.37;29-05-2018;Metropolitana de Santiago;Las Condes
57481-76430-HO;mal olor;3.15;26-04-1985;Metropolitana de Santiago;La Granja
43408-57751-DF;contaminacion del aire;13.81;04-08-2006;X de Los Lagos;Puerto Octay
46023-69716-ND;mal olor;25.56;11-05-2017;V de Valparaiso;Zapallar
4301-16672-MM;destruccion del medio ambiente;13.89;11-05-1996;XI de Aysen del General Carlos Ibañez del Campo;Tortel
60176-78386-GG;contaminacion de agua;21.54;07-12-1973;VIII del Bio-Bio;Tome
24096-27367-KN;contaminacion de la cadena trofica;14.97;19-09-1987;II de Antofagasta;Antofagasta
75301-27539-AO;ruido;33.23;18-03-2000;XVI de Ñuble;San Ignacio
72258-51147-HK;plagas;38.66;01-09-2014;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
1383-51180-BL;radiacion;7.14;02-11-1979;VII del Maule;Teno
11281-78712-HA;destruccion del medio ambiente;9.38;20-01-2011;IX de La Araucania;Villarrica
95106-86572-AI;ruido;13.72;04-04-1986;V de Valparaiso;Catemu
32276-91084-DG;ruido;45.69;01-03-2019;VIII del Bio-Bio;Chiguayante
8420-84624-BA;contaminacion de suelo;45.74;22-07-2013;VII del Maule;Sagrada Familia
22456-23078-DH;contaminacion del aire;3.18;30-08-1988;XII de Magallanes y de La Antartica Chilena;Porvenir
53995-96363-JB;plagas;18.44;01-08-1985;VIII del Bio-Bio;Quilleco
45110-1792-DH;contaminacion de agua;35.5;11-03-2003;VI del Libertador General Bernardo O'Higgins;Las Cabras
37950-55237-NJ;contaminacion de la cadena trofica;23.47;19-09-2003;III de Atacama;Chañaral
35358-54500-LK;radiacion;11.87;13-08-2004;Metropolitana de Santiago;Alhue
46134-61964-OD;radiacion;17.26;22-02-1994;Metropolitana de Santiago;Pudahuel
8492-3623-OM;contaminacion del aire;46.36;09-09-2017;Metropolitana de Santiago;Buin
50242-5580-NN;contaminacion de agua;13.34;27-08-2014;VI del Libertador General Bernardo O'Higgins;Las Cabras
30518-60067-AJ;contaminacion del aire;39.97;06-08-1960;X de Los Lagos;Curaco de Velez
97568-29026-EH;radiacion;4.09;14-10-1986;XIV de Los Rios;Lanco
95372-58429-DI;mal olor;30.18;29-03-2012;Metropolitana de Santiago;Buin
90983-50337-AN;radiacion;42.07;10-03-2016;VIII del Bio-Bio;Chiguayante
62580-60358-EA;destruccion del medio ambiente;15.09;17-02-1982;III de Atacama;Copiapo
8874-16517-AG;contaminacion del aire;18.51;02-10-2015;VII del Maule;San Clemente
86505-832-EN;mal olor;39.53;13-07-2017;VII del Maule;Chanco
96631-16055-JJ;contaminacion del aire;30.53;12-05-2012;XVI de Ñuble;Cobquecura
37181-31976-MJ;plagas;11.66;13-07-1975;VI del Libertador General Bernardo O'Higgins;Pichilemu
47291-12094-JA;contaminacion de suelo;41.16;21-11-2017;VI del Libertador General Bernardo O'Higgins;Pichilemu
34710-94370-BG;plagas;7.68;31-08-2012;Metropolitana de Santiago;Isla de Maipo
96972-49561-GG;contaminacion de suelo;11.24;28-02-1989;IX de La Araucania;Lumaco
30992-69263-GJ;contaminacion de suelo;16.59;21-09-1984;VI del Libertador General Bernardo O'Higgins;Coltauco
27593-44854-FA;contaminacion de suelo;47.27;24-09-2006;Metropolitana de Santiago;Tiltil
32442-32494-EE;destruccion del medio ambiente;28.41;16-06-1979;VII del Maule;Rauco
19078-85627-DK;contaminacion de la cadena trofica;42.61;30-09-1995;IX de La Araucania;Pitrufquen
79617-90961-DH;radiacion;46.39;20-08-2018;Metropolitana de Santiago;Peñalolen
99308-7713-MH;destruccion del medio ambiente;40.26;29-07-1999;XVI de Ñuble;San Ignacio
57128-8130-JK;destruccion del medio ambiente;38.29;09-12-2014;V de Valparaiso;Valparaiso
6003-62744-MJ;mal olor;34.35;23-05-2008;Metropolitana de Santiago;Cerrillos
94080-93432-AD;contaminacion de la cadena trofica;36.25;31-07-2016;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
82447-28161-KL;contaminacion de suelo;14.65;18-07-2019;Metropolitana de Santiago;El Monte
62619-31731-IE;contaminacion de la cadena trofica;5.36;15-09-2003;IV de Coquimbo;La Serena
61386-71945-EN;mal olor;3.96;12-08-2013;I de Tarapaca;Iquique
94406-22279-ME;plagas;18.59;03-08-2018;Metropolitana de Santiago;San Miguel
8280-88433-AE;plagas;45.72;18-05-2008;VIII del Bio-Bio;Arauco
66973-68012-AB;mal olor;35.9;30-06-1986;IV de Coquimbo;La Higuera
31523-14262-BI;contaminacion de suelo;13.9;16-10-1992;Metropolitana de Santiago;Curacavi
84538-33106-DI;contaminacion de agua;7.69;03-05-2012;X de Los Lagos;Dalcahue
87507-22673-EH;plagas;49.8;23-11-1971;VI del Libertador General Bernardo O'Higgins;Las Cabras
26507-78469-BF;ruido;12.96;03-09-1998;VI del Libertador General Bernardo O'Higgins;Requinoa
83981-50747-OL;plagas;31.79;07-05-2014;XVI de Ñuble;Yungay
51584-77831-BL;destruccion del medio ambiente;15.62;28-01-2017;VII del Maule;Pencahue
63988-53859-NI;destruccion del medio ambiente;14.29;10-06-2015;XI de Aysen del General Carlos Ibañez del Campo;Rio Ibañez
68212-26480-EM;radiacion;2.43;10-03-1984;VI del Libertador General Bernardo O'Higgins;Codegua
11565-50469-HJ;contaminacion del aire;48.95;15-09-1966;XII de Magallanes y de La Antartica Chilena;Natales
68233-47262-BM;contaminacion de la cadena trofica;49.44;08-11-1995;X de Los Lagos;Quinchao
50212-75613-EL;ruido;28.25;25-01-2001;V de Valparaiso;Quillota
50194-46059-AE;contaminacion de agua;36.64;30-05-1970;XI de Aysen del General Carlos Ibañez del Campo;Tortel
5855-79360-GO;ruido;39.25;19-06-1984;VII del Maule;Pelluhue
10929-56265-GL;radiacion;31.99;24-05-2002;III de Atacama;Caldera
84879-78078-KI;plagas;44.15;03-06-1987;XII de Magallanes y de La Antartica Chilena;Torres del Paine
15601-84406-BA;ruido;13.04;23-11-1989;VII del Maule;Molina
66566-31408-BF;ruido;35.37;30-05-1989;VII del Maule;Pelarco
90906-62688-FF;contaminacion de agua;37.9;27-08-2014;VI del Libertador General Bernardo O'Higgins;Malloa
52299-78148-AL;contaminacion de la cadena trofica;11.89;26-10-1999;VIII del Bio-Bio;Chiguayante
74694-71377-FG;contaminacion de agua;49.42;26-01-2008;VI del Libertador General Bernardo O'Higgins;Pichidegua
21177-84827-KI;ruido;49.54;08-08-2014;X de Los Lagos;Quinchao
16292-98312-MB;mal olor;46.44;14-05-2006;VII del Maule;Pencahue
95248-64745-OB;ruido;42.86;20-09-1993;X de Los Lagos;Puyehue
28938-85690-IJ;contaminacion del aire;28.18;07-08-1991;VII del Maule;Maule
56550-94170-KA;mal olor;5.52;16-11-2017;Metropolitana de Santiago;La Florida
21033-70405-BA;contaminacion de agua;14.59;24-06-2019;VIII del Bio-Bio;San Pedro de la Paz
65076-64300-EM;mal olor;16.61;27-04-1985;V de Valparaiso;Calle Larga
63958-78618-AF;contaminacion de agua;36.17;11-06-2012;Metropolitana de Santiago;San Joaquin
23025-28406-GD;ruido;3.01;13-03-1995;IX de La Araucania;Gorbea
45701-9397-FN;mal olor;20.87;18-08-1988;VII del Maule;Sagrada Familia
35622-63227-LH;contaminacion del aire;8.79;07-10-1995;I de Tarapaca;Iquique
92096-34964-IA;ruido;7.42;17-12-2009;VII del Maule;Linares
96003-34649-ND;contaminacion de la cadena trofica;45.31;11-06-2009;VI del Libertador General Bernardo O'Higgins;Malloa
85898-77754-FM;contaminacion de agua;1.95;12-07-2016;V de Valparaiso;Llaillay
63814-36642-KN;contaminacion de la cadena trofica;34.35;28-09-1966;VII del Maule;San Rafael
23933-82801-BG;contaminacion de agua;23.84;23-07-1969;XVI de Ñuble;Bulnes
71787-55361-BI;contaminacion del aire;19.84;19-07-1984;V de Valparaiso;San Antonio
21145-31139-BB;radiacion;22.48;13-12-2012;X de Los Lagos;Puqueldon
20454-15890-EI;contaminacion de suelo;49.61;17-06-1985;VII del Maule;Villa Alegre
19827-77832-AJ;ruido;44.67;05-04-1970;V de Valparaiso;Llaillay
69814-79492-IB;radiacion;19.8;12-06-2010;Metropolitana de Santiago;Recoleta
44912-5614-IB;mal olor;23.68;30-04-1984;XVI de Ñuble;Pemuco
35011-2875-AG;plagas;9.45;11-10-1992;II de Antofagasta;Ollague
34637-3648-JB;contaminacion de suelo;9.81;26-02-2018;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
10813-59793-BL;destruccion del medio ambiente;33.78;31-10-1978;VIII del Bio-Bio;Lota
44505-59475-JL;plagas;44.45;05-01-1961;Metropolitana de Santiago;El Monte
57282-60134-MN;contaminacion de la cadena trofica;31.17;04-05-2018;VI del Libertador General Bernardo O'Higgins;Pichilemu
49681-54279-GF;plagas;33.24;06-08-2009;X de Los Lagos;Castro
43874-25428-GB;radiacion;29.29;07-11-2003;VII del Maule;Teno
77746-37713-DA;contaminacion del aire;38.55;16-02-1991;VII del Maule;Romeral
