Rid;status;fecha_dictamen
95890-45164-DF;rechazado;2010-02-26
31437-12001-FO;aprobado;2015-12-26
94088-16822-IO;aprobado;2018-07-06
16901-51983-EG;rechazado;1992-03-11
47081-94375-FK;aprobado;1995-06-03
14854-91616-EJ;rechazado;2005-05-20
33646-83999-JB;aprobado;2011-06-19
39909-58905-BH;rechazado;2018-10-19
23757-60167-OE;aprobado;2017-08-10
37172-26772-AM;aprobado;2019-08-22
89858-14691-NM;rechazado;2002-05-02
5315-53708-HB;aprobado;2017-02-24
16414-96510-FB;rechazado;2019-04-25
66464-89963-JL;aprobado;2001-12-17
72243-9026-JF;rechazado;2011-06-07
79776-96685-GF;aprobado;2010-06-29
68732-29346-NB;rechazado;2013-09-12
72797-9984-OB;aprobado;2017-12-20
80145-49729-HM;rechazado;1966-09-07
85956-13447-KB;rechazado;1987-05-20
66990-32505-KO;aprobado;2012-04-11
10651-47543-JB;rechazado;2007-05-20
51341-90297-LB;rechazado;2017-12-11
93728-84071-NO;rechazado;2005-05-17
62945-72953-EO;aprobado;2015-04-21
26191-91690-EH;aprobado;2018-07-12
60335-99598-FB;aprobado;2015-01-25
21478-72630-JJ;aprobado;2019-08-30
29105-67905-FO;aprobado;2011-05-14
92095-95556-GL;rechazado;1987-01-20
38055-77863-HD;aprobado;2017-09-28
29180-35539-JG;aprobado;2019-07-16
34479-45094-HO;aprobado;2012-05-09
84016-85183-NF;aprobado;2015-11-15
17843-54617-HO;aprobado;2002-05-01
3263-91690-MK;aprobado;1971-11-01
33651-72037-LL;rechazado;2016-04-02
60673-64765-FJ;rechazado;2011-01-29
25965-6768-GD;rechazado;2003-09-25
68169-14605-DA;aprobado;2017-04-17
71507-27527-DL;aprobado;2019-07-30
15087-41644-BH;aprobado;2011-07-19
76076-44657-FH;aprobado;2010-02-21
40316-97250-MD;aprobado;2010-09-16
62975-13658-NB;rechazado;2014-10-02
51984-29552-FE;aprobado;2014-02-12
7593-97937-JL;rechazado;2019-06-24
48376-11264-NG;aprobado;2016-12-23
18871-55390-EG;aprobado;2017-08-29
93772-72777-BJ;aprobado;2013-03-10
63424-6828-AD;rechazado;2010-10-29
61452-90663-MJ;aprobado;1982-03-18
96886-25657-HA;aprobado;2009-07-03
9012-18999-EN;aprobado;2000-06-15
20030-96411-AL;rechazado;2019-07-26
85503-10644-EO;aprobado;2002-05-04
74749-35849-IH;aprobado;2018-09-19
92296-59277-NB;rechazado;2016-07-22
92149-98277-KJ;aprobado;2018-01-15
39642-15612-EG;aprobado;2019-01-21
81795-60692-HB;rechazado;1990-03-29
61682-39643-EI;aprobado;2019-07-08
11930-34300-BJ;aprobado;2014-09-25
27818-47408-MM;rechazado;2016-12-03
75726-16655-HE;aprobado;2012-07-12
8102-18529-BB;aprobado;1999-04-17
67749-68158-NI;aprobado;2003-07-10
82332-64476-IE;rechazado;2018-08-29
87449-64810-LN;aprobado;2014-07-02
50202-23593-LJ;rechazado;2010-08-06
77262-29076-KM;aprobado;2010-07-09
63546-19008-FB;aprobado;2019-04-09
27623-78607-BD;aprobado;2014-01-03
31690-84018-GA;aprobado;2019-05-29
40368-45617-EJ;rechazado;1985-08-05
98619-34288-HA;rechazado;2015-05-14
30370-22263-MI;rechazado;2019-01-08
61086-21483-KF;aprobado;2016-09-19
27345-91125-NH;aprobado;1992-05-22
95762-75740-FJ;aprobado;2004-12-01
96063-71336-OE;rechazado;2019-08-25
45128-73509-BG;aprobado;2015-11-09
55025-33273-JD;rechazado;2019-04-18
54354-44540-KG;aprobado;1990-09-01
75504-31548-BM;rechazado;2013-08-02
57983-25906-NH;aprobado;2014-12-29
23231-26772-HK;rechazado;1979-10-05
46384-68743-FB;rechazado;2011-12-18
53719-11209-AH;aprobado;2018-12-21
14330-17910-JB;aprobado;2019-03-29
55817-59208-BG;aprobado;2003-04-19
26264-94455-GH;aprobado;2000-07-18
60752-8847-IF;rechazado;2019-05-10
62601-94479-IF;aprobado;2017-06-16
9710-72275-NE;aprobado;2019-04-12
94429-45371-AO;aprobado;2015-01-06
23207-64775-DO;rechazado;1996-05-07
88465-54355-AH;rechazado;2018-06-08
49937-75027-ML;rechazado;2013-12-22
53649-93417-BG;rechazado;2006-11-02
66059-98630-AK;aprobado;2013-04-07
12702-52325-BL;aprobado;2005-02-27
12165-98481-HG;aprobado;2016-04-02
35897-49726-NE;aprobado;1999-11-12
29032-91140-KN;rechazado;2018-03-02
78065-43505-JF;rechazado;2015-02-22
99077-73503-EE;aprobado;2004-05-17
69020-17483-IO;rechazado;2016-09-30
74964-30530-GK;aprobado;2017-11-16
45920-66234-BN;rechazado;2004-11-21
45587-72665-AB;aprobado;2013-08-19
61168-52203-NA;rechazado;2019-08-20
83038-70598-OE;rechazado;2015-06-18
23616-26024-DH;aprobado;2000-02-08
2708-33876-LA;rechazado;2019-04-29
62128-44534-LG;aprobado;2019-01-15
72243-94610-HH;aprobado;2008-10-07
1558-12439-GB;aprobado;2015-07-17
99735-40843-FM;aprobado;2013-08-07
96332-36143-BL;aprobado;1993-09-03
71229-87187-FG;rechazado;2013-05-04
18149-38441-LB;aprobado;1970-10-11
13657-21143-NJ;rechazado;2019-03-26
3044-60862-FN;aprobado;1977-04-28
69751-48722-DN;rechazado;2015-09-14
89004-70710-JF;rechazado;1975-12-17
60697-32073-NB;aprobado;1988-12-14
61878-99080-HB;rechazado;2017-06-22
72567-68835-BK;aprobado;2019-06-15
81662-54042-BB;rechazado;2017-05-21
84557-25263-ND;rechazado;2008-02-10
89415-99167-HL;rechazado;2012-07-04
32821-92838-AO;aprobado;2019-02-18
45181-98790-BK;rechazado;2013-08-16
59962-38036-OL;aprobado;2017-06-15
97406-5539-IB;rechazado;2019-08-28
64785-37453-DB;aprobado;2017-12-23
30477-87376-BL;rechazado;2019-05-22
29094-14103-OH;aprobado;2013-10-15
9563-94176-MI;aprobado;2017-04-16
94850-99703-DA;aprobado;2017-01-23
16273-88261-HD;rechazado;2013-12-18
74234-85655-BD;aprobado;2014-10-03
84530-65078-KE;aprobado;2018-08-23
8147-87292-AN;aprobado;2018-11-19
85075-1113-BD;aprobado;2009-07-30
42229-88313-GL;aprobado;2016-08-25
46574-30336-OA;aprobado;1992-08-22
41766-6101-OA;rechazado;2015-06-15
30424-30173-HD;rechazado;2012-07-24
41926-36202-AN;aprobado;2018-10-15
12788-49117-LN;aprobado;2010-02-23
4512-49689-BB;rechazado;2019-07-16
21033-4291-JK;rechazado;1998-06-24
13791-15512-MA;rechazado;2018-04-01
51364-82613-LG;rechazado;2018-12-20
87711-66060-BM;aprobado;2012-06-30
90238-93949-EB;aprobado;2008-12-20
19880-13206-ME;aprobado;1996-11-03
48539-18600-BL;rechazado;2008-08-04
55777-46033-AE;rechazado;2018-02-20
42504-29226-MB;aprobado;1997-03-20
16556-51704-KO;rechazado;2008-06-28
57689-82293-FN;rechazado;2018-04-10
86557-48333-OF;aprobado;2017-12-11
25643-93619-OL;aprobado;2014-02-21
9024-48562-HE;aprobado;2018-07-24
39943-53154-BH;rechazado;2009-06-23
11734-54643-LJ;aprobado;1993-07-19
68102-22348-IE;aprobado;2016-04-22
38486-36538-OE;aprobado;2013-03-27
3806-1332-FO;aprobado;2012-05-24
99640-75278-DJ;aprobado;2008-09-24
5097-5617-HJ;aprobado;2018-06-23
66571-99374-AL;aprobado;2015-11-24
7110-28141-KN;aprobado;2017-04-23
9781-13107-HF;aprobado;2004-06-12
57203-97295-HA;rechazado;2017-11-20
520-7167-LK;rechazado;2018-08-01
7829-27124-NN;rechazado;2017-05-16
80070-31920-KA;rechazado;2008-06-05
82847-1902-IO;aprobado;2007-01-22
95485-67607-FB;aprobado;2002-10-04
56271-82177-IJ;rechazado;2017-02-15
39031-60520-ME;aprobado;2011-06-11
39325-59748-LH;aprobado;2019-03-02
4760-99321-MA;aprobado;2011-11-25
72967-64588-EJ;rechazado;2017-03-16
72479-69910-EJ;aprobado;1980-11-21
69479-82247-ML;rechazado;2017-11-02
39520-52294-BO;rechazado;2011-04-04
97167-12481-LM;aprobado;2019-06-05
67623-21040-BB;aprobado;2004-12-04
6507-63403-NJ;aprobado;2007-01-11
12521-92621-OD;aprobado;1990-06-08
80301-55358-NI;rechazado;2012-09-07
63311-61831-BB;aprobado;2014-07-29
20311-5210-DA;aprobado;2003-12-19
145-23783-HA;aprobado;2018-10-17
31290-41787-BH;rechazado;2017-11-09
26539-53164-OK;rechazado;2019-05-30
72917-21063-IO;rechazado;2016-09-20
42973-84371-IG;aprobado;2018-06-29
86991-10571-EI;rechazado;2014-08-12
56303-59422-ND;aprobado;2010-09-17
49114-33508-IK;aprobado;2007-05-27
33590-95924-OI;rechazado;2017-03-19
97583-99803-KA;rechazado;2011-12-09
67996-99982-HI;rechazado;2015-05-27
11967-74420-ML;aprobado;2009-06-18
48339-26054-GF;aprobado;2005-07-21
5888-27222-BF;rechazado;2017-04-12
74986-61854-KO;aprobado;2019-05-16
77085-71506-IM;rechazado;2019-06-08
60251-13326-BD;aprobado;2019-04-05
48001-66852-FG;aprobado;1999-03-23
93688-11814-BL;rechazado;2017-07-23
94160-65219-OG;aprobado;2017-06-03
16207-14484-DE;aprobado;2010-03-05
3800-55412-LM;rechazado;2019-03-21
89585-50700-HM;aprobado;2015-08-18
26342-74294-LL;rechazado;2015-12-22
72653-76974-MJ;rechazado;2017-12-08
49525-66132-MM;rechazado;2018-01-03
87461-92865-BO;rechazado;1995-12-02
54773-38255-LK;aprobado;2012-04-16
6138-45663-AO;aprobado;2017-03-07
15319-33581-FK;rechazado;2016-11-25
95380-65680-ML;aprobado;2010-05-29
55720-66648-HB;rechazado;2011-08-07
75506-56871-JN;rechazado;2004-03-19
70988-80242-FL;aprobado;2004-08-20
50918-90116-MI;rechazado;2013-05-19
89030-97858-IN;aprobado;2006-09-07
30116-14573-AD;rechazado;2018-11-17
68973-24976-AA;aprobado;1979-06-30
217-93611-OM;rechazado;2012-08-21
40688-91568-EE;rechazado;1978-06-26
15553-64648-OI;rechazado;2018-05-19
39038-29527-EO;rechazado;2017-09-15
47883-10873-BF;rechazado;2005-11-02
9311-80054-MG;rechazado;1995-04-30
40392-49592-NF;rechazado;2011-05-23
73653-62813-AM;rechazado;2016-11-21
84706-35385-HK;rechazado;2002-10-07
97592-99617-MO;aprobado;2010-02-01
40543-502-LM;rechazado;2012-10-26
22820-53905-ND;rechazado;2018-11-19
28089-22722-EB;rechazado;2010-08-10
391-69306-DM;aprobado;2017-04-10
18976-22984-BA;aprobado;2017-12-03
29648-58080-IM;aprobado;2006-06-24
64479-34596-HK;rechazado;2011-12-09
16991-81415-JO;aprobado;2003-07-16
49442-57536-FL;aprobado;2008-11-01
93376-65957-IM;aprobado;2019-06-12
37127-10148-BK;aprobado;2008-07-26
78797-40125-IE;rechazado;2019-03-18
58887-43727-FG;aprobado;2016-08-15
28833-79414-HB;rechazado;2017-04-29
55871-55983-EH;rechazado;2019-03-24
71361-31577-NI;rechazado;2019-06-27
63296-72020-JB;rechazado;2005-08-20
15470-80744-EM;rechazado;2013-11-15
42588-88534-AB;aprobado;1994-08-12
18443-54064-FG;rechazado;2002-02-13
51900-62773-KF;rechazado;2001-04-12
34944-69277-EK;aprobado;1974-04-28
42285-11125-MD;rechazado;2018-10-12
78764-4166-LL;aprobado;2017-06-20
95247-62447-JH;aprobado;2014-04-05
30622-25540-KH;aprobado;2000-10-08
11063-46931-LL;rechazado;2017-12-11
94617-31038-BB;aprobado;2003-04-01
25494-66992-BB;rechazado;2016-06-07
53420-69984-OI;aprobado;2013-11-02
25145-96499-OF;aprobado;2019-08-05
24789-67758-ME;aprobado;2013-01-20
86680-89886-BB;rechazado;2013-08-30
76039-28254-BM;rechazado;2007-10-28
35779-47604-OB;rechazado;2001-03-08
804-16181-JB;aprobado;2008-04-28
65712-14821-EK;aprobado;2003-01-29
41888-28024-MG;rechazado;2005-10-07
36067-3859-MF;aprobado;2016-08-12
21519-85099-IB;rechazado;2018-12-12
78719-14307-GL;rechazado;2017-11-07
7080-74782-NG;rechazado;2017-11-12
94217-79996-BJ;aprobado;2019-02-01
92119-50689-HK;aprobado;2016-05-13
88637-46885-LB;aprobado;2015-11-26
71807-44618-MF;rechazado;2012-01-26
65859-70365-MM;rechazado;2016-01-20
63920-57437-JA;aprobado;2019-04-25
24284-84393-LJ;aprobado;2014-09-30
39270-50138-AO;aprobado;2019-05-25
44612-18210-AM;aprobado;2005-05-03
37550-26013-JE;aprobado;2018-11-23
51605-82541-EF;rechazado;2016-04-05
40080-7232-KD;aprobado;2019-03-16
14748-61791-BH;aprobado;2017-07-29
89560-94803-DE;rechazado;1979-08-31
83786-7105-OG;aprobado;2015-01-26
94752-31417-ID;rechazado;2007-05-07
23415-5709-FL;rechazado;1997-06-30
96322-56977-HO;rechazado;2003-05-04
69736-73594-IF;rechazado;1988-08-10
94849-17403-OO;aprobado;2019-02-15
47233-34691-OD;aprobado;2010-07-15
79906-40236-LG;rechazado;2019-08-07
13539-47942-KB;aprobado;2018-03-13
35949-27765-NJ;rechazado;2011-03-06
29065-14697-DG;rechazado;1986-01-31
51545-38035-JL;aprobado;1978-03-20
8376-54308-ID;aprobado;2009-09-11
61679-59702-ML;rechazado;2018-05-10
10061-79089-JB;aprobado;2018-01-24
70458-85263-HB;rechazado;2016-09-21
70064-96093-GF;rechazado;2019-03-08
20161-73192-HL;rechazado;2017-12-30
97029-19084-OJ;rechazado;2017-05-19
67713-85225-FJ;rechazado;1992-07-08
36662-53789-HH;aprobado;2017-05-17
18708-65719-II;aprobado;2017-12-24
16699-24813-BM;rechazado;2019-02-21
40757-30742-NH;rechazado;2016-10-26
78312-50660-JG;aprobado;2015-09-13
81425-85215-MH;rechazado;2011-09-06
79958-76306-LB;rechazado;2019-08-06
71179-75602-KH;rechazado;2002-09-09
54220-56968-NI;aprobado;2014-01-23
64409-46513-KH;rechazado;2017-08-19
7339-85632-BO;rechazado;2014-08-31
6737-424-AB;aprobado;2013-07-09
79995-16662-EM;aprobado;2018-12-09
73199-23782-KA;aprobado;2014-05-31
29287-87275-MM;rechazado;1974-03-07
55438-47799-EA;aprobado;2000-10-27
86068-74303-HL;rechazado;2016-11-06
98823-17367-IB;rechazado;2018-07-02
17780-76930-IH;rechazado;2019-03-23
61145-19017-NH;aprobado;1987-05-04
21005-2025-HH;aprobado;2005-04-07
62008-40709-BJ;rechazado;2016-07-24
65717-29419-FE;rechazado;2018-04-13
56179-62118-DA;rechazado;1982-08-23
90274-68229-HE;aprobado;1987-06-13
94047-76711-LL;aprobado;2016-12-03
25219-68095-IG;rechazado;2018-08-28
25422-99856-FB;rechazado;2012-08-11
76536-29586-AD;rechazado;2019-08-21
56651-20540-OK;rechazado;2017-07-10
31259-96686-FK;rechazado;1981-04-27
47155-96518-EE;aprobado;2009-01-27
69366-60969-EB;aprobado;2018-12-10
27507-14498-BJ;aprobado;2011-09-17
70620-37165-II;aprobado;2019-05-21
55833-34631-AD;aprobado;2018-04-03
54620-80776-GO;aprobado;2017-02-12
77637-30538-GF;aprobado;2015-10-29
96310-5952-KJ;rechazado;2017-12-25
47311-60536-DK;aprobado;2018-11-30
87450-15099-JL;aprobado;2011-07-25
82542-77686-NN;rechazado;1996-09-29
44829-50712-MA;rechazado;2002-09-03
1856-75337-MN;aprobado;1956-07-22
73966-13800-OG;rechazado;2016-10-08
87444-66941-FF;aprobado;2005-06-29
37000-77108-KD;rechazado;2010-06-07
96914-94610-ID;rechazado;2019-08-08
10225-53559-FO;rechazado;2015-03-07
27066-95252-HM;aprobado;2008-05-25
319-92100-MI;rechazado;1995-06-11
26699-11238-BN;rechazado;1977-09-26
1439-73975-BO;rechazado;2018-08-25
14091-36612-MG;rechazado;2010-07-12
22294-35106-JN;rechazado;1990-10-10
22579-71301-KM;rechazado;2012-07-08
63600-50703-JG;rechazado;2012-04-24
84495-15415-KK;rechazado;2019-03-09
16123-17886-DG;aprobado;2016-11-24
37430-56916-AG;rechazado;2019-04-28
63884-41101-KN;rechazado;2010-03-23
13720-5126-EB;aprobado;2011-03-01
85086-51718-HE;aprobado;1990-08-23
61082-76740-EI;aprobado;2019-01-13
11026-70803-KL;rechazado;2019-08-14
83632-97993-LB;rechazado;2019-06-07
51505-62261-HB;aprobado;1999-09-01
98652-62449-LF;aprobado;2003-04-08
91391-49925-IE;aprobado;2014-05-02
26711-31509-HK;aprobado;2017-07-06
53577-64350-OG;rechazado;2016-12-17
48594-32156-HL;rechazado;2005-02-09
86384-55972-NK;rechazado;2008-11-01
50932-68162-FA;rechazado;2007-11-23
3610-78547-OO;aprobado;2011-05-20
10282-1491-KD;rechazado;2019-07-25
73252-5310-HG;aprobado;2009-01-11
44308-28043-JD;aprobado;2016-08-03
73368-33754-LB;rechazado;2012-09-03
56507-21594-HK;aprobado;2009-09-14
28970-71534-DD;rechazado;2008-11-23
5642-42023-GJ;rechazado;2016-01-20
49948-31212-DB;rechazado;2002-06-21
59030-26758-JK;aprobado;2018-06-14
97209-48252-BL;aprobado;2009-08-31
20303-60034-IB;rechazado;1998-11-06
62496-48465-HN;aprobado;2018-01-07
32772-45607-II;aprobado;2014-01-21
67391-97549-AA;rechazado;2017-12-16
67054-70302-LF;aprobado;2019-07-14
22030-43978-GG;rechazado;2012-04-17
22153-59960-LJ;rechazado;2010-12-04
43840-89861-KK;rechazado;2012-07-29
56520-83331-BO;aprobado;2019-08-29
72382-8489-BN;rechazado;1992-10-16
33769-39113-FA;aprobado;2003-06-20
57954-43856-DL;rechazado;2006-02-22
17050-91357-AN;rechazado;2010-04-04
81775-67097-FE;rechazado;1994-11-30
93071-45261-HK;rechazado;2019-05-03
1737-39599-EA;aprobado;2007-04-01
99059-91019-DM;rechazado;2008-08-08
70672-70300-FE;aprobado;2018-10-23
25413-615-HL;rechazado;2017-04-15
78194-97920-BB;aprobado;2019-05-19
61545-23790-FA;aprobado;2015-03-15
24477-96319-EK;rechazado;2009-01-06
84188-35390-HG;aprobado;2006-12-17
72972-42557-FD;aprobado;1996-10-16
87396-11181-EM;aprobado;2018-07-05
87769-2073-BE;rechazado;2018-11-30
23260-29583-JB;rechazado;2013-12-29
86858-80315-BA;aprobado;1992-02-03
87873-59680-FK;rechazado;2007-05-22
53078-79268-DG;rechazado;2010-07-20
9522-9156-FB;aprobado;2019-01-30
65399-15474-KN;aprobado;2019-03-03
24083-92934-NL;aprobado;2008-02-15
50359-96917-HI;aprobado;2019-04-10
82060-90004-MO;aprobado;2007-09-06
21525-34053-JA;rechazado;1990-09-14
62525-76203-BA;aprobado;1979-09-21
61993-75239-LM;rechazado;2016-02-02
54717-45682-FE;rechazado;2015-04-16
13035-22123-FN;rechazado;2017-02-07
10575-60237-BJ;aprobado;2018-11-15
6882-8677-JN;aprobado;2016-11-25
1890-67426-HA;aprobado;2018-06-26
93556-85807-BA;rechazado;2015-12-12
65068-4169-EB;rechazado;2019-02-12
88809-30755-LD;aprobado;2015-09-01
78511-26120-LF;rechazado;2017-04-18
68402-13659-BG;aprobado;2018-04-16
71132-18672-HL;rechazado;2018-10-08
94461-38507-BK;aprobado;2007-07-17
68425-10215-AH;rechazado;2004-07-06
65682-12563-KA;rechazado;2019-07-31
24226-72258-DD;aprobado;2011-07-11
22047-65034-AD;rechazado;2016-03-10
87553-13943-FI;rechazado;1995-01-13
76381-57737-HH;rechazado;2016-02-09
67863-84591-LK;rechazado;2016-02-29
71736-33102-IF;aprobado;2018-07-11
5350-5653-AH;rechazado;2019-08-11
34175-10518-EK;aprobado;1998-09-16
21749-91616-GL;aprobado;2011-10-26
78413-30058-DJ;rechazado;1986-05-30
66681-55206-IK;rechazado;2019-02-23
23901-70992-MF;aprobado;1994-12-30
96798-69436-BK;rechazado;2018-12-05
65664-73550-AB;rechazado;1987-06-09
80904-89033-KF;rechazado;1988-10-14
78017-97939-EN;aprobado;2007-02-22
87750-21738-MA;aprobado;1983-03-28
97970-47080-BO;aprobado;2019-07-19
63126-48890-NM;aprobado;1997-08-17
78478-42701-MB;rechazado;2018-09-13
45565-98922-EO;rechazado;2011-05-16
47732-93246-HF;aprobado;2018-08-28
77975-19653-LF;aprobado;2002-09-19
24979-68833-BN;rechazado;2016-06-28
95328-48689-BM;rechazado;2011-07-29
82900-75967-IB;aprobado;1983-08-21
5411-53840-ME;rechazado;2017-12-24
50813-55342-LD;rechazado;1993-12-20
6615-38669-BG;rechazado;1997-05-31
38075-37629-LN;rechazado;1981-09-02
12732-37603-HK;aprobado;2017-11-02
41368-39926-BL;aprobado;2002-05-03
61289-92908-MG;rechazado;2018-02-24
64944-36818-DE;aprobado;2011-01-04
20545-16319-OG;rechazado;2017-05-28
6492-74492-BL;rechazado;2017-08-19
90181-14079-EE;aprobado;2013-04-05
28192-30002-AB;aprobado;1998-03-06
5637-70545-HL;rechazado;2019-01-19
6910-84736-MO;rechazado;2001-08-11
70237-92916-JD;aprobado;2018-01-30
28956-67634-MK;rechazado;2010-03-03
1077-13115-GI;aprobado;2019-03-10
37703-10736-AL;aprobado;2011-07-27
49185-18466-FB;rechazado;2013-01-04
80082-62779-NH;aprobado;2005-05-31
17236-12145-BB;rechazado;2019-01-22
30764-91566-GM;aprobado;1989-09-27
66535-42124-JL;aprobado;1967-08-07
37574-65471-MM;rechazado;2003-03-18
3852-56027-OD;aprobado;1993-03-27
73150-87176-DE;rechazado;1996-09-03
91310-57895-BA;rechazado;2016-11-07
44492-34025-MF;aprobado;2010-03-21
31156-56585-IF;aprobado;2013-07-23
70207-65347-MD;aprobado;2017-05-01
2126-98085-JK;rechazado;2017-03-03
88592-89116-MB;rechazado;1981-03-30
6804-81026-KN;rechazado;2016-10-10
94570-65005-BJ;rechazado;1994-12-12
70432-96384-GB;rechazado;2008-03-03
1128-23726-BO;aprobado;1988-04-30
76830-44286-FJ;aprobado;2018-04-15
74754-25252-LF;aprobado;1968-06-11
57269-84109-LB;rechazado;1995-10-23
62082-87199-KL;aprobado;2012-07-10
74459-45698-EE;rechazado;2011-08-02
4728-10426-LE;aprobado;2019-06-01
58577-61586-LL;aprobado;2019-05-08
54880-53653-IF;rechazado;2019-08-25
25386-99111-JK;aprobado;1989-08-07
3750-50412-LB;rechazado;2014-07-26
61679-9297-OH;rechazado;1979-06-02
43547-38999-JI;rechazado;2018-05-28
34413-2527-AA;aprobado;2011-08-06
58579-22286-MB;aprobado;2012-01-22
77361-78134-KF;rechazado;2015-05-25
8813-79020-JM;rechazado;2019-01-02
53176-76747-BB;rechazado;2006-03-17
39864-18540-GE;aprobado;2017-02-01
30026-85403-MJ;rechazado;2005-03-21
40076-38332-AK;rechazado;2019-01-30
6953-89399-NN;aprobado;2018-01-25
36655-71020-LD;aprobado;1997-05-28
58117-97965-KN;rechazado;1994-09-14
54458-47426-FD;rechazado;1994-10-05
81118-29705-OA;aprobado;2015-10-01
63313-14020-JA;rechazado;2011-02-18
6849-9973-JK;aprobado;2015-11-16
58394-76934-BN;rechazado;2004-07-19
28891-35120-JJ;aprobado;2018-09-19
3407-50564-HD;aprobado;2018-04-24
66806-6301-KE;rechazado;2013-04-24
65494-96710-LL;rechazado;2009-03-21
12816-59866-GM;aprobado;2017-03-20
48808-71181-NK;rechazado;1989-01-26
51251-76181-LM;aprobado;1993-07-02
9797-43871-JB;aprobado;2017-11-16
16331-37005-KG;aprobado;2013-04-29
87195-71522-DB;rechazado;2014-12-02
48823-10443-HA;aprobado;2003-03-08
12302-72128-KK;aprobado;1998-06-10
10796-53228-GA;aprobado;2018-05-06
44450-36843-BL;aprobado;2017-10-05
26614-67861-AH;rechazado;2013-09-22
42786-71805-JI;aprobado;2009-02-04
85395-90979-FA;rechazado;2016-12-23
87422-62070-GK;aprobado;2019-02-16
24583-65178-HA;aprobado;2019-08-25
99722-81044-BB;rechazado;2015-01-11
40522-38004-MI;rechazado;2017-11-20
85454-19663-BO;aprobado;2016-04-25
76008-26656-FJ;aprobado;2014-12-03
34136-59248-JL;rechazado;2012-11-17
69169-46407-NB;rechazado;2012-08-27
33304-86582-BL;aprobado;2019-02-22
44670-45003-GB;aprobado;2014-02-17
8653-96679-GK;rechazado;2003-06-12
27130-60719-EA;aprobado;2019-03-09
64902-23285-JB;aprobado;2009-02-16
67748-32472-DL;aprobado;1999-04-16
37542-36394-JO;rechazado;1985-03-12
20727-71116-MO;aprobado;2018-09-02
73860-37852-BB;aprobado;2019-07-22
34507-65409-EI;aprobado;2016-01-27
30860-43287-IL;rechazado;2019-01-21
20701-22946-FL;aprobado;2006-12-04
90616-64077-HN;aprobado;2019-08-05
6752-21725-OB;rechazado;2008-06-22
62394-27648-JE;rechazado;2019-01-11
7014-2596-AD;rechazado;2011-11-01
37900-78271-GM;aprobado;2007-10-02
75239-86685-GA;rechazado;2012-10-09
21755-4241-EG;aprobado;2017-10-20
38926-22710-BB;aprobado;2003-10-02
41311-13806-OG;rechazado;2016-11-21
44186-62226-NI;aprobado;2006-06-19
70095-54752-LB;aprobado;2016-10-10
35344-51957-DI;rechazado;2019-06-27
84709-73917-FL;aprobado;1992-10-18
32927-68640-LJ;rechazado;1995-04-20
78900-61650-BI;rechazado;2017-01-27
57190-29333-FO;aprobado;2008-03-11
56167-75185-MH;rechazado;2018-05-18
46732-28453-MI;rechazado;1988-05-30
19162-62992-IL;rechazado;2018-01-09
52753-78369-JK;rechazado;2017-05-15
94755-22781-LB;rechazado;2008-03-26
83597-22875-GI;aprobado;2018-03-24
88098-68014-IK;rechazado;2015-10-08
57693-85059-EM;rechazado;2017-06-20
52759-69415-JM;aprobado;2017-10-26
64027-37676-NM;rechazado;2014-11-13
6006-20336-BJ;rechazado;1979-02-06
8337-84507-OM;aprobado;2016-07-04
22839-67764-AL;rechazado;2012-10-01
94090-91044-MK;aprobado;1979-12-28
41177-27469-NI;rechazado;2017-10-18
63121-19011-MO;aprobado;2018-07-31
89405-27468-BL;aprobado;2018-04-28
73082-80784-AB;aprobado;2019-08-01
45794-98047-KI;rechazado;2014-06-15
20682-41206-NA;aprobado;1968-10-10
9907-96602-FO;aprobado;2017-11-26
41553-52381-KF;rechazado;2017-01-31
8148-68097-LJ;rechazado;2018-07-14
31764-22505-BG;rechazado;1999-05-05
92975-11742-DI;aprobado;2012-09-01
38303-43714-OA;aprobado;1995-05-08
46378-72706-BO;rechazado;2018-10-11
95629-87952-GB;rechazado;2001-06-13
54100-22250-FF;rechazado;2018-02-15
73961-5502-MM;rechazado;1994-06-08
52547-46663-OI;rechazado;2002-03-09
21202-50464-DA;aprobado;2003-01-24
69129-4525-OF;aprobado;2017-11-21
86179-43439-OI;aprobado;1997-02-05
24412-24214-AH;rechazado;2006-03-04
42255-23582-ID;aprobado;1991-08-02
83078-54025-FG;aprobado;2018-01-06
46997-34695-JA;rechazado;2016-04-13
46910-2014-LM;aprobado;2010-03-06
63090-69868-LI;aprobado;1999-07-08
70756-75752-OO;rechazado;2019-05-07
64538-14473-KL;rechazado;2018-11-29
60656-96389-BI;aprobado;2019-04-01
43197-2620-JL;aprobado;2002-04-12
51604-37504-DM;rechazado;2018-12-09
69237-63895-EK;aprobado;2009-09-09
39898-34487-AD;aprobado;2006-02-13
84926-3837-OO;rechazado;2019-05-29
12793-9146-KN;rechazado;2019-07-02
5141-95119-DM;aprobado;2019-08-02
34449-65862-BB;rechazado;2007-12-31
12108-11602-DB;rechazado;1992-06-10
10870-51750-LD;rechazado;2019-07-24
27174-71817-LK;rechazado;1985-07-26
28196-14586-BD;aprobado;2019-03-04
42762-3124-EA;rechazado;2012-11-30
19582-63991-DL;rechazado;2013-11-30
75812-18063-AH;aprobado;2018-01-06
49081-62560-IF;rechazado;2019-03-03
94873-92850-JJ;aprobado;2004-11-24
15521-94513-LH;rechazado;1970-10-20
49091-91209-NM;rechazado;2019-07-19
