numero,tipo_contenido,duracion
14098,spam,67
14100,audio,90
14103,imagenes,52
14108,spam,12
14109,spam,50
14110,imagenes,83
14113,spam,57
14115,imagenes,6
14117,audio,5
14120,spam,69
14121,audio,54
14125,video,41
14129,video,20
14132,spam,40
14135,imagenes,19
14137,imagenes,83
14138,spam,83
14142,video,66
14143,spam,74
14144,audio,62
14147,audio,47
14149,audio,57
14153,video,2
14158,video,36
14159,spam,14
14161,spam,10
14162,imagenes,85
14168,imagenes,43
14169,audio,80
14170,spam,30
14173,video,2
14174,audio,8
14179,imagenes,52
14180,video,25
14183,audio,41
14184,audio,79
14189,spam,11
14194,audio,50
14199,spam,72
14203,spam,6
14207,imagenes,83
14208,imagenes,26
14209,audio,61
14210,audio,23
14212,imagenes,39
14213,imagenes,14
14214,spam,47
14217,imagenes,48
14219,spam,79
14220,video,28
14223,spam,13
14224,imagenes,2
14226,imagenes,40
14230,spam,57
14232,video,32
14233,audio,67
14234,video,34
14235,spam,64
14236,audio,37
14237,video,75
14243,imagenes,29
14244,audio,56
14246,audio,71
14248,spam,10
14249,video,11
14250,spam,38
14255,audio,8
14257,spam,59
14258,audio,81
14261,spam,7
14265,imagenes,74
14266,imagenes,21
14268,video,42
14269,video,48
14270,imagenes,63
14271,audio,89
14272,spam,72
14275,audio,21
14277,audio,51
14284,audio,45
14286,audio,49
14287,spam,71
14292,imagenes,63
14294,audio,27
14296,spam,1
14300,video,10
14301,video,29
14302,spam,20
14304,video,43
14306,imagenes,89
14307,spam,13
14308,spam,51
14309,spam,1
14314,imagenes,86
14315,audio,41
14316,imagenes,1
14319,imagenes,78
14320,imagenes,90
14325,imagenes,54
14327,audio,32
14328,audio,77
14329,imagenes,80
14330,video,72
14333,video,74
14335,audio,72
14339,imagenes,12
14342,spam,73
14343,spam,12
14344,spam,55
14346,imagenes,76
14347,spam,33
14348,audio,81
14350,video,26
14353,audio,28
14354,video,19
14355,spam,3
14356,imagenes,63
14357,video,43
14358,imagenes,33
14359,imagenes,27
14362,imagenes,62
14363,spam,13
14364,audio,40
14365,video,55
14366,video,31
14370,spam,68
14371,audio,66
14372,video,73
14376,imagenes,23
14377,audio,46
14378,imagenes,78
14379,imagenes,48
14380,imagenes,57
14383,audio,86
14384,audio,22
14387,imagenes,38
14388,imagenes,36
14390,imagenes,15
14394,imagenes,2
14396,video,17
14397,spam,60
14398,spam,1
14399,spam,67
14400,audio,33
14401,imagenes,74
14404,spam,31
14405,imagenes,62
14407,audio,79
14409,audio,19
14410,spam,44
14412,audio,17
14415,spam,18
14417,video,7
14427,audio,5
14428,spam,73
14430,audio,46
14431,audio,16
14438,audio,52
14443,audio,85
14450,spam,42
14451,audio,42
14455,video,50
14456,video,12
14463,imagenes,55
14465,spam,64
14467,audio,62
14471,spam,24
14472,audio,49
14473,video,75
14474,audio,33
14475,video,76
14477,audio,52
14478,imagenes,53
14479,video,49
14480,spam,58
14485,imagenes,7
14486,spam,41
14487,audio,50
14489,audio,49
14490,spam,14
14492,imagenes,82
14493,spam,73
14494,imagenes,82
14495,video,62
14496,imagenes,9
14497,imagenes,86
14500,spam,15
14501,spam,61
14502,audio,7
14503,video,32
14504,video,16
14506,spam,21
14507,spam,54
14509,audio,12
14510,spam,86
14512,spam,11
14513,video,38
14514,spam,11
14516,imagenes,68
14517,video,62
14518,video,76
14519,audio,47
14521,video,3
14526,spam,23
14527,audio,58
14529,spam,21
14530,video,87
14535,spam,30
14536,imagenes,12
14537,video,18
14538,audio,35
14539,spam,49
14540,imagenes,71
14541,imagenes,53
14543,video,36
14545,video,2
14548,video,79
14551,audio,58
14552,video,50
14555,video,83
14556,imagenes,69
14557,video,70
14558,video,48
14559,spam,45
14567,spam,18
14568,imagenes,8
14570,audio,9
14571,audio,20
14574,spam,22
14575,imagenes,21
14577,video,16
14578,spam,21
14579,spam,41
14582,audio,21
14583,audio,78
14588,spam,70
14590,spam,59
14591,spam,11
14593,video,12
14596,imagenes,38
14597,video,30
14599,video,49
14602,video,27
14605,video,60
14606,audio,73
14607,audio,54
14608,audio,73
14610,audio,18
14611,audio,26
14612,video,68
14615,imagenes,15
14621,audio,84
14622,spam,69
14625,audio,69
14626,spam,48
14629,audio,63
14634,video,4
14635,spam,66
14639,spam,86
14641,audio,32
14642,spam,7
14646,spam,70
14650,imagenes,59
14655,imagenes,31
14656,audio,21
14658,imagenes,18
14661,imagenes,17
14663,spam,89
14664,audio,79
14665,video,80
14667,spam,17
14669,imagenes,44
14672,video,75
14673,spam,1
14675,video,18
14677,audio,39
14681,video,42
14683,imagenes,44
14684,video,87
14685,video,19
14688,imagenes,42
14689,audio,20
14690,video,88
14692,spam,68
14694,video,70
14696,spam,34
14699,imagenes,69
14700,audio,33
14702,audio,56
14705,audio,71
14707,video,14
14708,spam,84
14710,imagenes,6
14712,spam,58
14714,video,75
14716,imagenes,87
14720,spam,69
14721,audio,25
14722,audio,17
14724,imagenes,85
14731,imagenes,21
14736,video,57
14737,audio,16
14738,audio,23
14741,spam,22
14742,video,90
14743,audio,4
14745,imagenes,71
14746,video,36
14749,video,38
14750,imagenes,32
14753,spam,82
14754,imagenes,45
14757,imagenes,4
14758,imagenes,53
14759,audio,74
14761,audio,12
14762,video,71
14767,imagenes,8
14769,audio,12
14770,video,28
14772,imagenes,66
14773,audio,29
14777,spam,13
14779,video,32
14780,spam,43
14781,video,6
14786,spam,66
14788,video,86
14789,spam,49
14790,audio,26
14791,spam,73
14793,audio,68
14794,spam,30
14795,imagenes,68
14796,imagenes,38
14799,audio,19
14800,video,53
14802,imagenes,79
14804,video,74
14805,imagenes,8
14806,audio,79
14810,spam,1
14812,audio,4
14815,spam,26
14817,audio,72
14818,imagenes,43
14819,spam,25
14820,audio,47
14824,spam,80
14825,imagenes,19
14826,spam,17
14827,video,4
14830,audio,76
14831,spam,12
14832,spam,47
14833,spam,53
14834,spam,2
14837,audio,12
14840,imagenes,19
14841,video,39
14842,spam,16
14843,audio,55
14844,imagenes,90
14845,video,34
14847,video,75
14848,spam,40
14850,spam,23
14852,audio,2
14853,imagenes,68
14856,video,83
14857,spam,51
14858,spam,64
14859,video,46
14860,video,37
14862,spam,73
14863,video,88
14864,imagenes,24
14869,imagenes,17
14871,imagenes,63
14873,audio,46
14874,imagenes,44
14875,imagenes,5
14878,spam,21
14881,audio,18
14882,spam,34
14887,audio,89
14888,spam,48
14890,video,61
14893,audio,31
14894,imagenes,55
14896,audio,24
14897,video,8
14899,video,50
14902,audio,71
14904,audio,1
14906,video,47
14907,spam,51
14908,audio,77
14910,spam,72
14911,audio,50
14913,video,60
14914,spam,81
14915,imagenes,52
14918,audio,65
14919,video,34
14922,imagenes,48
14923,spam,75
14927,spam,23
14929,spam,50
14930,audio,48
14931,imagenes,84
14932,video,13
14934,imagenes,61
14935,imagenes,14
14936,spam,31
14938,spam,22
14941,imagenes,31
14945,audio,57
14948,spam,5
14949,imagenes,34
14955,audio,60
14956,video,69
14958,audio,21
14959,video,52
14960,video,35
14962,spam,23
14966,video,26
14969,imagenes,78
14973,imagenes,34
14974,imagenes,66
14976,spam,2
14977,spam,27
14980,audio,24
14981,audio,90
14982,spam,36
14985,imagenes,48
14987,video,41
14988,imagenes,67
14991,spam,82
14994,video,29
14995,video,82
14996,imagenes,52
14997,spam,80
14998,video,78
15000,spam,84
15007,imagenes,5
15012,spam,25
15015,imagenes,20
15018,audio,24
15020,video,3
15021,spam,27
15022,imagenes,5
15023,spam,36
15027,spam,21
15028,audio,76
15030,audio,57
15032,imagenes,65
15034,imagenes,28
15036,spam,81
15037,video,44
15038,spam,15
15039,audio,40
15040,video,8
15042,video,87
15043,audio,84
15045,imagenes,31
15047,audio,15
15048,video,86
15050,audio,18
15054,imagenes,16
15055,video,12
15056,spam,12
15057,video,44
15060,imagenes,75
15061,spam,27
15070,imagenes,59
15072,spam,58
15074,video,19
15075,spam,25
15081,video,52
15084,video,55
15088,spam,1
15091,video,31
15093,imagenes,54
15095,imagenes,30
15096,spam,66
15099,video,83
15100,audio,82
15102,imagenes,20
15104,imagenes,70
15105,audio,78
15113,spam,48
15114,imagenes,61
15115,spam,74
15117,spam,35
15119,spam,27
15121,spam,68
15122,spam,51
15124,spam,22
15126,imagenes,72
15132,video,35
15134,video,63
15137,imagenes,21
15138,audio,24
15139,spam,29
15140,imagenes,19
15141,spam,87
15144,video,6
15145,audio,43
15146,spam,55
15147,video,7
15148,video,3
15150,video,69
15151,video,3
15153,imagenes,72
15154,imagenes,80
15155,imagenes,15
15156,spam,56
15158,spam,70
15160,video,65
15163,spam,88
15165,imagenes,40
15167,imagenes,61
15168,video,23
15170,audio,30
15171,imagenes,12
15175,video,80
15177,spam,76
15178,video,34
15182,video,53
15185,spam,88
15186,imagenes,71
15187,audio,16
15197,audio,31
15198,imagenes,52
15202,spam,53
15204,video,85
15205,imagenes,9
15206,spam,60
15209,spam,58
15210,audio,53
15212,video,44
15213,audio,22
15215,imagenes,47
15216,video,11
15217,spam,37
15220,spam,12
15221,video,17
15222,video,2
15225,spam,9
15226,video,4
15227,audio,8
15228,imagenes,90
15232,video,4
15233,audio,44
15234,audio,74
15236,spam,30
15237,video,41
15241,spam,41
15242,video,22
15243,spam,23
15250,imagenes,55
15251,spam,38
15252,audio,41
15254,video,87
15255,imagenes,35
15262,spam,23
15263,audio,32
15266,imagenes,63
15269,spam,77
15270,imagenes,58
15273,video,88
15274,spam,13
15275,imagenes,83
15276,spam,41
15277,imagenes,6
15278,video,36
15281,spam,48
15282,audio,10
15284,spam,27
15287,audio,65
15288,audio,45
15289,video,52
15294,audio,56
15296,spam,81
15298,spam,89
15299,spam,82
15300,audio,60
15303,audio,24
15304,imagenes,46
15311,video,45
15312,imagenes,42
15314,video,70
15317,imagenes,20
15318,audio,68
15321,audio,65
15322,spam,49
15324,spam,47
15327,imagenes,29
15328,video,72
15329,audio,44
15330,spam,11
15332,spam,55
15334,video,44
15335,spam,35
15336,imagenes,4
15341,imagenes,66
15342,imagenes,46
15343,audio,46
15345,audio,11
15346,spam,38
15347,spam,88
15355,imagenes,57
15356,audio,34
15358,spam,82
15359,video,72
15360,audio,6
15362,video,32
15363,imagenes,20
15364,audio,80
15365,spam,52
15366,imagenes,79
15367,imagenes,46
15368,audio,7
15369,imagenes,41
15370,spam,90
15371,spam,76
15372,video,79
15373,audio,72
15374,imagenes,90
15377,imagenes,64
15378,imagenes,60
15380,spam,16
15382,imagenes,17
15384,imagenes,49
15385,audio,51
15387,video,41
15389,spam,5
15393,audio,25
15394,spam,43
15397,audio,78
15399,spam,62
15400,spam,52
15403,spam,16
15404,video,27
15408,imagenes,12
15411,video,84
15412,audio,3
15415,spam,52
15419,audio,47
15420,imagenes,90
15421,spam,73
15422,audio,4
15424,audio,27
15429,audio,34
15430,imagenes,29
15432,audio,59
15433,video,39
15436,video,11
15438,spam,57
15441,video,13
15443,video,62
15444,video,13
15445,audio,69
15447,audio,22
15448,video,49
15449,audio,13
15454,audio,51
15455,imagenes,81
15458,imagenes,32
15461,imagenes,70
15463,spam,57
15464,audio,9
15465,spam,68
15467,spam,81
15468,video,85
15472,imagenes,1
15474,imagenes,30
15478,video,7
15479,audio,37
15480,video,27
15482,spam,82
15485,video,31
15486,audio,13
15487,audio,42
15488,video,2
15489,video,41
15492,spam,79
15495,video,38
15496,video,22
15501,audio,84
15502,audio,74
15505,video,88
15506,imagenes,49
15507,video,56
15508,audio,43
15509,imagenes,13
15515,audio,16
15516,spam,58
15518,audio,76
15519,video,23
15523,spam,76
15524,spam,20
15528,spam,11
15529,video,56
15534,spam,36
15537,spam,86
15538,imagenes,9
15539,video,10
15540,audio,53
15543,audio,68
15544,spam,4
15546,video,36
15547,spam,29
15551,audio,50
15553,video,21
15554,audio,23
15556,imagenes,14
15560,video,44
15561,video,71
15568,video,87
15570,imagenes,72
15571,imagenes,45
15574,video,81
15576,audio,11
15577,spam,85
15578,audio,60
15579,imagenes,59
15580,spam,52
15581,video,42
15582,imagenes,23
15583,video,84
15584,imagenes,9
15588,audio,18
15589,spam,85
15590,video,57
15591,spam,73
15592,video,81
15597,audio,31
15603,imagenes,84
15604,audio,24
15608,audio,75
15609,video,38
15610,audio,71
15613,imagenes,84
15614,audio,73
15616,audio,82
15617,video,34
15618,imagenes,55
15621,imagenes,62
15622,spam,77
15623,imagenes,58
15624,spam,41
15625,imagenes,67
15627,imagenes,36
15628,audio,25
15629,imagenes,83
15630,audio,67
15632,video,50
15633,video,10
15634,spam,32
15636,imagenes,81
15640,video,68
15641,spam,1
15649,imagenes,23
15650,spam,18
15651,spam,75
15657,spam,52
15665,audio,46
15666,imagenes,9
15668,video,30
15669,imagenes,21
15670,audio,59
15671,spam,46
15674,audio,54
15675,audio,24
15677,audio,57
15683,audio,32
15684,imagenes,16
15685,spam,62
15689,audio,21
15691,imagenes,74
15692,video,22
15697,spam,51
15699,spam,66
15700,audio,31
15701,imagenes,85
15703,spam,37
15704,spam,19
15705,audio,43
15708,spam,87
15709,spam,52
15710,spam,39
15711,spam,10
15714,imagenes,4
15715,audio,81
15719,imagenes,25
15724,audio,33
15726,audio,58
15733,video,5
15737,audio,68
15738,video,54
15739,audio,15
15741,video,28
15742,imagenes,58
15745,audio,39
15747,imagenes,82
15748,spam,88
15750,audio,53
15752,audio,59
15754,video,72
15755,video,90
15756,spam,48
15757,video,51
15758,video,57
15759,imagenes,23
15760,spam,60
15763,spam,20
15765,imagenes,88
15770,video,81
15771,video,54
15772,imagenes,19
15776,audio,7
15779,imagenes,7
15782,audio,47
15783,spam,25
15784,spam,51
15786,spam,44
15788,spam,50
15793,video,26
15795,video,75
15798,video,12
15800,imagenes,52
15801,audio,20
15803,audio,57
15804,video,56
15805,imagenes,45
15808,spam,22
15811,audio,46
15816,audio,52
15819,imagenes,10
15822,imagenes,59
15823,spam,83
15827,imagenes,71
15828,spam,66
15830,audio,63
15831,video,28
15832,audio,15
15833,spam,47
15834,video,79
15836,spam,82
15841,audio,43
15842,imagenes,46
15843,video,60
15844,video,11
15847,audio,39
15851,audio,76
15852,spam,90
15853,spam,64
15855,spam,71
15856,video,57
15858,video,86
15861,spam,54
15863,video,50
15864,video,43
15866,imagenes,2
15867,imagenes,19
15868,spam,49
15873,video,69
15874,video,17
15875,imagenes,6
15876,video,78
15877,spam,13
15879,audio,66
15881,spam,34
15882,imagenes,51
15884,spam,71
15885,video,5
15889,imagenes,32
15891,spam,45
15893,spam,6
15894,video,18
15897,spam,2
15898,audio,4
15901,audio,13
15902,imagenes,55
15903,imagenes,64
15906,audio,83
15907,imagenes,2
15909,audio,3
15913,video,36
15914,audio,12
15917,video,17
15924,audio,60
15925,spam,62
15926,audio,86
15928,spam,41
15929,imagenes,66
15931,audio,11
15933,video,59
15934,audio,69
15936,spam,9
15938,video,66
15941,audio,41
15946,imagenes,9
15947,imagenes,53
15948,video,38
15949,imagenes,52
15950,imagenes,50
15951,imagenes,43
15953,spam,55
15955,video,42
15958,audio,9
15960,video,64
15961,video,19
15962,imagenes,50
15965,audio,21
15968,video,20
15970,imagenes,57
15972,audio,18
15973,spam,73
15977,audio,22
15981,video,80
15983,spam,65
15984,spam,84
15987,spam,55
15991,audio,1
15992,spam,89
15994,audio,30
15995,audio,24
16000,video,85
16003,imagenes,6
16004,imagenes,28
16007,video,38
16009,video,34
16010,video,84
16011,spam,62
16016,spam,58
16023,spam,66
16026,spam,87
16028,audio,57
16030,imagenes,29
16031,spam,46
16036,imagenes,16
16037,video,73
16039,audio,53
16040,video,39
16041,spam,81
16043,imagenes,64
16045,spam,42
16046,audio,67
16052,video,32
16053,video,86
16056,imagenes,66
16059,video,1
16064,video,43
16066,audio,90
16067,spam,59
16068,imagenes,29
16069,spam,84
16072,audio,32
16073,spam,10
16075,video,11
16076,spam,61
16077,imagenes,85
16078,video,14
16079,imagenes,31
16080,video,77
16084,spam,44
16085,audio,63
16087,audio,80
16088,imagenes,36
16091,video,53
16092,video,11
16093,audio,87
16095,audio,64
16096,audio,44
16098,audio,29
16101,audio,5
16102,spam,56
16105,audio,80
16109,audio,9
16110,spam,42
16112,spam,18
16113,imagenes,15
16114,audio,60
16116,spam,83
16117,spam,71
16122,spam,16
16129,spam,55
16132,audio,24
16133,spam,66
16135,audio,27
16136,imagenes,52
16138,video,1
16148,spam,25
16149,video,40
16153,audio,63
16158,video,38
16160,spam,66
16161,spam,59
16162,spam,27
16165,imagenes,63
16166,imagenes,41
16167,spam,44
16168,audio,49
16169,imagenes,71
16170,video,77
16174,spam,69
16175,video,26
16178,imagenes,61
16179,video,74
16180,audio,44
16181,audio,3
16192,spam,52
16194,imagenes,5
16196,audio,35
16199,spam,64
16200,video,73
16209,spam,86
16210,audio,51
16215,video,2
16216,spam,32
16217,imagenes,70
16220,video,69
16221,imagenes,39
16222,spam,87
16223,audio,59
16224,spam,59
16227,audio,26
16228,video,87
16229,imagenes,75
16230,spam,74
16232,spam,67
16233,audio,49
16234,audio,25
16235,spam,54
16236,spam,32
16240,video,4
16241,imagenes,85
16248,audio,16
16249,video,63
16254,spam,31
16255,audio,22
16257,audio,22
16258,audio,29
16259,audio,30
16263,imagenes,41
16266,video,14
16267,spam,37
16275,spam,41
16276,audio,68
16281,audio,24
16282,spam,4
16284,video,32
16286,audio,88
16287,imagenes,82
16288,video,1
16290,spam,60
16292,spam,11
16294,audio,33
16295,audio,42
16299,imagenes,7
16302,video,7
16303,spam,76
16305,spam,82
16306,audio,52
16308,imagenes,79
16311,audio,82
16312,video,18
16313,video,73
16316,spam,6
16317,audio,11
16319,imagenes,30
16320,imagenes,40
16321,imagenes,46
16323,audio,43
16325,audio,80
16326,audio,85
16327,spam,17
16328,imagenes,5
16329,audio,36
16330,audio,11
16331,video,15
16337,audio,36
16343,spam,19
16344,imagenes,3
16345,imagenes,76
16346,video,54
16350,audio,19
16351,audio,70
16352,imagenes,18
16354,audio,16
16358,spam,73
16359,audio,38
16360,video,33
16361,spam,24
16362,audio,37
16364,video,83
16368,video,89
16369,video,65
16370,video,40
16371,imagenes,80
16372,spam,50
16375,imagenes,24
16377,video,7
16378,video,62
16381,spam,39
16383,spam,82
16385,spam,27
16386,audio,47
16389,video,21
16392,video,70
16394,spam,19
16395,imagenes,20
16397,video,65
16398,video,10
16399,spam,11
16401,audio,7
16402,spam,8
16403,video,42
16404,audio,2
16406,imagenes,10
16408,audio,83
16409,imagenes,25
16411,spam,90
16415,spam,7
16418,imagenes,1
16419,spam,4
16421,imagenes,55
16424,audio,29
16425,video,17
16429,audio,76
16431,spam,76
16433,imagenes,53
16434,audio,17
16441,imagenes,3
16442,audio,22
16443,imagenes,83
16444,video,51
16445,video,62
16446,imagenes,23
16448,spam,6
16450,video,23
16451,audio,72
16454,imagenes,21
16457,imagenes,9
16458,audio,11
16459,imagenes,43
16460,audio,62
16467,audio,18
16471,spam,72
16472,imagenes,52
16473,spam,89
16474,audio,16
16476,audio,58
16477,spam,9
16478,spam,36
16479,imagenes,76
16480,imagenes,72
16482,imagenes,15
16484,spam,35
16485,audio,7
16488,audio,20
16489,spam,35
16491,video,89
16494,audio,22
16495,audio,72
16496,spam,56
16497,video,87
16500,imagenes,11
16503,video,55
16505,imagenes,38
16506,imagenes,64
16512,spam,39
16514,video,51
16516,audio,38
16517,video,82
16518,imagenes,13
16519,spam,77
16520,audio,31
16521,video,67
16522,video,65
16523,spam,21
16524,audio,70
16527,imagenes,49
16528,imagenes,82
16530,video,45
16532,imagenes,27
16533,spam,73
16536,imagenes,11
16538,imagenes,46
16539,spam,40
16542,video,60
16543,audio,81
16544,spam,4
16545,audio,85
16547,audio,16
16548,audio,3
16551,imagenes,28
16553,audio,80
16554,audio,21
16555,imagenes,82
16556,spam,84
16557,video,80
16559,audio,10
16560,spam,70
16565,video,54
16567,spam,43
16568,audio,32
16569,audio,68
16571,spam,11
16574,spam,26
16577,video,53
16579,audio,57
16584,spam,19
16585,imagenes,13
16586,imagenes,49
16587,imagenes,82
16588,audio,68
16589,spam,67
16590,audio,34
16591,audio,35
16592,video,51
16593,imagenes,35
16602,video,74
16604,video,14
16610,audio,12
16611,imagenes,74
16613,spam,46
16614,video,89
16616,spam,55
16617,imagenes,69
16619,spam,54
16620,audio,52
16621,imagenes,87
16623,audio,22
16624,imagenes,74
16625,imagenes,77
16626,spam,5
16628,audio,83
16632,video,87
16634,imagenes,63
16635,audio,81
16636,video,37
16638,imagenes,31
16639,imagenes,58
16640,imagenes,46
16642,spam,68
16645,spam,38
16646,video,57
16647,imagenes,6
16648,spam,41
16649,imagenes,72
16651,audio,6
16652,imagenes,40
16654,audio,84
16655,audio,70
16658,audio,67
16659,video,78
16661,imagenes,14
16664,spam,21
16667,audio,25
16668,imagenes,20
16670,audio,48
16673,audio,59
16674,audio,42
16677,audio,12
16680,imagenes,86
16681,audio,88
16683,audio,36
16686,imagenes,81
16689,video,72
16693,video,67
16694,spam,86
16695,video,41
16697,imagenes,39
16702,audio,48
16703,imagenes,56
16707,video,5
16708,spam,43
16711,video,22
16713,imagenes,11
16714,imagenes,63
16717,spam,66
16719,imagenes,35
16720,audio,26
16721,video,23
16722,audio,88
16724,audio,88
16725,video,88
16727,video,51
16729,video,9
16730,video,35
16731,spam,29
16734,spam,53
16735,spam,30
16737,audio,5
16739,video,13
16740,imagenes,51
16743,imagenes,20
16744,video,8
16745,spam,4
16746,video,76
16748,spam,80
16752,video,26
16753,audio,18
16754,video,27
16756,video,28
16758,spam,24
16760,imagenes,32
16762,imagenes,56
16763,spam,48
16764,spam,21
16767,spam,62
16768,video,20
16769,imagenes,42
16771,imagenes,6
16772,spam,72
16775,audio,32
16776,video,79
16778,spam,57
16780,video,21
16782,audio,13
16784,video,81
16785,imagenes,44
16787,imagenes,30
16789,spam,4
16790,spam,26
16791,audio,59
16794,audio,64
16796,imagenes,82
16797,spam,6
16799,video,75
16800,imagenes,3
16801,imagenes,89
16802,audio,75
16810,audio,68
16812,video,71
16814,video,38
16819,imagenes,38
16820,video,43
16821,imagenes,60
16825,imagenes,50
16827,audio,19
16828,video,53
16829,audio,28
16830,audio,4
16833,imagenes,82
16837,audio,8
16838,imagenes,3
16839,video,73
16842,imagenes,77
16845,imagenes,40
16848,imagenes,9
16849,spam,25
16850,video,43
16851,imagenes,8
16853,audio,62
16856,audio,61
16860,spam,3
16862,video,14
16863,imagenes,54
16867,audio,17
16868,video,75
16871,imagenes,45
16873,video,68
16874,imagenes,27
16878,video,90
16880,audio,50
16882,spam,76
16885,video,64
16886,audio,9
16888,audio,12
16893,imagenes,41
16894,spam,56
16895,audio,64
16896,spam,86
16897,audio,80
16899,audio,78
16900,audio,25
16902,audio,19
16903,audio,89
16904,video,28
16907,audio,64
16909,imagenes,32
16913,audio,26
16916,imagenes,75
16919,audio,57
16921,imagenes,75
16923,audio,89
16924,audio,27
16925,spam,15
16927,spam,41
16928,spam,63
16929,imagenes,58
16932,spam,39
16933,spam,77
16935,spam,47
16947,imagenes,88
16949,spam,52
16951,audio,57
16952,audio,67
16954,spam,6
16955,video,12
16956,audio,22
16958,imagenes,45
16959,spam,63
16964,imagenes,49
16965,audio,81
16966,imagenes,60
16967,audio,14
16968,video,87
16970,imagenes,17
16971,spam,86
16972,imagenes,18
16973,video,55
16974,spam,19
16976,spam,16
16977,audio,24
16982,spam,35
16983,imagenes,17
16984,imagenes,80
16988,spam,84
16990,audio,18
16993,audio,81
16994,video,7
16995,audio,19
16996,spam,86
16998,video,9
16999,audio,1
17001,spam,18
17003,imagenes,82
17007,imagenes,81
17008,imagenes,41
17009,imagenes,85
17010,audio,38
17011,imagenes,6
17012,video,63
17020,audio,54
17022,imagenes,61
17023,imagenes,77
17025,imagenes,58
17027,spam,42
17029,audio,10
17030,imagenes,47
17032,spam,50
17033,spam,83
17036,spam,89
17041,imagenes,26
17042,imagenes,76
17043,audio,36
17047,video,1
17048,video,80
17049,imagenes,67
17052,video,43
17054,spam,87
17057,video,11
17060,imagenes,32
17061,audio,71
17062,imagenes,6
17064,spam,38
17066,spam,64
17069,video,3
17071,audio,37
17073,spam,34
17075,audio,78
17078,video,80
17079,audio,7
17081,spam,57
17082,spam,6
17083,spam,26
17084,video,45
17090,video,54
17091,spam,73
17092,video,49
17097,audio,45
17100,video,80
17102,imagenes,52
17104,video,82
17105,spam,33
17110,audio,8
17111,imagenes,81
17113,video,72
17116,spam,23
17118,imagenes,87
17120,spam,42
17124,imagenes,33
17127,video,32
17128,spam,60
17129,spam,67
17130,spam,87
17133,audio,68
17140,spam,12
17141,audio,58
17142,imagenes,77
17143,imagenes,11
17145,video,24
17146,audio,53
17147,audio,29
17149,video,70
17152,imagenes,48
17154,video,83
17156,audio,78
17162,audio,16
17164,audio,88
17165,video,18
17167,spam,58
17169,audio,23
17173,imagenes,21
17175,audio,78
17176,imagenes,57
17177,audio,6
17178,imagenes,84
17180,video,14
17185,imagenes,72
17187,video,49
17189,audio,38
17191,audio,61
17193,imagenes,29
17194,imagenes,53
17195,spam,34
17196,spam,25
17197,video,1
17198,audio,53
17205,imagenes,26
17207,video,51
17209,imagenes,33
17210,spam,13
17211,spam,58
17212,spam,40
17213,video,16
17215,video,65
17216,imagenes,10
17217,spam,42
17220,audio,81
17223,audio,48
17224,video,89
17225,spam,20
17226,audio,73
17230,audio,4
17234,imagenes,61
17235,audio,77
17236,video,64
17239,spam,30
17240,video,44
17247,imagenes,48
17248,video,30
17250,audio,4
17253,video,6
17254,imagenes,62
17255,spam,59
17259,spam,14
17260,spam,19
17262,spam,60
17264,video,60
17267,imagenes,68
17271,video,10
17272,spam,42
17277,spam,44
17278,audio,49
17282,imagenes,45
17284,audio,16
17286,audio,37
17288,imagenes,68
17294,video,79
17295,spam,24
17296,imagenes,8
17298,spam,13
17300,audio,8
17302,spam,73
17303,imagenes,7
17304,video,51
17306,video,59
17309,audio,8
17311,video,1
17312,audio,13
17316,audio,11
17322,imagenes,46
17323,imagenes,49
17324,audio,37
17327,imagenes,52
17328,spam,65
17335,audio,53
17336,audio,70
17341,imagenes,59
17344,spam,6
17345,video,67
17346,audio,17
17347,audio,60
17351,imagenes,27
17352,video,36
17355,imagenes,37
17356,spam,65
17357,audio,57
17358,imagenes,1
17359,audio,8
17361,spam,16
17363,imagenes,29
17364,spam,17
17365,video,58
17368,imagenes,53
17373,video,74
17376,spam,28
17378,spam,40
17385,spam,47
17386,spam,71
17387,spam,49
17389,spam,1
17394,audio,77
17395,spam,27
17396,video,73
17398,audio,56
17400,spam,29
17402,audio,11
17403,video,90
17404,spam,10
17405,audio,70
17408,audio,89
17409,spam,73
17412,spam,63
17414,spam,73
17416,video,61
17419,video,87
17421,imagenes,7
17423,video,12
17425,video,31
17431,spam,35
17432,audio,32
17435,spam,32
17436,spam,36
17437,spam,25
17439,video,12
17440,imagenes,87
17445,imagenes,83
17446,video,5
17448,imagenes,20
17452,spam,30
17454,video,81
17455,imagenes,56
17458,spam,14
17459,spam,79
17461,video,78
17462,spam,75
17464,audio,47
17465,video,42
17466,spam,78
17468,audio,4
17469,audio,77
17470,spam,39
17471,spam,72
17472,spam,16
17473,video,41
17474,spam,11
17476,spam,78
17477,imagenes,27
17478,imagenes,3
17479,imagenes,33
17480,video,21
17482,audio,54
17483,spam,67
17485,imagenes,14
17490,audio,65
17493,imagenes,30
17496,audio,84
17497,video,44
17498,spam,80
17499,spam,36
17501,audio,33
17502,imagenes,76
17503,spam,21
17508,imagenes,40
17512,spam,23
17517,imagenes,56
17521,imagenes,21
17524,video,50
17525,imagenes,77
17526,audio,90
17527,audio,84
17529,audio,84
17534,imagenes,36
17535,spam,55
17537,imagenes,34
17538,imagenes,54
17540,imagenes,10
17541,audio,83
17542,audio,84
17544,spam,14
17545,audio,68
17546,spam,81
17547,video,53
17554,video,15
17555,spam,59
