numero,fecha_dictamen
38788-41225-MM,2015-03-14
91831-62168-KD,2019-03-26
52249-36153-NM,2003-01-11
10237-38712-BG,2019-03-30
18737-64113-GK,2013-07-09
18149-98622-AF,2012-06-05
95588-93832-AF,2018-05-25
48991-40297-KE,2014-12-10
27876-98882-FG,1976-04-07
25841-29450-OA,2011-09-10
7649-52483-NB,2015-09-07
13757-66153-AF,2017-02-15
20021-61704-BF,1987-03-29
92624-74988-NB,1996-05-01
67325-91583-BM,2018-10-24
94594-72524-KH,2009-10-02
84932-80478-GN,1975-09-26
46965-6465-LN,2019-07-03
48347-30944-KA,2013-08-26
51268-9229-FH,2019-07-21
74322-42896-KL,2018-07-19
98016-35806-EK,1997-12-08
61994-25528-BL,1998-12-11
19976-99821-OB,2017-03-19
36862-41730-ON,1989-05-07
64331-13995-JJ,2015-06-29
26392-873-ND,2009-09-17
79945-39987-FN,2014-08-10
78487-65678-JM,2019-08-30
22578-95660-IK,2000-07-07
17279-98344-NG,2017-11-02
39684-21218-KM,2019-04-13
66850-57376-ID,2014-05-20
25579-84294-EJ,2004-08-24
82206-3959-KJ,2018-09-24
49420-25473-GL,2012-12-02
65375-59998-LO,2018-12-20
59401-1077-NB,2019-08-16
36760-22604-MF,2008-12-24
54261-19312-AD,2007-04-19
55702-87697-KD,2019-08-30
33601-29677-MF,2014-12-21
10112-6770-BB,1996-05-29
41862-10236-ED,2018-05-08
56167-12902-BB,2009-08-30
31442-12709-BF,2001-02-07
91820-17549-ND,2015-07-04
75091-32255-HG,2018-06-13
66348-36052-EJ,2019-03-27
26219-23702-GA,2014-10-03
54893-36680-MN,2016-06-22
9661-60991-BE,2014-03-03
60999-34001-AJ,2017-07-17
66758-16511-KA,2016-06-10
44484-40516-IB,2018-11-07
39890-50092-MM,2018-05-13
97214-5094-EI,2013-12-13
44391-4588-MD,2013-03-18
27359-9581-KM,2016-07-27
45436-25770-ON,2019-06-10
37899-69575-JE,1974-01-08
2785-14264-BG,2003-07-09
72602-7867-FO,2017-09-26
85504-5039-ED,2018-02-07
96253-80323-MJ,2008-05-30
3103-13348-LE,2012-08-02
55282-51471-OJ,2018-08-30
67261-57290-JF,2016-09-24
735-20118-AH,2003-01-19
71089-34867-BK,1994-04-24
14140-1444-BF,2019-06-19
90364-68297-EB,2011-02-13
22503-96649-FF,2014-05-30
5980-26906-JH,2007-11-28
22091-72963-LB,2002-01-25
12413-75154-BA,1992-11-15
78619-65867-HI,2004-07-21
60927-29692-GK,2018-03-16
2382-35823-JB,2013-09-22
77686-36978-FO,2015-01-19
66841-32208-JI,2019-08-19
74833-4506-FK,2016-05-27
51777-6597-OI,2010-09-20
93991-78591-GN,2019-03-02
97405-45448-BI,2019-05-16
3881-57828-BF,1980-11-20
7674-13746-HB,2015-09-17
716-54204-KG,2019-08-23
66606-92764-EH,1983-09-19
60396-60938-KB,2011-10-22
36589-88267-BJ,2012-02-14
87622-14098-II,2019-02-05
19790-12044-LG,2017-05-02
99251-208-LL,1998-05-11
53076-51397-MD,2008-09-25
39690-62305-JH,2018-09-25
26551-95521-IH,2002-02-01
4345-22855-ID,2000-10-03
69856-72732-EI,2019-04-24
54280-94756-OB,2010-02-16
7004-94417-DE,1999-02-21
9512-61003-BI,2018-02-28
85588-82349-EM,2018-02-24
99292-70610-EJ,2019-08-30
87830-38253-LH,2016-05-11
99780-41663-JN,2018-11-16
25819-75243-IN,2015-07-28
37157-808-BA,2019-08-30
33990-65187-LB,2005-06-29
60674-93852-GL,2019-08-02
42003-13826-EH,2013-10-08
84458-92602-HL,2019-07-14
61264-59940-FH,2014-01-02
45628-66772-BK,2000-07-26
5677-16282-JA,2011-02-21
5225-64518-EN,2016-02-28
89098-70669-AF,2015-04-26
70556-81099-NA,1985-08-19
75446-35572-FB,2099-05-02
48168-6529-MD,2017-08-21
68990-5275-OL,2012-07-27
55455-46956-IH,2019-07-06
72383-17532-ON,2002-04-10
39366-30254-KB,2006-10-03
17055-27568-BO,2018-10-05
43312-11371-BA,2009-10-21
64399-43000-FA,2018-02-12
153-10088-AD,2018-11-03
15720-74739-FJ,2001-12-10
40356-61401-BL,2015-09-02
19939-59885-DB,2017-11-10
82897-9942-BK,2018-07-21
97952-14786-DI,2017-07-28
47491-46884-LB,1994-09-23
43553-82493-KD,2010-01-05
38666-93798-DL,2019-08-28
73106-64343-BD,1973-07-15
57266-54779-AF,2018-10-25
83941-65010-AA,2012-07-14
19581-23680-FI,2017-12-19
79136-17985-NF,2006-08-10
16784-92938-BA,1998-12-20
6660-6455-AB,1993-06-18
12975-17206-AK,2004-06-02
92422-59669-EH,2006-04-18
23447-91181-FI,2007-03-03
72179-20709-KK,2012-03-24
70076-4028-IJ,2016-10-13
73727-80549-DN,2019-05-09
82360-15262-ME,2013-07-06
18143-68222-HA,1998-03-23
35633-31507-OH,2014-01-11
19109-77748-DK,2019-02-24
1744-67629-JB,2007-03-12
91082-27460-AH,2099-02-07
27185-79030-FB,2019-05-10
59136-67808-NJ,2002-09-25
2445-12486-ND,2018-11-07
69952-51955-KG,2002-05-05
70822-55300-AB,2003-07-10
45980-65561-NO,2007-11-02
95357-91036-EI,2014-03-30
75313-44017-FF,2016-10-24
16015-18169-GF,1994-05-15
82172-21112-BL,1974-08-03
96239-38203-JN,2016-06-14
30813-63354-BF,1985-01-08
46404-47492-MD,2012-12-26
17151-18142-ML,1990-01-07
47420-31763-EK,2019-06-28
42590-94670-KB,2016-06-30
8150-12795-FA,2010-10-27
14562-66753-KJ,2007-10-14
48613-65452-MH,2000-09-27
7201-9502-EJ,2015-06-11
11138-47863-JB,2018-04-28
13017-97374-JM,2005-02-06
33096-44950-MG,1970-08-08
35192-5792-JD,2004-10-18
69524-58697-DD,2019-01-24
67334-78809-OA,2017-09-05
43435-25211-HM,1998-10-06
79232-43286-OI,2017-12-22
30266-6881-LN,2018-12-09
22706-39130-IO,2016-01-31
11979-85407-AN,2019-04-13
21900-54416-ON,2019-04-11
34715-34041-GD,2015-03-16
96436-11686-JD,2019-04-05
65439-37132-OA,2017-04-04
47704-41537-AL,2018-01-23
12512-73801-AB,2019-08-10
18536-35339-NN,2006-02-01
44188-64885-BH,1993-07-17
8713-50870-BJ,2007-02-04
70709-91923-MK,2017-10-15
87013-88040-OG,2018-01-06
66704-31663-EM,2018-09-10
72307-29874-GI,2019-06-09
18732-82377-JJ,2000-10-04
98259-56194-AO,2016-11-09
40441-34112-IN,2017-10-28
99810-52294-EB,2017-05-18
49261-72131-MB,2019-07-25
21324-93505-AO,1994-04-17
64617-44900-BK,1990-06-06
71796-52097-BF,2013-03-28
90498-10778-BB,1996-10-09
57106-30025-BB,2019-04-16
52931-9133-BE,2016-12-21
53117-91109-AH,1984-10-03
66166-66369-BB,2016-05-12
98331-20468-BM,2019-01-20
21569-63014-IG,2012-01-08
64747-9598-DE,2014-06-28
36242-22509-EA,2002-03-11
31196-20202-FB,1997-08-13
80719-24560-AK,2018-01-31
15694-33756-KA,2019-05-30
70710-38687-IB,2018-02-16
54824-21799-BL,2018-03-21
37915-19996-IN,2014-09-20
12010-57449-LL,2014-09-26
63507-18423-FA,2019-05-22
11906-49329-EB,2014-12-18
545-99561-II,1987-12-16
68564-39234-EH,2006-06-17
75299-79037-AF,2018-05-12
51425-43112-IL,2009-12-28
41446-40903-JG,2016-02-07
94934-1646-HB,2018-04-10
19204-55283-IJ,2015-11-19
60546-146-BM,2008-02-06
90716-23574-BL,2017-08-30
18371-29495-NJ,2013-03-15
50683-46473-JI,2017-11-24
59339-83916-LF,2015-02-08
52700-8985-ON,2019-05-23
20724-52182-ND,2006-12-11
68993-4780-MJ,2019-07-24
41343-63131-JD,2013-12-11
61659-87709-HM,2009-11-19
60492-43072-EI,2015-09-24
57790-76991-MB,2017-01-12
34873-36118-OH,1998-03-02
37914-30229-DO,2018-06-29
25976-76819-FG,2019-05-31
98950-18220-MF,2014-12-10
69777-43709-JG,2019-03-03
66984-99749-KF,2015-04-09
78649-96171-FJ,1991-08-13
32446-64904-EA,2016-02-05
99681-10828-HH,2016-08-11
46701-26049-IG,2015-03-13
20748-92931-GH,2010-09-04
37824-36744-LE,2007-04-12
29169-75505-MN,2017-07-05
5872-56686-AH,2018-01-16
91130-26876-HN,1997-12-27
99289-90324-LG,2015-03-04
91119-70123-ID,2002-04-27
39938-95284-NM,2017-06-07
34633-65843-BF,2015-10-01
83200-67615-MB,2003-10-22
16704-7788-DM,1993-04-06
39481-15365-DO,2019-03-28
80905-63449-FD,2016-05-27
28506-54599-BJ,1993-02-09
67265-25958-EF,2010-05-15
43492-15383-NL,2019-03-10
89559-16950-OB,2016-10-14
59488-85792-HF,2017-05-03
22050-53525-AO,2017-07-30
27320-76848-JB,2015-04-02
5282-36518-KB,2016-08-06
33767-66832-OL,2014-10-18
42055-64660-MG,1981-05-10
82843-72721-KB,1994-12-19
7808-33420-MA,2019-05-03
19653-47974-BE,2019-06-23
44663-45015-KM,2019-07-28
76226-7926-LN,1995-04-17
70665-29267-OH,2019-05-23
8333-47506-EI,2003-07-05
49071-94302-EO,2011-09-18
678-16701-LM,2014-01-17
28694-22393-NA,2001-06-05
32903-64893-BH,2004-10-25
61707-22378-MD,2019-07-21
6103-54330-FI,2008-09-06
38858-6603-MD,2010-03-03
71878-63629-IB,1992-06-20
78634-56082-NL,2005-10-10
14528-8533-AN,1980-10-25
85575-34465-OB,2007-08-30
61099-9784-ON,2016-03-03
32708-5150-IM,2019-08-22
13994-69100-LF,2016-09-22
72995-19698-MN,2005-08-03
63694-4589-NI,1980-11-16
49583-20836-DB,2009-04-10
10987-31746-JD,1986-07-22
58144-2511-OF,2019-03-26
59232-59377-OB,2019-02-06
45590-45359-GL,2016-12-23
50816-26855-KO,2015-11-27
32674-71910-JB,2012-02-18
96068-75360-IE,2019-02-18
73022-88831-IF,2019-03-14
31122-86267-MD,2015-02-24
24973-6513-EJ,2017-01-08
67008-91679-JK,2006-03-28
86701-92253-DI,2019-01-08
71472-99740-HB,2018-10-05
4601-31914-AM,2016-01-02
30287-65021-IB,2014-04-17
12436-66547-LB,2015-08-24
63249-2275-HF,2017-07-17
53226-49131-BE,1985-12-22
23120-77099-AL,2008-11-07
67519-29075-BE,2012-01-17
57899-27246-JH,2017-10-16
78399-43350-LO,1999-05-27
14731-16122-FK,2018-03-03
18302-48536-IF,2016-09-24
85913-52184-GB,2014-11-13
57800-78046-AO,2015-03-16
91551-24520-OB,2007-10-27
13203-76001-ML,2009-02-12
59211-1255-BH,2018-03-08
52771-53920-NB,2017-10-09
54850-780-LK,2000-03-07
35755-79498-BG,2019-02-01
81568-49881-BJ,2017-04-24
27124-99969-MO,2017-04-24
60629-79272-HD,1994-04-05
27637-34397-IK,2013-07-08
68557-94596-IK,2019-04-04
18790-93943-BF,1972-08-24
56527-39277-KL,1992-09-26
46744-15633-GI,2015-09-27
76330-88757-HB,2007-08-17
36007-17428-GM,1963-10-20
38425-65360-JD,2017-07-10
36742-70301-LB,2017-01-29
65466-23670-GD,2000-08-07
46543-79532-ON,2018-06-29
39837-9787-BI,2019-07-17
46724-60610-GG,1994-04-02
7011-34225-LN,2009-03-25
65307-72111-IG,2003-08-11
87738-9382-MH,1999-12-17
96134-1068-OK,1992-12-26
53649-67265-JF,2011-12-30
15480-89667-MB,2016-07-18
47479-19440-AH,2012-02-21
89654-12933-LG,2019-07-28
77973-28036-MO,2010-01-02
78230-20897-OD,2019-04-14
2132-61514-EF,1977-12-08
3799-72963-OM,2016-07-23
37137-99821-NM,1981-09-22
177-77102-BA,2019-05-21
94943-77150-EB,2012-11-21
12934-92682-GG,2011-11-25
89177-59041-MK,2018-07-16
93823-40399-GM,2013-10-15
13398-60336-AF,2017-08-29
11370-46938-HO,2018-08-25
30547-43325-BN,2011-10-08
67409-98521-AN,2018-12-25
92257-45380-OK,2004-05-03
15922-74576-FK,2009-10-28
78212-95307-BB,2018-04-05
49480-49759-BG,2010-09-20
96722-87551-OI,2014-05-21
7304-44311-MF,2000-02-16
31433-19763-EA,2014-04-01
66517-31184-EL,2007-12-19
95065-83122-HB,2018-11-13
6085-67961-MI,2018-11-12
22598-92738-EF,2019-02-06
30643-37042-IK,2017-12-06
10516-7470-GH,1972-12-10
60701-52067-HA,1989-02-13
73938-8752-JM,2017-04-11
48073-68785-BB,2019-08-18
43185-36316-BL,2005-11-17
95376-63771-BD,2001-11-09
21237-14519-KK,2011-05-08
87957-98101-LB,2014-02-22
62942-18543-KF,2018-02-11
42704-78176-LN,2009-11-17
8082-93937-KK,2015-08-06
36574-90500-OF,2018-04-07
77408-92357-LE,2019-03-31
42068-45589-HA,2013-01-26
23657-27984-FF,2014-10-26
69587-2001-OH,2009-09-12
98960-78749-LM,1998-10-03
83337-77753-EF,2010-01-02
56436-99032-EB,2005-05-13
780-47906-EH,2002-03-09
84308-98559-KF,2010-05-15
58106-99968-AG,2018-01-14
2360-91410-LN,1994-01-30
4450-47980-GK,2009-07-22
24018-42196-OI,1972-04-21
86827-38101-HL,2013-01-30
51760-21791-KF,2005-03-25
18234-46985-BH,2008-06-26
15440-31824-FL,2010-05-14
3470-74392-AE,2015-12-14
48892-96093-BB,2016-12-25
10515-78531-FF,2016-11-30
90023-71746-NE,2003-04-28
61657-20043-JE,1986-01-10
81877-18607-EB,2001-07-17
6205-19468-MB,2018-10-03
42490-96946-BD,2018-02-08
94512-16368-HN,2015-12-13
15863-65697-ED,2018-11-18
16480-31178-EJ,2010-06-02
38556-38806-ML,1994-09-25
49209-37181-EG,2005-11-05
54376-77960-BK,2015-02-25
40366-96476-GL,2019-07-25
34329-68664-MF,2019-05-13
85694-68478-IO,1969-06-15
61599-68164-KE,2016-09-28
47435-83145-OJ,2007-06-03
54439-75390-BJ,2009-01-10
29676-89344-BI,2017-08-07
10821-73686-IM,2013-07-10
28058-37619-AI,2019-07-10
4572-48157-EI,2016-12-22
59684-24918-OH,2011-04-10
30436-25970-DE,2005-10-20
50596-81114-BM,1989-03-17
30193-87662-EK,2003-03-11
87597-75087-BH,2014-01-23
67056-28155-OI,2018-12-26
46614-13345-JB,2001-06-07
34247-59673-LD,2014-04-22
45173-98089-BF,2013-03-18
31745-59291-GG,1999-09-20
2154-58641-KB,2006-07-11
98665-47351-IM,2010-06-24
11657-2332-BM,2001-06-12
32978-56699-BL,2018-12-27
78598-75916-GF,2019-08-29
86897-47951-JI,2012-08-11
46290-7919-NE,2019-08-26
59452-16887-JO,2003-08-06
81850-84890-KM,2018-05-04
92887-10932-NE,2019-07-06
18012-18217-OO,2013-10-08
61379-35855-DF,2019-08-10
23046-57903-HN,2017-10-22
44358-98940-NE,2005-10-02
94701-74100-KM,2017-12-28
67567-913-DB,2018-11-27
49703-67910-HG,2010-11-12
14290-43756-OL,1974-01-05
38416-62783-FN,2018-02-09
46497-53549-HA,2018-05-10
2398-68164-IK,2003-10-23
2982-91337-LH,2008-02-05
91948-45635-BG,2018-07-25
82633-39268-FL,2005-10-29
1916-44893-LJ,2018-08-16
41076-29047-EF,2013-03-12
75142-8384-JB,2011-06-02
98567-11785-EI,2005-09-09
42805-42209-EL,2017-12-22
26555-88549-OG,2015-09-26
97059-96351-BF,2005-02-03
57832-51036-KD,2012-12-18
99165-60159-NG,2018-02-22
24545-25589-JO,2016-02-18
59090-70753-IK,2010-04-03
62177-58403-JE,2011-05-19
78436-71675-KM,2017-09-21
62806-37627-AN,2016-08-08
62183-76031-BD,2009-06-18
70258-41927-AF,2011-12-05
2783-24864-OA,2019-08-17
6477-30892-BN,2010-05-08
29381-1164-BI,2018-08-28
59668-7063-BL,2018-03-30
84420-41190-EM,1986-03-03
55143-14598-HH,2015-09-07
45347-79334-BM,2017-01-20
80208-58909-DA,1986-12-15
51192-53846-IL,2015-02-11
51992-95912-ON,2009-02-18
545-10133-NH,2018-10-21
13674-86005-JM,2017-10-29
81967-65622-ED,2012-06-08
90860-87030-LO,2015-09-03
82404-63153-NB,2018-07-06
94202-35392-ID,2016-11-24
55952-1714-HB,2003-03-05
53138-12843-JG,2005-02-03
50227-81442-GI,1982-08-12
66374-38144-JH,2019-07-11
8506-89-IM,2015-09-24
34158-31854-LD,2019-07-31
39731-17917-IB,2017-01-12
28116-32256-NN,2018-05-23
63564-77944-DF,2016-02-06
77423-47121-EL,1985-02-14
42431-13147-JD,2008-06-22
39529-26014-OE,2016-03-26
55732-83905-NJ,2004-11-15
86826-50457-FA,1981-06-06
67799-45908-II,2019-08-17
11760-19530-FN,2014-01-29
47604-87466-IG,2018-04-03
55272-2985-NN,1995-02-13
56882-34336-AO,2019-07-01
34090-68888-DB,2015-06-09
4143-11939-LN,2010-02-06
52343-63371-FE,2014-04-01
85276-52649-OI,1988-05-08
2796-56233-HF,2018-10-15
72294-79348-MD,2001-08-16
12700-50018-EA,2019-01-14
81950-46352-AB,1994-01-26
33221-93930-LN,2002-06-19
41994-6024-NB,2016-12-01
44841-13162-MI,2013-07-09
86809-36-BO,1999-08-15
21555-3542-BM,2016-08-10
58085-88028-AM,2016-05-08
88648-8851-AA,2004-02-06
50446-15748-HE,2014-01-29
30-57691-NJ,2019-05-20
24336-44991-BD,1981-02-22
30391-16227-JO,2017-12-17
26298-46917-EG,2000-03-08
87609-25083-EH,2018-02-13
42293-24298-IH,2017-09-12
65396-32188-IG,1991-11-16
74077-72039-KB,2018-05-20
79104-38187-FH,2019-07-04
99794-65061-GO,1995-06-08
28766-34166-MG,2014-01-01
17110-45097-DJ,2018-06-24
79254-15460-EF,2013-09-16
69680-53815-AF,2015-06-23
25610-31369-IK,2013-06-17
91773-47106-NA,2013-06-12
99095-34410-HJ,1995-11-27
9507-69496-AL,2016-03-15
2707-43327-GM,1961-04-09
10780-6338-BJ,2010-10-15
33639-65851-BG,2018-04-15
92340-55733-HB,2011-03-29
52445-1359-LB,2019-08-22
52789-78930-OA,2014-07-04
44222-10637-OK,2016-02-23
26016-6147-HL,1990-01-11
20614-89638-MH,2015-05-26
16535-919-AL,2016-01-13
53296-89974-DF,2019-08-08
63849-79783-DL,2013-08-08
2326-41761-EK,2018-03-16
80089-21926-HA,2018-08-03
40114-2833-JJ,1982-01-11
65624-73506-ML,2016-09-27
58858-50259-LO,2011-03-24
3078-75657-JE,2014-09-03
59965-68217-FI,2003-02-21
3340-82414-DF,2017-06-26
51971-55336-JL,2005-06-26
70691-13336-GI,2014-10-22
68876-86822-KH,2012-11-13
11970-25304-FA,2014-04-02
38595-38814-BK,2013-02-20
948-20171-BE,2019-02-23
40356-37032-GA,2011-11-23
48091-47239-JO,2015-01-29
80826-90323-HE,2009-12-10
94534-64490-MJ,2018-12-17
50505-92790-BJ,2018-12-27
63859-35588-LG,2018-12-26
67789-35925-DL,2018-05-27
37752-26473-HA,2011-06-14
30365-35771-AB,1983-08-22
50840-51540-NE,2018-05-07
85599-69323-MI,2016-06-23
73515-74515-OK,2016-12-12
44340-35323-HF,2007-01-15
50804-17774-OL,1995-07-12
20899-10705-MB,2005-02-06
68273-79600-AG,1997-06-13
58275-16620-BG,2010-10-20
55080-82986-AD,2018-07-16
4122-21343-NO,1987-07-07
77243-56909-BG,2018-10-28
55685-74779-BK,1991-10-12
53722-74617-MD,1986-04-04
43349-68179-JB,2014-01-15
99230-44536-GJ,1996-09-10
27468-57918-DK,2018-06-23
80757-46201-AE,2002-02-25
85816-1293-OJ,1995-05-23
32929-49037-EB,1994-04-30
96555-55424-DK,1976-11-21
54106-35025-MB,2017-05-13
567-23560-OB,2018-09-13
10801-22657-JJ,2015-04-18
9756-56761-FB,2019-06-17
43542-37949-NF,2018-11-13
2496-1023-IF,2014-03-18
49571-53063-GO,2010-05-27
89891-92902-FJ,2016-07-31
10768-76370-IB,2018-12-13
30450-22119-EA,2019-03-12
56537-3966-JB,1991-04-05
56042-25086-KJ,2014-11-24
91-65372-LE,2019-05-11
63399-62689-KJ,2008-09-14
99182-29230-NE,2016-10-24
62124-93179-BM,2018-02-27
30778-30452-OM,2003-03-15
53986-98400-LD,1957-06-07
19908-12349-LF,2019-06-07
71807-22402-EI,2016-10-10
34137-35979-DA,2015-02-24
38551-13328-KE,2018-07-05
29965-79194-OG,1991-09-24
39258-23392-GH,2017-12-11
56081-9432-KE,2018-07-01
82348-44750-NK,1999-02-28
50888-87296-BB,2006-09-30
77783-40522-DG,1986-04-23
4081-85951-BH,2016-09-21
54291-89341-EB,2019-05-23
78257-24378-GD,2017-06-02
74044-61167-LJ,2017-07-12
89336-51103-BE,2015-09-16
44337-97734-BH,1979-06-21
38858-84439-OE,2016-04-08
97175-82310-HF,2004-10-04
39519-42443-NL,2001-12-28
16664-28385-FF,2018-01-22
50246-33319-BG,1993-03-20
37583-9143-JB,1993-10-23
677-97262-GL,2017-02-10
60838-70810-JM,2018-09-24
93445-70277-BJ,2016-11-20
19709-93133-HB,2019-01-04
65670-23315-JJ,2018-09-02
11641-36233-BK,1993-11-17
85494-46241-AK,1999-02-28
49435-36723-HI,2019-07-03
46308-25228-HF,2017-12-10
8397-87713-GI,2019-04-20
24903-24196-KL,2019-05-15
89318-56839-AI,2018-11-23
51020-23467-MF,2006-12-21
49695-738-GN,2018-10-31
3812-72341-GB,2019-07-25
98881-91527-AA,2011-03-30
74898-14912-DA,1991-10-08
75743-5384-BO,2012-05-15
30645-8141-AB,2018-12-07
74423-42162-LE,2002-03-05
45491-9223-BL,2018-12-12
3653-54304-FJ,2019-08-16
41038-68474-LO,2014-01-11
91538-20093-JF,1995-03-03
60965-63792-LO,2019-07-20
94833-32965-NB,2017-07-28
87086-73803-DJ,2019-02-08
4291-63385-EO,1990-04-25
56523-35142-BN,2019-02-27
76237-96045-HM,2015-12-16
74320-75643-EG,2019-05-21
86785-75850-NB,2017-10-14
78396-96330-KH,2018-02-20
97328-96740-HM,2012-10-25
48459-75316-NL,2014-07-10
14545-84660-GA,2016-04-05
36167-38826-FL,2011-11-21
57859-65383-AM,2019-01-15
96036-6270-GM,2007-07-17
81445-9418-JK,2002-03-31
16291-52954-LF,1982-07-29
22331-25180-OH,2016-03-28
8676-70588-BA,2008-03-07
92466-18428-LO,2018-11-27
57051-46192-NL,2019-07-18
66431-48618-AI,2018-08-14
6598-94016-AH,2017-02-09
56039-69145-HO,2019-08-09
37299-60157-ON,1989-12-12
90863-24022-BI,2019-06-29
84502-30604-JO,2004-03-09
42076-52960-HD,2011-11-19
16816-47436-LB,2006-05-19
66144-27797-FB,2015-02-09
82144-12675-IL,2018-07-09
89540-51286-BG,2012-07-19
26137-65515-DN,2004-06-19
34923-28420-EA,2019-07-30
46725-98983-NJ,2016-11-17
90239-65862-LI,2017-05-17
87858-60539-OL,2016-10-04
78334-5312-KH,2015-01-26
753-14625-JK,2009-01-11
98425-57423-KO,1992-06-04
19050-30085-AO,2017-07-28
10388-12595-GA,2017-08-05
13457-87848-BO,2003-12-07
37967-87546-AF,2013-05-20
37586-69802-KF,1994-10-25
66794-55649-OG,2019-05-26
16094-65671-NG,2003-04-20
45488-1300-JA,2010-01-04
86090-36957-GJ,2015-07-31
7116-16737-FA,2003-07-07
49616-41743-OG,2019-08-04
93734-49722-BE,1991-11-22
98769-481-BB,2013-06-03
27036-21304-IO,1997-09-23
29681-1615-BN,2012-10-26
87573-36575-NA,2014-05-18
89412-70408-NI,2014-12-05
41502-50368-AN,2010-11-02
82955-87140-KL,2018-02-09
13438-58067-AD,2017-10-25
41433-39711-BN,2012-02-23
41609-24846-EL,2019-07-02
2261-35769-HE,2007-11-25
40128-84598-LL,2004-04-01
84810-77637-BH,1985-03-04
43959-67287-OM,2019-03-12
72825-69235-BO,2007-11-15
13039-55615-ND,1998-01-19
32858-6487-IL,2013-08-03
94125-17161-EM,1999-05-22
81374-84545-EG,2009-05-21
90806-36899-BJ,2017-09-01
1856-52797-FF,2002-07-27
20018-42967-BJ,2014-01-13
46635-47553-BF,2019-03-29
65150-59708-IH,2019-08-15
78896-48359-FO,2017-12-01
12150-49631-EK,2018-04-10
15514-22395-HF,2016-11-17
23157-95641-FE,2019-06-20
10788-41948-KH,2007-12-14
76050-24029-LN,2013-02-23
59452-12329-EN,2003-05-10
47957-36285-BJ,2015-01-18
93461-90555-LH,2010-06-06
89927-87989-JE,2009-10-01
20829-12535-NG,2012-06-05
62287-8722-LH,1994-04-30
75497-82322-GO,2012-05-04
52707-90351-NI,2011-07-24
66061-837-AG,2019-03-04
75954-69967-FL,2001-08-01
55670-41938-MB,1994-07-22
21979-43988-JF,2018-08-29
52270-60985-KI,2001-03-25
55388-95816-GO,2019-05-09
71524-27149-EK,2017-04-05
48178-29108-MI,1996-01-13
24303-53075-LN,2013-03-15
92187-58609-OF,2012-02-15
72009-75548-NE,1987-11-24
78750-5770-BH,2016-09-03
96966-76361-JI,2017-12-20
48148-71284-ED,2014-04-01
94691-29729-IA,2009-05-21
37606-28245-AA,2014-11-25
24513-38179-DI,2008-03-31
19548-25933-BK,2008-02-09
12220-72604-GK,2019-03-29
14182-6299-BK,1990-09-22
79248-92418-HJ,2004-11-16
11376-31897-JM,2018-09-28
49240-25762-MB,2016-08-05
63006-76594-MB,2018-01-22
91502-99359-EG,1999-10-14
28681-71083-JN,2017-09-09
8017-74796-AH,2019-08-09
56346-77684-MH,2006-01-06
97226-9297-EF,2018-01-24
57049-78107-MI,2018-12-30
72315-84928-GM,2016-10-14
38789-13935-HO,2016-01-24
84625-36501-EO,2002-01-23
54424-73865-OK,2010-01-25
63153-69730-OB,2007-10-25
44861-82305-EB,2008-02-24
8422-44601-IE,2014-03-29
96183-77142-NL,2010-06-26
82311-86837-GM,2004-02-09
33239-77873-JL,2005-10-26
96208-40396-IM,2010-08-26
29494-65278-GM,2016-07-07
78522-70901-AJ,2017-11-09
66865-59265-AH,2017-04-07
25407-79675-BA,2015-01-25
44247-58109-MB,2017-04-18
39579-1622-AB,2019-07-03
62106-34395-LD,2011-07-12
60234-770-MI,1969-05-03
39935-56715-NE,2006-05-08
87734-86591-KO,2009-01-23
50372-53605-DK,2017-05-02
51604-40454-FO,1980-07-10
57323-66690-DA,1969-07-23
98864-53918-OB,2019-05-17
93411-74911-OF,2018-08-30
964-34945-HM,2019-08-30
46255-77669-ED,2016-06-06
69967-28198-HB,2004-07-29
22346-34262-GK,2017-08-19
30489-90364-DO,1998-06-11
84949-52971-IM,2015-01-20
66573-8250-II,1999-01-19
91322-27264-OB,2000-07-14
28719-11876-OF,2009-09-21
21520-26613-IK,2019-08-19
1823-86352-IN,1984-02-18
29666-78439-ND,2002-02-23
10944-87991-BF,2019-03-21
54726-89693-EG,2018-03-02
50949-85915-BB,2006-07-15
7716-61486-JF,2018-08-30
13542-15030-KK,2015-10-07
13063-17372-KE,2018-05-05
95163-35488-FF,2015-12-10
67237-26490-IJ,2012-04-05
55412-97080-EE,2019-08-05
30365-33238-NM,2015-02-16
36457-81664-KE,1980-08-13
46989-16330-FN,2011-04-29
57515-14790-FB,2019-05-09
88306-62625-BE,2016-09-28
95499-18583-GO,2016-12-21
79020-75614-MK,2008-01-26
44831-31260-EL,2000-08-15
35023-82461-KF,2019-06-11
83358-57381-FL,2019-07-21
57601-92623-JO,2019-02-10
53549-22845-IB,2019-05-08
53654-35901-GM,2018-06-13
36091-50643-GH,2018-03-30
1854-62831-HH,2018-09-10
37660-579-EE,2008-05-19
99592-175-BO,1996-10-11
56999-51259-MK,2018-09-25
3980-89662-BH,1998-08-10
27355-33154-LG,2004-11-24
74102-33510-MG,2001-02-25
51846-59335-AK,1991-01-14
44203-73692-LF,2004-04-06
90352-76559-GD,1998-06-09
11636-56575-GK,2018-05-19
73091-51829-IG,2008-12-31
37215-25759-JL,2016-03-13
94494-93272-FN,2017-07-01
78047-58138-IN,2015-01-03
88989-94971-AB,2014-10-07
19244-62659-DD,2017-06-11
48144-37074-FB,2008-07-02
