numero,fecha_dictamen
54412-50435-EI,2019-01-31
28579-84705-JN,2017-08-25
57867-50578-AD,2016-11-23
88089-58453-HH,2018-08-18
48675-73058-MF,2017-11-25
14697-75239-BJ,2005-03-28
55831-98837-IN,2002-06-15
42774-92662-AH,2019-06-17
36381-23677-KJ,2019-08-28
81162-84323-MG,2012-12-06
63252-10692-HK,2011-03-09
97458-51794-EA,2015-04-15
97166-24292-NA,2004-08-28
35809-97906-NM,1985-12-03
44358-41944-NF,2013-03-07
45297-34184-FA,2016-03-09
87178-37845-GI,2008-10-10
33988-6800-LE,2018-01-08
91515-76316-LM,2003-12-06
51131-67431-GE,2019-04-30
21292-69105-DD,2018-01-26
38930-53098-JK,2008-06-19
8915-6257-OB,2017-04-23
44859-83911-JK,2012-07-05
98861-22206-HB,2016-11-14
70111-80732-GK,1995-07-01
61897-41094-ME,2017-04-23
4815-13397-FB,2012-10-01
39025-5476-NO,2005-03-22
95185-10306-MF,1998-03-04
12030-92526-JD,2014-03-16
71737-1937-MN,2015-03-11
58093-63663-JE,2011-05-06
42422-28336-OB,1998-07-01
931-4919-FI,2017-06-18
33665-44825-EL,2017-09-14
14362-89897-FI,2017-06-17
18165-51414-IO,1985-04-29
53754-27737-GE,2008-07-05
9207-42579-FA,2014-01-29
76120-33407-NO,2015-09-24
20162-72188-KG,2019-08-25
78227-83842-ON,1986-11-01
59799-5910-LB,2019-07-04
13273-12773-BB,2018-04-07
82067-85575-NI,2012-12-08
26236-41346-FJ,2018-12-05
93833-15488-BN,2018-06-06
5155-99935-LG,2018-10-05
27911-94597-JG,2018-10-22
57457-99604-MO,2019-05-29
72334-45367-KH,2003-10-18
24869-63218-DM,2015-03-30
37587-8826-BB,2007-03-17
44472-63717-FI,2017-01-16
37824-53928-EB,2017-07-18
38913-74990-NJ,1999-03-26
22337-61957-LH,2014-01-14
4565-71111-FF,2014-09-27
1184-45396-FN,2016-06-13
51498-87128-EH,2019-03-22
50323-87019-LB,1985-07-13
86688-32466-AJ,2001-10-10
30388-58491-GG,2019-08-01
78056-50433-GA,2018-04-09
32193-74168-BI,2013-11-22
22327-96041-DH,2013-03-06
46296-53674-BG,2018-07-23
34532-14839-GA,2019-07-21
36632-30475-IB,2018-07-15
19556-6054-HD,2019-03-15
6908-51493-MJ,2019-07-19
23402-44156-KH,2009-05-17
69187-93343-ME,2008-07-13
3545-66576-DJ,2015-02-27
39905-91822-EO,2018-10-28
27433-4681-AL,2005-02-13
64403-98281-NJ,2006-07-26
21429-72858-BA,2009-07-26
57828-23864-DJ,2018-01-22
17730-90646-LH,2019-06-20
92509-30409-BB,2005-09-05
99358-57535-JE,1996-04-05
25918-73975-NI,2011-01-03
23722-26855-MN,1983-10-22
83752-46159-BB,1992-11-10
39261-62140-HN,2007-03-30
57696-54405-DM,2017-08-08
50231-32746-DM,2004-03-13
47925-76853-HM,2019-04-29
50517-40225-LF,2008-09-28
22210-34937-FB,2007-09-29
20754-59517-HM,1996-03-12
29761-47564-NE,1996-06-13
21918-67851-BM,2006-08-08
69073-85859-BF,2019-03-18
4757-6107-GN,2019-08-26
20749-6420-BN,1994-04-27
66709-1060-GH,2018-06-09
21764-41510-KA,1994-02-22
91037-11969-LB,1988-04-17
79592-57624-LM,1995-07-14
67152-55826-DN,1997-07-19
89169-9020-BB,2019-07-26
58185-92629-NO,2009-07-18
16606-63168-GL,2019-02-26
56283-10386-BL,2003-12-14
24464-90187-MA,2016-12-09
67000-5822-GD,2017-09-26
5879-99854-LI,2017-10-01
27844-95763-MI,2010-03-28
66475-14817-OI,1996-04-16
77134-45299-BB,2019-02-27
71149-66792-FE,2015-01-11
51037-16801-BB,2017-01-20
2640-36501-ME,2003-08-27
4217-83514-BF,2013-11-13
42266-9587-OD,2009-12-28
23601-25300-JN,2019-06-05
69837-2859-NM,2015-03-22
67224-35149-KF,2016-03-20
52194-24730-MK,2019-07-24
75844-76635-DO,2014-07-27
87662-90118-DD,1963-10-30
71945-56886-BH,2015-12-09
54329-35415-MK,2017-11-12
63356-41101-LO,2016-07-31
3262-83238-OJ,2018-01-14
46871-38331-BM,2019-05-06
38405-93109-IL,2019-06-27
35384-84855-MK,2004-06-02
17883-80465-BN,2017-09-06
76479-52972-NE,2019-02-28
68467-57916-OA,2004-04-17
58408-76660-DM,2016-02-24
53383-43706-LL,2018-10-18
65379-75437-AM,2012-09-08
22658-32684-BB,2010-12-24
3572-6605-AK,1999-07-16
24993-50010-HL,2015-01-21
67772-74981-MO,2016-02-01
32173-43255-DG,2016-12-08
21980-90493-HG,2002-01-19
53551-23512-GJ,2000-06-11
55047-42093-HE,2016-01-05
71644-8441-DH,2019-08-25
85756-65130-KL,2002-10-02
32791-13027-HB,1988-04-04
78454-34489-GK,2099-06-08
79705-58080-IB,2006-03-30
36901-79224-OH,2017-04-24
75498-51396-MN,2019-04-04
77560-3369-DJ,2014-09-25
30101-42439-FB,2002-12-02
42934-90117-DI,1996-02-19
2795-84942-GL,1990-07-09
63482-68440-MH,2019-02-16
45633-9969-LG,2018-04-23
63996-64561-DN,2017-08-13
58929-22539-DL,2013-03-31
49779-79812-GO,2002-10-11
53032-72530-HA,1959-06-15
75071-66237-OK,2014-05-07
2591-4862-KD,2016-09-01
51500-89203-LK,2019-08-07
39056-42014-FD,2003-01-04
39663-75222-KG,2013-11-26
24849-71894-IO,2015-12-27
61155-13408-OO,2019-05-24
94747-89717-LB,2019-08-10
33389-38571-OG,2013-02-27
23823-20319-AK,2018-12-10
28032-76043-AJ,2018-04-30
41925-5570-GB,2017-03-05
40085-48345-IB,2009-02-11
41653-6853-EB,2012-09-14
72648-99432-GJ,1979-09-20
7250-61538-HB,2019-01-31
37535-65818-KB,2012-02-06
69683-82838-II,2012-06-14
92017-88429-KA,2007-10-31
71223-67211-OJ,1983-12-07
34284-78676-MG,2015-03-25
21703-15999-KG,1998-03-18
87229-63574-OE,2018-03-20
42274-6544-IB,2015-05-25
31883-28551-BN,2012-03-03
69522-2573-BG,2003-05-03
2056-42039-LB,1984-03-03
22677-68983-FB,2006-08-06
9454-39378-DE,2013-10-03
38021-19202-OE,2019-07-19
26138-28956-MJ,2017-09-14
47014-54148-KM,2013-01-05
59511-44645-JB,2019-05-16
19128-97879-LM,2019-07-16
47252-99683-ON,1993-11-14
21682-60202-DK,2019-04-24
71888-72262-FM,1997-04-04
31719-26697-BN,2016-11-01
17400-79049-OD,2004-12-09
20919-16431-BL,2018-08-10
98209-47229-BJ,2005-12-03
83751-19402-BK,2015-12-09
20633-24913-MH,2019-07-16
3275-53550-LF,2012-02-15
96487-48523-BG,2018-09-16
4404-63409-KK,1989-07-15
42405-61248-GI,2011-06-29
49550-32923-HL,2016-08-02
50345-13448-EB,2015-01-30
83093-37186-MK,2017-07-09
35196-16400-LJ,2018-08-10
69717-92653-KJ,1999-08-20
72249-52647-OB,2017-12-21
52494-6943-KM,2018-04-17
79601-5495-IG,2017-11-29
83612-96689-FD,2017-11-08
8088-23394-FI,2016-01-18
6662-43353-EG,2019-07-21
98340-48308-KB,2012-07-05
19492-28670-BB,2016-05-20
50567-14033-DB,2015-08-16
14053-4838-GD,2001-10-16
9736-84503-GG,2007-07-09
76055-23201-HO,1973-05-04
23100-74187-AD,2018-07-31
43409-82015-BN,2013-12-20
77432-82131-OE,2018-07-23
83473-68119-IN,2016-11-11
23527-98037-OJ,2012-04-05
44501-62354-DF,2014-08-30
10190-48421-GN,2007-03-08
71406-14700-DK,2019-02-03
35724-64995-MO,2019-05-10
47959-88703-MO,2019-04-20
73721-43473-KI,2010-04-30
47571-65689-KN,2013-08-12
96801-78582-LL,2009-12-13
87472-48562-GE,2016-06-22
66664-6692-FI,2018-04-16
79341-81598-BB,2007-09-04
31940-50133-BO,1992-05-24
34024-97301-HJ,2016-02-28
41867-32966-JO,2018-09-09
50943-49501-FG,2015-07-27
83900-15874-EI,2017-09-24
16939-63829-JM,2018-11-12
52535-38735-HI,2004-05-01
62526-79027-MA,2007-05-31
11779-93198-IB,2017-10-13
20858-53022-DO,2014-08-09
4792-34706-OO,2013-01-11
4557-92290-GG,2013-03-25
26490-72588-JF,2017-09-24
90489-21701-FG,2004-01-13
60829-91711-JK,2017-08-13
14270-53322-KI,1996-10-21
47525-27809-ND,1998-12-31
77903-85202-IN,2019-06-27
86306-16851-AE,1990-11-06
56371-85688-LG,2013-01-10
18163-52733-DL,2012-06-27
82758-64742-DI,2001-01-13
11971-64117-BM,2015-11-15
81448-88711-FJ,1979-03-15
56786-69879-IA,2006-11-09
74507-43084-OO,2014-07-27
31176-74156-OE,2018-08-24
4782-35677-NE,2019-02-01
10759-40484-KI,2018-02-11
35978-2865-EB,2011-02-19
92278-74889-EM,2007-07-03
40699-69685-BA,2019-05-12
72748-75063-MM,2015-11-04
71798-90109-EA,2014-01-06
57838-27790-DO,2009-06-24
6413-42197-GH,2002-08-24
10085-36267-KH,2017-07-14
67362-75823-GF,1999-02-28
68644-79608-HA,2018-08-24
82070-95926-OD,2013-05-31
38702-6447-JD,2017-08-02
85212-66271-FN,2013-06-02
2434-36728-EL,2001-02-03
32464-47687-MJ,2014-05-15
48824-83915-KO,2018-11-12
26381-38985-GO,1977-11-13
24740-71773-BN,2003-03-05
57495-84082-AL,2018-06-10
5958-22167-JA,2018-12-19
62806-94247-GD,1997-10-13
76548-55601-GB,2011-11-26
18671-78633-MO,2015-06-01
33634-64452-KG,2017-07-17
94824-3208-AH,2017-12-21
9887-52169-MB,2010-06-12
18412-73674-MB,2015-04-27
8388-16246-AA,2013-10-11
40727-53364-FB,2010-12-18
42412-75843-DE,2014-12-08
60952-55145-FN,2012-12-01
26156-13949-KO,1997-08-15
8910-12245-JB,2015-09-06
15818-10218-OB,2002-06-07
10410-27229-IK,2012-05-12
1963-95708-KA,2019-08-01
41093-29803-NL,2016-11-06
66754-21817-OG,2019-07-27
35476-15381-EI,2018-12-23
2581-82589-EL,2019-07-13
94674-73255-AD,1992-11-05
15751-46876-LN,2018-11-05
86324-12943-AB,2019-03-29
37097-47196-BB,2004-10-03
23932-90539-DB,1996-08-18
22284-95926-GG,2003-12-31
38987-33249-KE,2009-09-08
37096-38533-ME,2015-09-12
29908-54494-AB,2005-05-08
92189-76250-IJ,2017-05-17
56895-65178-HB,2008-02-09
45853-7265-FO,2018-12-31
1761-65282-HA,2017-11-15
65034-45529-NJ,1989-04-05
53766-85889-IN,2004-04-26
44197-51694-LH,1985-07-17
13581-20933-GI,1999-02-21
11522-94563-JE,2016-08-06
71084-86235-OO,2011-01-12
65025-48886-ED,2012-11-13
25336-1300-EO,2019-01-23
66970-27471-JB,2006-08-25
21494-55265-GB,2019-05-26
1041-69731-NG,1995-04-24
22616-49177-NO,2012-06-19
2882-8533-BL,2019-02-09
85732-10649-BH,2005-11-20
87060-37041-DF,2013-10-21
74777-7323-BD,2017-06-18
58788-52156-ML,2015-03-07
32332-26478-GJ,1990-01-28
40914-66253-JB,2019-03-15
23088-83998-HD,2013-06-27
48944-91066-AL,2002-03-03
78151-51397-KL,1994-07-06
28936-69963-AH,2009-11-12
64310-55855-AF,2017-08-04
98247-17534-JK,2015-08-13
71387-76628-HJ,2000-11-24
2969-74349-EB,2018-11-29
63035-99117-MM,2013-04-03
42633-85331-BD,2017-10-13
8491-34454-LE,2010-11-22
7554-6827-JJ,2019-07-01
99546-8911-HK,2019-07-27
21860-55143-FH,2016-10-20
82676-89106-JI,2007-08-22
10594-45326-FD,2000-08-19
60277-4593-KF,1984-03-07
82368-55798-EB,2001-03-05
64001-65928-DE,2010-10-27
53150-83219-BB,2008-02-27
22730-54626-EO,2015-03-13
96109-95329-HE,2019-07-28
24632-36783-DA,2011-10-02
8141-87922-IL,2007-07-03
96221-22438-LF,2009-01-28
8324-51481-OG,2004-07-15
31175-94846-BF,2016-03-21
40289-11767-KL,2012-03-30
56960-41302-BI,2017-08-10
26237-37678-KD,2006-12-15
99299-79172-DA,2019-03-28
58834-80689-KD,2015-08-12
22163-29205-GJ,2016-09-10
44090-78660-ON,2007-04-28
81401-8430-ND,2019-02-02
31858-45943-EJ,1990-08-14
62555-35740-EN,2012-04-22
22964-64988-BN,2006-02-25
92252-62023-KL,1975-01-05
58737-25588-JL,2016-01-01
92425-25017-KL,2016-06-11
62601-92354-HF,2017-04-13
92664-7925-ED,2014-07-23
74123-80699-IE,2019-02-25
64693-61563-BO,2018-11-14
15273-77440-GJ,2005-09-21
74807-50870-LF,2018-11-17
7012-52419-AG,2009-03-04
69013-83140-FH,2008-07-23
20603-13749-FA,2016-10-29
76145-51470-EF,1994-11-22
10883-62415-DI,2013-08-24
83424-77257-BL,2010-07-06
16975-64213-MB,2009-09-29
64597-88809-OL,1980-05-17
98793-51150-DO,2008-05-05
4697-90526-OD,2018-07-19
21987-38550-FB,2003-07-11
99475-74861-AG,1983-01-19
71546-42804-LD,2009-10-20
5642-9090-FA,2019-06-24
62279-75682-FM,2005-01-17
37524-58067-BE,2010-04-20
75552-46137-HE,2005-10-21
91210-65267-JJ,2014-04-24
51666-81981-MN,2017-10-12
57856-35556-FJ,2018-03-20
23335-54219-MB,2017-04-11
48339-66184-BJ,2015-11-29
71790-75908-BB,2018-05-22
64243-30878-LH,1982-02-01
57201-16194-OB,2015-04-25
7063-632-EH,2015-02-27
38137-67054-BN,2014-05-27
50422-38564-LJ,2015-01-03
90884-10127-DA,2015-06-19
35460-2191-JB,2016-05-03
47582-42495-NA,2004-08-09
85206-69030-HO,2003-05-29
1565-94600-BG,2016-03-09
83799-30760-GN,2015-05-01
77604-677-OA,2016-07-18
88163-53944-GL,2017-10-05
68839-89449-KJ,2007-04-09
31154-74044-GE,2019-08-05
59829-99135-NO,2013-05-18
71683-9173-BE,2015-12-17
93598-80243-GL,1970-02-23
1468-87087-BA,2019-05-16
59040-11082-ON,2019-02-24
15973-46089-NH,2018-06-17
54786-42396-AO,2016-11-18
23552-46926-HM,2016-08-20
98467-48130-MN,1993-07-09
62196-58269-BA,2018-02-12
26709-82877-GH,2019-07-08
34920-74081-OG,2012-07-28
28268-56305-HB,2017-02-20
51839-97870-BO,1984-06-14
25716-85086-LD,2010-12-18
13943-21329-LL,2019-04-28
85697-57824-LJ,2015-08-17
68474-32118-DO,2005-03-29
75666-19656-OI,2017-12-01
88907-5492-FD,2019-05-31
17478-11228-OD,2016-05-28
93605-22067-FB,2017-09-09
85935-45206-BA,2019-02-11
26981-14741-NH,1994-10-19
43904-2258-HK,2019-08-11
56960-47405-HF,2017-10-29
67484-26583-II,2019-06-03
57485-97081-AE,1979-10-08
59258-85757-BB,1975-11-11
48360-41879-ND,2000-11-02
51024-19334-MI,2019-08-05
19047-2849-GJ,2019-08-24
55133-48521-FA,2010-08-13
46249-53261-KD,2017-01-11
77395-81822-MM,2015-11-10
83645-75696-AM,1993-12-24
35954-56726-BH,2016-06-07
19840-69255-EL,2017-04-01
95002-47555-EN,2018-08-15
72275-25926-BJ,2018-04-20
76692-28929-EL,2011-04-18
64646-28250-JB,1993-05-16
16892-19880-NH,2012-07-04
6133-43538-FH,2017-03-08
87632-84520-EL,2019-02-13
41836-71270-HL,2008-10-24
16068-18195-NB,2005-05-18
48870-13809-OB,2009-12-19
59164-5105-KE,2019-07-27
20666-54308-NL,2019-05-29
34609-36627-BB,2017-07-11
15126-14324-IJ,2001-04-17
88039-25791-AB,2007-08-11
33773-65389-FI,2012-09-27
93585-44123-JI,2016-07-06
5217-93623-BD,2014-02-06
51917-84191-JK,2011-12-02
56275-53789-BO,2008-04-09
34819-33487-HK,2017-10-08
32851-52358-EL,2018-12-31
38950-51055-GJ,2009-09-19
22442-67082-DG,2004-10-10
87216-54808-GD,1988-11-14
94906-69262-LA,1986-04-05
42988-82423-BG,2014-10-06
34942-11516-DK,2018-11-10
12-42049-BJ,2011-01-25
83217-24755-EA,1993-07-24
18987-67192-KD,2006-11-28
99197-77934-HN,2019-01-14
19019-62065-GJ,2019-03-28
1638-53435-AN,2017-11-02
57079-14451-EE,2019-05-30
34714-54667-HF,1975-06-25
42115-72768-DE,2005-04-04
12995-84390-AG,1989-12-11
3972-46093-ME,2017-12-19
66642-9132-DI,1995-01-30
46024-21462-BA,2016-03-19
67570-50365-KH,2016-03-27
40020-32168-NB,2019-07-09
89963-93269-DO,2019-04-18
534-17822-HF,1998-08-02
60266-67764-DJ,2017-01-14
96066-21490-DH,2009-03-07
46740-7596-IM,2015-01-30
66874-82888-NK,2015-03-29
22602-33335-KG,2016-12-06
69601-21404-OF,1994-02-13
22335-9976-AG,2018-09-18
48996-34990-EN,2013-05-24
8977-59608-MD,2007-01-14
32369-31431-OF,2016-06-30
37159-30633-IL,2011-07-04
2739-96371-BM,2019-01-15
1298-33172-BL,2019-01-03
86391-44203-LB,2016-09-02
41375-69888-HA,2014-01-31
17788-23112-KJ,2002-11-24
66856-1234-EK,2007-03-01
79515-76202-IJ,2016-03-26
53517-13701-OD,2018-12-26
72553-66473-EA,2016-12-29
40591-63175-EF,2011-09-08
8650-35989-AI,2013-09-05
89968-94536-AJ,2011-04-30
23888-81920-BF,2008-02-29
6324-285-GH,2013-12-28
83647-82378-EE,2000-11-14
74277-83101-LB,2015-05-16
44555-25390-MF,2008-08-13
44176-64846-FM,2016-08-25
34900-32752-DH,2000-07-21
80913-66778-ON,2016-07-20
69477-67624-IO,2016-04-22
73785-72808-FJ,2016-08-14
1945-98376-DM,2008-05-23
32313-40762-KL,2019-06-06
19038-57732-FB,2013-04-10
43621-53107-NA,2002-03-08
52422-49254-BL,2005-08-17
19616-62200-DI,2013-08-30
67155-55301-EO,2013-01-30
25647-24346-NM,2013-08-24
30917-7113-BB,2016-04-28
56097-24577-GB,1993-04-03
80995-43943-IA,2019-08-20
80241-43382-BN,2003-01-11
61047-55914-ML,2019-04-30
64002-14092-GL,2007-08-02
55887-45508-EJ,2018-06-24
49331-35977-IB,2008-12-15
19569-2391-AD,1991-10-30
14256-512-KD,2018-08-04
11569-34232-IL,2017-08-28
5473-10573-NK,2018-01-13
14507-50427-FB,2018-10-16
65043-36017-MN,2015-05-16
19569-42956-MD,2009-10-19
11957-61509-BB,2012-07-16
32185-30377-JL,2018-03-23
97899-14662-IK,2017-01-31
3292-62496-OI,2018-05-22
61178-25426-LB,2012-10-26
64513-71397-MI,2008-02-12
38399-17183-JI,2015-11-09
31565-41315-BE,2013-12-22
14841-79482-BL,2013-10-15
96841-88758-JK,2019-08-13
83356-41094-NK,2019-06-11
43137-48013-DE,1995-05-31
5550-18046-HJ,2019-06-15
40480-25900-DK,2017-07-01
69731-90845-EI,2001-05-07
5374-65689-JO,2001-06-15
58205-60727-LG,2002-10-11
52539-61606-BM,1999-03-25
59430-82997-NB,1996-07-22
91899-84918-OJ,2005-10-14
50930-64336-JJ,2012-05-25
79279-76791-OM,1982-06-19
78783-93311-BO,2019-03-05
69761-37099-DF,2019-08-09
87019-17201-HJ,2019-06-07
60721-13338-IB,2018-01-20
4338-31567-GM,2011-08-30
5371-29127-LN,2014-06-18
58881-49886-OI,2016-09-18
60723-68526-LH,2019-08-19
53757-49701-MB,2011-07-27
34931-56648-IO,1995-02-01
64990-32252-LD,2014-01-11
23603-11607-IE,2019-05-17
33566-32839-BB,2014-04-17
80174-16511-HA,1997-04-23
25032-71465-HH,2016-03-26
79983-77360-BM,2018-03-31
2960-73365-EM,2014-08-11
15271-71426-EA,2014-10-11
83209-98668-ON,1998-05-20
75705-93246-DD,2008-08-27
17522-53143-FM,2018-02-26
47723-34253-JN,2007-01-03
24704-1182-BG,2019-08-20
13015-91308-EN,2015-06-04
524-97502-IG,2017-02-21
73672-12221-IM,2008-05-09
26909-48624-KK,2002-07-27
6493-94679-BJ,1995-02-04
27158-62232-HJ,2007-05-20
17726-23830-IO,2019-07-29
20087-13380-MB,1994-08-01
47391-81833-IB,2010-12-11
8984-89843-BB,2099-02-05
88987-7753-GA,1993-06-24
9875-44271-DB,2014-07-08
15358-56301-NH,2006-11-18
63617-46608-AN,1980-02-03
45984-86965-FE,2019-08-24
68346-39610-KF,2013-09-01
17206-95021-NA,2018-06-13
1218-19330-HJ,2005-04-18
40152-44451-JN,2007-02-08
74556-69984-AL,2015-04-24
80239-68445-JB,2019-07-12
26426-35099-AA,2016-11-16
20289-54003-HB,2018-09-23
84916-28058-EF,2004-12-26
70899-32535-DN,2018-12-28
76257-49096-EA,2017-12-25
56738-10445-HI,2014-12-24
2906-40207-NK,2000-02-20
92548-91841-KB,2009-04-20
93598-84026-KH,2012-06-03
41581-75108-BK,2013-04-25
86851-31146-II,2017-07-11
74278-83814-MJ,2015-11-11
99810-2107-MB,2017-10-28
83059-20162-EN,2012-01-16
47034-68038-BJ,2012-09-26
19041-91040-MO,2012-04-15
4718-73289-EF,2012-09-11
72594-88922-LJ,2014-06-02
75388-74196-DI,2019-07-21
46447-76685-EO,2017-09-21
27186-58960-AM,2016-09-07
96535-96173-LM,2012-04-16
44955-7829-BB,2001-02-11
73314-24988-HN,2010-08-31
66076-74493-BG,2013-05-11
80568-89502-KH,2019-02-24
29429-75154-IN,2016-08-04
85966-74175-EA,2018-09-14
45802-12975-BA,2018-07-14
28925-39295-FE,2012-06-28
22216-92581-MJ,1999-09-13
7293-2068-AE,1989-06-03
84512-19068-MN,2012-09-25
94947-84157-LN,2007-12-20
98066-81114-BA,2008-03-16
12219-24949-KL,2019-03-29
19842-61806-KG,2018-12-26
61477-59809-IO,2010-08-26
14428-70647-BL,2011-05-06
31500-88311-DO,2005-08-07
6186-16056-EB,1997-06-01
68588-14846-KD,2019-03-25
40750-98864-AA,2019-08-02
35827-72151-BL,2012-12-24
71190-19601-NA,2016-04-27
57736-95110-EG,2018-08-23
39553-78438-KK,2014-11-11
10596-53456-GH,2016-11-30
88705-90626-JG,2018-04-01
68553-97304-IA,2019-02-25
94781-64710-OB,2019-04-26
21309-43216-EF,2019-04-28
13049-1226-AI,2001-05-16
5443-68967-HL,2019-04-03
93587-14898-AF,2006-01-05
9245-87649-IF,1986-08-03
54782-24462-JJ,2018-01-21
77664-11043-MD,2014-02-18
21291-45231-GJ,2005-08-15
38983-81245-BG,2018-12-03
57607-41568-LA,1969-08-27
42510-29389-MM,2017-05-05
79558-155-NM,2008-11-10
95166-85606-MI,2018-07-18
97206-54156-NF,1993-07-20
58282-10655-FA,2007-09-18
96252-23880-NA,2011-01-08
95555-61732-AB,2018-12-20
42599-61576-BO,2008-01-31
33415-89499-OA,2019-08-07
47417-78763-AK,2005-11-10
90290-93624-JI,1995-02-25
23581-77365-FI,2009-11-09
94332-84615-AG,2018-09-18
32513-47524-NB,2003-12-06
18307-11843-JB,2017-03-23
76354-90273-JH,2011-01-16
55033-92051-BA,2008-11-07
64351-85798-IA,2016-12-27
29238-52961-LE,2018-10-26
49265-47861-HD,2008-04-26
56715-70062-IB,1977-08-11
67328-64569-MD,2018-11-01
21072-50841-BF,1981-12-09
4300-55167-EM,2014-12-11
36164-34451-MF,2002-06-04
55995-70854-BL,2014-02-09
20992-46999-JH,2017-08-27
7848-40075-KG,2007-06-07
94993-46851-HN,2019-06-04
10679-92469-BJ,2011-01-18
47866-24610-FJ,2019-07-11
60843-87033-EF,2002-05-09
70560-94491-BH,2018-09-04
33091-10947-HI,2018-02-27
9810-25323-GE,2019-02-09
44146-31653-AN,2018-07-23
12427-87473-HI,2018-12-23
43768-41060-NN,1987-02-14
21667-24002-OM,2017-08-22
65583-80671-BA,2013-03-08
11098-92685-MJ,2018-11-23
27532-40906-IG,1997-02-17
66349-19970-BA,2017-07-29
49904-40945-DM,2019-03-19
46750-80688-EN,2010-06-04
81801-39957-AL,2010-04-25
61686-29152-HM,2018-02-08
86735-12389-OD,2003-06-09
67060-2895-AG,2015-02-18
27557-18773-BD,1990-09-15
68729-96497-OB,2017-07-13
59583-38910-BH,2010-03-06
75900-81672-FN,2016-01-25
27693-37043-DA,2002-11-27
36608-42314-AB,2019-08-14
79801-92482-DK,2003-03-13
94766-85287-AB,2017-06-04
56887-10686-MB,2010-12-24
74415-51052-AK,1978-02-25
54652-47297-FL,2016-07-22
81087-48670-LK,2008-09-15
19252-76840-AM,2019-05-17
68080-9495-EB,2018-09-21
4436-32652-OB,2009-12-20
23621-322-FB,2008-04-29
21245-68530-JK,2018-09-22
13958-71373-HG,1978-05-29
43538-43888-NJ,2018-12-09
47609-17275-KE,2003-07-05
20884-60801-OJ,1995-10-20
70298-5273-BB,2016-09-04
51561-76652-BD,2013-09-07
41315-45763-BF,2014-01-08
35494-63504-JF,2019-01-27
4620-98710-ED,2017-01-19
62101-99291-NB,1993-12-24
5065-33797-NJ,2014-06-27
37143-18955-OL,2010-05-01
93862-94025-KB,2017-07-11
89511-5920-AH,2018-03-17
59407-30623-BD,1992-10-13
14361-90709-EG,2012-10-22
44398-93423-MG,1975-03-15
71348-93443-KF,2019-08-26
89734-21243-LG,2018-08-29
73185-996-AN,2011-01-10
73917-63878-BA,1992-11-25
56930-92588-OO,2004-03-09
83639-11924-BE,2019-04-12
53659-11827-BM,2002-07-31
16784-25045-BI,2009-01-04
11075-18147-KN,2013-08-28
42715-23284-BK,2006-01-08
96303-74856-BD,2012-03-24
68613-68475-DK,2019-08-26
51080-55781-KN,1979-10-10
58186-54609-NB,2019-01-09
13149-40711-HB,2018-03-08
60381-17725-KL,2005-03-01
80470-55991-ND,1988-11-05
39996-41807-MO,1993-05-03
43584-25501-OL,2015-01-13
58520-54819-LE,2012-03-17
12625-2034-ED,2015-09-17
10532-79314-GB,2011-03-26
14152-45930-NO,2010-11-18
82761-36968-OA,1998-09-02
99730-59550-BH,2005-08-14
73734-846-KJ,2002-09-12
76009-54312-GA,2018-09-29
81669-96202-NI,2011-06-11
71362-9959-DE,2017-07-17
76446-97592-AD,2016-10-31
49545-42592-EN,2016-04-26
14989-34792-HD,2015-11-13
43163-76646-EK,2006-04-27
81396-45516-AO,2005-04-05
4794-15303-IL,2014-03-24
37322-79828-ON,2019-04-29
25774-49672-FG,2015-04-14
58178-20184-MB,2013-10-14
73955-25095-NH,1998-07-10
21612-82538-NF,2017-05-25
25155-48590-FG,2016-01-03
12999-36936-HA,2000-08-18
4212-439-LL,2011-12-22
50162-87843-DJ,2014-03-07
13826-84119-IB,2019-07-27
46749-65922-JA,2018-04-22
72267-85660-LL,2016-05-28
18786-4113-BL,2010-07-13
78622-37481-BA,2015-08-29
21572-36138-BA,2018-07-22
69414-14495-IL,1982-09-16
25768-21057-ND,2011-05-04
37188-96150-GF,2017-05-07
91379-81159-BI,1979-03-03
54890-84167-KB,2010-06-21
34061-23986-GH,1996-01-15
34920-52793-EE,1999-10-31
78475-41701-BK,2016-09-27
58266-81005-IB,2019-04-16
67735-1991-FH,2001-12-20
72572-20909-LM,1975-07-30
28045-74618-IB,2018-02-25
82824-61896-JO,2003-05-03
27062-52057-HH,2019-01-17
73473-47068-JI,2018-09-20
55635-5471-LF,2003-04-06
68751-9854-BM,2013-02-14
40371-73003-KI,2017-08-30
30715-29701-ND,2018-12-24
59090-99635-OL,2010-07-02
96237-92770-BN,2016-08-04
84804-24062-AL,2017-07-29
77057-50879-AM,2004-12-30
3197-67445-OJ,2017-06-26
17882-93262-LO,2001-08-05
65731-56021-NM,2014-10-24
56403-4174-BA,1981-05-20
27416-57912-OO,2014-12-28
41799-36283-FL,2010-04-27
96837-61992-DM,2003-08-17
54139-46382-MK,2019-08-15
53017-48499-MJ,2015-11-16
58677-46796-ME,2016-10-21
52224-98029-DH,2019-08-05
90746-1944-BM,2018-10-24
96541-70475-HB,2016-04-02
73556-16133-GJ,2019-06-28
34856-14923-DL,1999-06-28
52871-79538-JK,2006-01-03
53069-73319-EF,2013-10-24
38639-11637-JB,2019-08-16
68933-36712-JK,2014-06-23
18677-73957-BN,2018-07-08
