numero,ONG,proyecto,presupuesto (US$),tipo,fecha
14631,"Bins, Ortiz And Bogan","Texas Capital Bancshares, Inc.",857314,marcha,1965-04-22
14632,"Ferry, Stroman And Veum","Arista Networks, Inc.",291537,marcha,1992-05-05
14633,"Walsh, Hettinger And Grimes","Dynex Capital, Inc.",691841,marcha,1972-06-26
14634,Durgan ,Northern Trust Corporation,788765,redes sociales,1993-08-21
14635,Runolfsdottir-Prosacco,CoreSite Realty Corporation,240823,redes sociales,1988-08-04
14636,"Mante, Bode And Wiegand",Inseego Corp.,16695,marcha,1995-12-04
14637,Stracke And Sons,La Perla,94737,marcha,2015-03-27
14638,Frami Group,Tata Motors Ltd,681654,marcha,2015-02-20
14639,Rippin-Torphy,Los Pelambres,8096,redes sociales,1995-11-01
14640,Gutkowski-Schinner,Randgold Resources Limited,845361,marcha,1982-03-18
14641,Wunsch Group,Inacesa - El Jilguero,124808,redes sociales,1959-11-09
14642,Brown ,United Microelectronics Corporation,234565,redes sociales,1971-12-28
14643,Stracke-Mayer,"Investors Bancorp, Inc.",147909,marcha,2005-09-22
14644,"Emard, Zemlak And Beier",Chuquicamata,152886,marcha,1964-10-08
14645,Cruickshank Inc,"Enanta Pharmaceuticals, Inc.",748703,marcha,2002-01-16
14646,Nolan Group,Cordillera - Tenardita,417513,redes sociales,1996-09-17
14647,Batz Inc,Texas Pacific Land Trust,13656,marcha,1995-06-04
14648,Waelchi-Bashirian,Faride,906924,marcha,2018-02-10
14649,Kautzer ,Peckett,991148,marcha,1964-12-03
14650,Nolan Inc,Merus Labs International Inc.,546377,redes sociales,2018-12-12
14651,Dickinson ,Isla Riesco,492992,marcha,2015-04-03
14652,Jenkins-Kemmer,"Xenia Hotels & Resorts, Inc.",969066,marcha,2015-08-19
14653,"Lubowitz, Weimann And Lemke",Tekla Healthcare Opportunies Fund,573451,marcha,2011-11-21
14654,Wisozk-Goyette,Punitaqui,186964,marcha,2012-12-22
14655,"Bruen, Cruickshank And Blick",PowerShares Golden Dragon China Portfolio,844101,redes sociales,2016-08-10
14656,Wolff-Greenholt,Walter Investment Management Corp.,160168,redes sociales,2017-11-10
14657,"Mann, Walsh And Dickinson","MasTec, Inc.",294126,marcha,1991-07-23
14658,Waters Group,"Tootsie Roll Industries, Inc.",812243,redes sociales,2012-11-10
14659,"Kiehn, Lueilwitz And Schimmel",Orbotech Ltd.,898957,marcha,1962-10-04
14660,Mraz-Eichmann,"Evolving Systems, Inc.",664869,marcha,1991-06-28
14661,Pagac And Sons,"Appliance Recycling Centers of America, Inc.",805027,redes sociales,2010-02-20
14662,Lebsack-Senger,Los Pelambres,31592,marcha,2013-01-10
14663,Harber Inc,First Trust Senior Loan Fund ETF,543020,redes sociales,1989-05-09
14664,Gutkowski ,Catamutun,490138,redes sociales,2017-08-29
14665,Murphy-Kunde,CMP - Romeral,471475,redes sociales,1991-12-12
14666,"Yost, Mayer And Stokes",El Abra,27537,marcha,1991-01-19
14667,Walsh ,"H&R Block, Inc.",134900,redes sociales,1995-07-31
14668,Marvin-Wolff,Esterline Technologies Corporation,562110,marcha,1995-12-17
14669,Blanda-Gislason,"Ulta Beauty, Inc.",924848,redes sociales,1997-04-27
14670,"Dietrich, Conn And Hand",Diageo plc,722632,marcha,2017-12-17
14671,Kuphal And Sons,"RiverNorth Opportunities Fund, Inc.",978275,marcha,2019-08-23
14672,Champlin-Murphy,Array BioPharma Inc.,601896,redes sociales,2011-06-19
14673,Osinski-Zemlak,La Picarda,957630,redes sociales,2013-04-26
14674,"Kautzer, Streich And Vandervort",BRF S.A.,641509,marcha,1960-11-25
14675,"Walker, Paucek And Beer",Lambert,304553,redes sociales,1970-10-04
14676,Deckow-Nikolaus,AmerisourceBergen Corporation (Holding Co),210174,marcha,2008-01-10
14677,"Abshire, Crooks And Kassulke",Central Garden & Pet Company,138130,redes sociales,2018-05-16
14678,Mertz Inc,"JA Solar Holdings, Co., Ltd.",236067,marcha,2018-07-20
14679,Schimmel-Mcglynn,Virco Manufacturing Corporation,483593,marcha,2005-10-20
14680,"Bruen, Macgyver And Deckow","Meridian Waste Solutions, Inc",734810,marcha,1989-05-30
14681,Breitenberg-Murphy,"Portola Pharmaceuticals, Inc.",896823,redes sociales,1973-02-25
14682,Runolfsdottir-Prosacco,Brookfield Global Listed Infrastructure Income Fund,718694,marcha,2015-11-21
14683,Bergstrom Group,Hamilton Lane Incorporated,542128,redes sociales,1962-10-21
14684,"Kiehn, Lueilwitz And Schimmel","XO Group, Inc.",24669,redes sociales,2017-05-20
14685,"Okuneva, Vonrueden And Quigley","Evolving Systems, Inc.",216666,redes sociales,2003-09-11
14686,Leffler Group,Haldeman - Sagasca,473214,marcha,1989-10-11
14687,"Crona, Olson And Abbott",First Trust International Multi-Asset Diversified Income Index,291570,marcha,2013-03-09
14688,Sauer-Stoltenberg,Gabriela Mistral,319505,redes sociales,2008-09-17
14689,Daniel Inc,Silicon Motion Technology Corporation,113148,redes sociales,2014-05-20
14690,Dicki-Schaden,Cohen & Steers Reit and Preferred Income Fund Inc,368422,redes sociales,2019-04-26
14691,"Spinka, Schuster And Kerluke","Destination XL Group, Inc.",958237,marcha,1988-07-04
14692,Gottlieb Inc,PowerShares Golden Dragon China Portfolio,729409,redes sociales,2019-03-30
14693,"Boyle, Weissnat And Blanda",Pullalli,898944,marcha,2008-05-21
14694,Wolff-Greenholt,Independence Holding Company,360386,redes sociales,2014-01-23
14695,Gaylord-Torphy,PowerShares Golden Dragon China Portfolio,263334,marcha,2018-07-21
14696,Rutherford Group,El Soldado,806855,redes sociales,2009-05-13
14697,Crona ,Schwager,412740,marcha,2017-10-03
14698,Cremin And Sons,La Pepa,667086,marcha,2019-08-06
14699,Price-Shields,Aircastle Limited,468479,redes sociales,2013-06-08
14700,Steuber-Lang,Hamilton Lane Incorporated,232638,redes sociales,1952-04-23
14701,Jaskolski Inc,Collahuasi,705655,marcha,2018-05-24
14702,Shields ,Yelp Inc.,26937,redes sociales,2007-03-29
14703,"Pouros, Koch And Wiza","Cogentix Medical, Inc.",78704,marcha,2099-10-01
14704,"Bosco, Heathcote And Ryan",Abeona Therapeutics Inc.,27108,marcha,1986-06-07
14705,Upton-O'Keefe,SQM Salar,686099,redes sociales,2015-03-26
14706,Dubuque And Sons,"Cogentix Medical, Inc.",447843,marcha,1980-02-01
14707,"Keeling, Bruen And Greenholt",La Coipa,564888,redes sociales,2018-01-26
14708,D'Amore Group,Cohen & Steers Reit and Preferred Income Fund Inc,725711,redes sociales,2015-11-27
14709,Breitenberg-Murphy,Pampa Camarones,63373,marcha,2006-02-18
14710,Bahringer Inc,Incyte Corporation,639880,redes sociales,2016-06-30
14711,Reinger-Bosco,Cowen Inc.,618552,marcha,2004-01-12
14712,"Wilkinson, Prosacco And Kilback","Kura Oncology, Inc.",387860,redes sociales,2014-10-14
14713,Kuphal And Sons,"German American Bancorp, Inc.",823897,marcha,2000-03-03
14714,Nicolas Group,Garrison Capital Inc.,99025,redes sociales,1970-02-28
14715,"Casper, Hayes And Oberbrunner",Elenita,848454,marcha,2004-04-25
14716,Cronin-Jacobson,"Pinnacle Financial Partners, Inc.",825104,redes sociales,1991-11-13
14717,Cremin-Hodkiewicz,"HCA Healthcare, Inc.",814728,marcha,1998-08-28
14718,Wunsch Group,Julia,172009,marcha,2009-05-19
14719,Simonis Group,Kamada Ltd.,694015,marcha,2008-11-15
14720,Murphy-Yundt,Romeral,236178,redes sociales,1994-11-11
14721,"Waters, Conroy And Dibbert","Hurco Companies, Inc.",818322,redes sociales,2017-01-17
14722,Maggio-O'Keefe,American Homes 4 Rent,89255,redes sociales,1988-09-11
14723,Senger Group,El Soldado,499802,marcha,2005-04-22
14724,Schimmel-Murray,"FSB Bancorp, Inc.",283606,redes sociales,1982-06-22
14725,Howe-Kreiger,Zaldivar,725068,marcha,2015-11-22
14726,Schmidt-Schinner,STMicroelectronics N.V.,880035,marcha,2012-06-20
14727,"Schowalter, Johnson And Kerluke",Chimberos,78315,marcha,2018-06-18
14728,Daniel Inc,Biglari Holdings Inc.,899460,marcha,1989-10-30
14729,Bradtke And Sons,"TC PipeLines, LP",109506,marcha,1954-05-04
14730,"Mante, Bode And Wiegand","Gray Television, Inc.",729633,marcha,2015-04-06
14731,Hettinger-Kuhic,Pupunahue,965966,redes sociales,2007-07-08
14732,"Halvorson, Mcclure And Skiles",El Soldado,546408,marcha,2008-01-10
14733,Morar-Schoen,Park-Ohio Holdings Corp.,556219,marcha,2018-02-20
14734,"Abshire, Crooks And Kassulke",Blackstone GSO Long Short Credit Income Fund,887119,marcha,1984-07-06
14735,"Koch, Feil And Spencer",Caserones,298102,marcha,2002-01-07
14736,Ryan ,Elenita,430018,redes sociales,2009-08-08
14737,Haag-Stoltenberg,"Nustar GP Holdings, LLC",229535,redes sociales,1985-06-18
14738,"Schmidt, Ryan And Jacobson","Universal Stainless & Alloy Products, Inc.",41487,redes sociales,2007-05-29
14739,Zboncak-Kerluke,Bright Scholar Education Holdings Limited,165197,marcha,2006-02-08
14740,Schuppe Group,"Biocept, Inc.",296887,marcha,2004-11-20
14741,Legros-Price,Elkhorn Commodity Rotation Strategy ETF,763006,redes sociales,1995-03-07
14742,Williamson-Schmidt,"TC PipeLines, LP",506299,redes sociales,1985-08-22
14743,Marks-Stokes,SQM - Pampa Blanca,617009,redes sociales,2003-10-12
14744,Koelpin Group,Cerro Iman,603769,marcha,2003-12-28
14745,Maggio-Kuvalis,Ferton,298917,redes sociales,1986-02-23
14746,"Homenick, Sipes And Carter",Kilroy Realty Corporation,861413,redes sociales,1977-08-09
14747,Brown ,Incyte Corporation,363252,marcha,2004-04-27
14748,Runolfsdottir-Prosacco,SQM - Pedro de Valdivia,377810,marcha,2003-08-10
14749,Hauck ,Candelaria,11763,redes sociales,2003-04-20
14750,Bosco-Lockman,Check-Cap Ltd.,974286,redes sociales,1996-01-11
14751,Boehm ,Independence Holding Company,24375,marcha,1995-02-17
14752,Dicki ,Johnson & Johnson,552563,marcha,2015-06-11
14753,Dickens ,Royal Caribbean Cruises Ltd.,293704,redes sociales,2019-07-02
14754,"Reichert, Mayer And Schmitt",Manantial,663982,redes sociales,1966-10-24
14755,Walter-Littel,TICC Capital Corp.,398197,marcha,2014-03-03
14756,Hartmann And Sons,Mantos de la Luna,646609,marcha,2007-11-19
14757,Abshire Inc,Jeronimo,422278,redes sociales,2007-04-29
14758,"Heathcote, Schinner And Walker",American Homes 4 Rent,188523,redes sociales,1979-09-01
14759,"Cronin, Welch And Rippin","China Lodging Group, Limited",847067,redes sociales,2009-07-17
14760,Dickens-Klein,First Trust Nasdaq Retail ETF,998809,marcha,2008-06-09
14761,"Brakus, White And Mueller",Montecristo,829228,redes sociales,2015-10-21
14762,"Konopelski, Schaefer And Feil",United Microelectronics Corporation,883450,redes sociales,2013-07-26
14763,Hauck ,Trongol,618685,marcha,2007-09-28
14764,"Stark, Langworth And Kovacek","Discovery Communications, Inc.",857507,marcha,2002-05-06
14765,Afrikable Ongd,Chimborazo,899454,marcha,2009-01-20
14766,Zieme-O'Reilly,Pinatolca,203879,marcha,1958-11-11
14767,Mckenzie Inc,Entercom Communications Corporation,722185,redes sociales,2017-10-06
14768,"Johns, Wisozk And Johnson","Apple Hospitality REIT, Inc.",805127,marcha,1997-03-15
14769,"Rau, Ryan And Lueilwitz","Gabelli Equity Trust, Inc. (The)",353674,redes sociales,2011-12-28
14770,"Boyle, Walsh And Blanda",Esperanza,288114,redes sociales,2015-01-28
14771,Terry ,Las Luces,768647,marcha,1994-10-09
14772,Weissnat-Bergstrom,Marine Petroleum Trust,201169,redes sociales,2019-08-08
14773,Jaskolski-Boyer,"Apple Hospitality REIT, Inc.",998017,redes sociales,1962-02-27
14774,O'Reilly Group,CMP - Algarrobo,991878,marcha,1999-06-28
14775,Greenholt Inc,Punta de Lobos - Kanita,693671,marcha,2004-06-19
14776,Wehner And Sons,Pinatolca,597075,marcha,1957-01-02
14777,"Ledner, Skiles And Emard",Silvercrest Asset Management Group Inc.,429099,redes sociales,1979-09-11
14778,"Conroy, Wisoky And Daniel","HD Supply Holdings, Inc.",319255,marcha,2018-01-14
14779,Cole-Reilly,Orbotech Ltd.,916807,redes sociales,1968-04-25
14780,"Kautzer, Streich And Vandervort",Michilla,713303,redes sociales,2013-02-14
14781,"Feil, Kemmer And Koch",Data Processing,663379,redes sociales,1994-03-23
14782,Towne-Hamill,Silicon Motion Technology Corporation,406450,marcha,2015-07-11
14783,Murazik ,Tuina,44001,marcha,2019-01-05
14784,"Volkman, Kulas And Hodkiewicz",Novelion Therapeutics Inc.,721694,marcha,2012-05-08
14785,Dibbert And Sons,Jazz Pharmaceuticals plc,464438,marcha,2013-05-13
14786,Conn-Jones,Entegra Financial Corp.,519513,redes sociales,2018-06-07
14787,Boehm ,"ILG, Inc",270945,marcha,2016-10-11
14788,Predovic ,Garrison Capital Inc.,476262,redes sociales,2012-07-30
14789,Jerde-Bauch,United Microelectronics Corporation,981434,redes sociales,1994-06-13
14790,Goyette ,"LTC Properties, Inc.",592225,redes sociales,2018-08-16
14791,Afro_Aid,First Trust Senior Loan Fund ETF,208152,redes sociales,2008-01-02
14792,Paucek ,Check-Cap Ltd.,57454,marcha,2008-11-04
14793,"Powlowski, Kohler And Deckow",Arenal,886063,redes sociales,2015-06-18
14794,Rice-Price,Orbotech Ltd.,153107,redes sociales,1980-03-16
14795,Bradtke Inc,Jazz Pharmaceuticals plc,586757,redes sociales,2018-12-26
14796,Lueilwitz-Runolfsdottir,KT Corporation,860489,redes sociales,1989-08-26
14797,"Schiller, Ullrich And Willms",Trongol,147558,marcha,2012-07-03
14798,"Steuber, Ferry And Williamson","First Financial Bankshares, Inc.",356185,marcha,2099-06-06
14799,Bernier-Stokes,Altamira,722392,redes sociales,1989-08-12
14800,Auer-Ryan,Corporate Asset Backed Corp CABCO,460383,redes sociales,1992-07-08
14801,Heller-Rohan,CMP - Cerro Negro Norte,935849,marcha,1980-12-02
14802,Vonrueden-Miller,First Trust South Korea AlphaDEX Fund,203705,redes sociales,2002-05-15
14803,Price-Shields,"Adams Diversified Equity Fund, Inc.",319652,marcha,1974-03-16
14804,Lesch And Sons,Forum Merger Corporation,555632,redes sociales,1959-11-10
14805,Bayer-Bashirian,West Corporation,89315,redes sociales,2014-04-19
14806,Monahan-Grimes,"Kura Oncology, Inc.",450308,redes sociales,1993-10-04
14807,"Jacobi, Spencer And Mayer",Kite Realty Group Trust,278530,marcha,2015-05-10
14808,"Lesch, Rath And Pfannerstill",Entegra Financial Corp.,32941,marcha,1987-04-09
14809,Nolan Group,Sierra Miranda,613755,marcha,1994-07-26
14810,"Williamson, Hermiston And Bauch","Midland States Bancorp, Inc.",988938,redes sociales,2018-10-11
14811,Bahringer Group,Talcuna,18947,marcha,1970-08-14
14812,Bergstrom-O'Conner,Andes Travertine,710279,redes sociales,2009-06-22
14813,Cronin-Jacobson,Punitaqui,194170,marcha,1987-06-23
14814,Nicolas Group,Can Can,994414,marcha,2017-04-12
14815,Kuhn-Greenholt,Novelion Therapeutics Inc.,166445,redes sociales,2014-03-29
14816,Hammes-Conn,"PDF Solutions, Inc.",265242,marcha,2004-12-14
14817,Jenkins-Dicki,"Arista Networks, Inc.",149421,redes sociales,2011-08-26
14818,Funk And Sons,Corporate Asset Backed Corp CABCO,489148,redes sociales,2019-01-04
14819,Renner-Erdman,Cerro Bayo,963823,redes sociales,2016-12-23
14820,"Pfeffer, Durgan And Hayes","Chegg, Inc.",111321,redes sociales,2016-03-03
14821,Prohaska Inc,Aircastle Limited,910130,marcha,2014-10-07
14822,Stiedemann-Wuckert,Biglari Holdings Inc.,639702,marcha,1980-03-24
14823,"Johns, Kessler And Balistreri",Diageo plc,720683,marcha,2019-08-03
14824,Raynor-Oberbrunner,El Tofo,755593,redes sociales,2019-07-16
14825,Brown ,La Picarda,736733,redes sociales,2013-10-23
14826,Kreiger-Mccullough,Randgold Resources Limited,383174,redes sociales,2009-06-02
14827,Zieme-O'Reilly,"Zynerba Pharmaceuticals, Inc.",637774,redes sociales,2009-05-16
14828,"Russel, Kemmer And Pacocha",Galectin Therapeutics Inc.,8690,marcha,2017-07-02
14829,Fadel Group,San Geronimo,149250,marcha,2019-04-16
14830,Beahan-Kuhlman,Georgia Power Company,712921,redes sociales,1987-06-05
14831,Kovacek-Swift,Punitaqui,798059,redes sociales,1991-02-18
14832,"Williamson, Hermiston And Bauch","Nutanix, Inc.",499499,redes sociales,2016-09-26
14833,"Cassin, Rempel And Koelpin",Silvercrest Asset Management Group Inc.,898575,redes sociales,1961-02-08
14834,Roob-Jacobson,"Sierra Oncology, Inc.",640591,redes sociales,1997-12-22
14835,Dietrich-Roob,Lomas Bayas,514556,marcha,2013-05-02
14836,"Reynolds, Dare And Barrows","Zynerba Pharmaceuticals, Inc.",324918,marcha,2005-07-04
14837,"Auer, Bogisich And Jacobson",Urstadt Biddle Properties Inc.,818032,redes sociales,2004-02-29
14838,Bosco-Kiehn,Salesforce.com Inc,826358,marcha,1991-04-19
14839,Collins-Hermann,Ivan,327111,marcha,2099-07-03
14840,Rutherford-Becker,Mackinac Financial Corporation,351989,redes sociales,2006-04-13
14841,"O'Reilly, Romaguera And Bode","Avon Products, Inc.",703141,redes sociales,1994-03-25
14842,Olson-Green,"Waste Management, Inc.",654584,redes sociales,1998-05-19
14843,Schultz Group,Zaldivar,781608,redes sociales,1976-06-25
14844,"Kuhlman, Denesik And King",CVS Health Corporation,255615,redes sociales,1987-12-27
14845,"Trantow, Schneider And Marvin",United Insurance Holdings Corp.,965472,redes sociales,2013-11-03
14846,"Heidenreich, Boyer And Dach",Franke,376121,marcha,2019-03-03
14847,Cassin ,Ferton,757542,redes sociales,2008-03-18
14848,Kautzer ,"The Chefs' Warehouse, Inc.",856697,redes sociales,2011-06-20
14849,Braun-Eichmann,"Mirna Therapeutics, Inc.",208600,marcha,1990-12-04
14850,Wiegand ,China Mobile (Hong Kong) Ltd.,883234,redes sociales,1982-02-21
14851,"Miller, Senger And Kertzmann",Ministro Hales,77583,marcha,1983-03-05
14852,"Gerlach, Fritsch And Rippin",Lomas Bayas,844574,redes sociales,1981-07-13
14853,Bednar-Buckridge,"Adams Diversified Equity Fund, Inc.",266459,redes sociales,2006-03-31
14854,Johnston-Spinka,Pucobre,759614,marcha,1973-09-30
14855,Kulas Inc,CMP - Algarrobo,516299,marcha,2008-12-23
14856,Stark ,Microsemi Corporation,35286,redes sociales,2007-11-20
14857,Swaniawski Group,Celgene Corporation,310775,redes sociales,2018-06-08
14858,"Keeling, Kilback And Mcdermott","Commercial Vehicle Group, Inc.",438671,redes sociales,1998-12-29
14859,"Turner, Reynolds And Wolf",Anheuser-Busch Inbev SA,337279,redes sociales,2004-10-30
14860,"Williamson, Hermiston And Bauch","Zynerba Pharmaceuticals, Inc.",128678,redes sociales,1990-03-01
14861,"Goyette, Huels And Champlin",Los Bronces,888657,marcha,2010-12-07
14862,"Schmidt, Reinger And Zulauf","SolarEdge Technologies, Inc.",475834,redes sociales,2017-12-20
14863,Kohler And Sons,Candelaria,577179,redes sociales,1960-08-31
14864,Dooley-Runolfsson,Sierra Miranda,756157,redes sociales,2099-10-07
14865,Casper-Jacobson,El Teniente,183548,marcha,1993-06-16
14866,"Collins, Collier And Herman","Mid-America Apartment Communities, Inc.",313787,marcha,1986-04-18
14867,Torphy Inc,"SolarEdge Technologies, Inc.",111265,marcha,2017-05-20
14868,Hickle Group,Nuveen Connecticut Quality Municipal Income Fund,465525,marcha,2007-12-04
14869,"Rolfson, Koch And Osinski",Check-Cap Ltd.,686628,redes sociales,1986-01-27
14870,Bednar-Buckridge,Peapack-Gladstone Financial Corporation,254350,marcha,1969-06-04
14871,Mills ,El Soldado,772968,redes sociales,2013-03-13
14872,Bednar-Buckridge,Enel Generacion Chile S.A.,818973,marcha,1964-01-21
14873,"Bashirian, Greenholt And Russel",Peckett,859904,redes sociales,2014-03-03
14874,Rippin-Effertz,Schwager,785312,redes sociales,2003-08-20
14875,Leffler Group,"Gabelli Equity Trust, Inc. (The)",240687,redes sociales,2017-04-26
14876,"Rice, Ondricka And Block",El Penon,955911,marcha,2019-08-17
14877,Sporer Inc,Forum Merger Corporation,42155,marcha,1991-02-16
14878,Considine-Weimann,Inacesa - El Jilguero,197898,redes sociales,1977-05-04
14879,"Schaden, Homenick And Gutkowski",Peapack-Gladstone Financial Corporation,977514,marcha,1986-03-06
14880,"Jacobson, Boyer And Gleichner","Texas Capital Bancshares, Inc.",306664,marcha,2009-04-26
14881,Conroy Group,Kraton Corporation,514091,redes sociales,1995-10-11
14882,Gaylord Inc,The Community Financial Corporation,741912,redes sociales,1995-06-17
14883,Sporer Inc,"Blackhawk Network Holdings, Inc.",979792,marcha,1980-07-27
14884,"Doyle, Ernser And Pacocha",Western Alliance Bancorporation,459858,marcha,2010-07-10
14885,"Sporer, Graham And Medhurst",Intracampos,418340,marcha,2006-05-02
14886,"Emard, Zemlak And Beier","Investors Bancorp, Inc.",390407,marcha,1977-05-29
14887,D'Amore-Kuhlman,First Trust Emerging Markets Small Cap AlphaDEX Fund,615889,redes sociales,2018-07-04
14888,"Kohler, Harris And Weissnat",United States Cellular Corporation,38228,redes sociales,1996-03-02
14889,Gleason And Sons,Peckett,851287,marcha,2006-12-20
14890,Braun-Bechtelar,Chimborazo,661103,redes sociales,2013-06-03
14891,"Kutch, Cremin And Mcclure","Evolving Systems, Inc.",836576,marcha,2009-04-28
14892,Luettgen-Satterfield,United States Cellular Corporation,944527,marcha,2013-04-09
14893,Reinger-Bosco,The Community Financial Corporation,228612,redes sociales,2000-04-14
14894,Kilback Inc,Anheuser-Busch Inbev SA,168824,redes sociales,2013-12-05
14895,Hettinger ,"National American University Holdings, Inc.",610895,marcha,2001-07-21
14896,Boehm-Luettgen,"Adams Diversified Equity Fund, Inc.",810314,redes sociales,1968-09-18
14897,Renner Inc,Randgold Resources Limited,441672,redes sociales,1983-02-04
14898,Kuvalis-Swift,Las Luces,873816,marcha,1985-09-15
14899,Botsford-Romaguera,Lota,743854,redes sociales,2016-04-26
14900,"Thompson, Baumbach And Medhurst",Pure Cycle Corporation,788736,marcha,2006-05-10
14901,"Renner, Bogisich And O'Kon",Cerro Negro,115411,marcha,2015-05-18
14902,Fay Inc,Spence,532419,redes sociales,2009-04-27
14903,Hammes-Conn,Bronce de Petorca,258428,marcha,1990-06-30
14904,Satterfield And Sons,"Evolving Systems, Inc.",296500,redes sociales,1991-04-04
14905,Klein Group,Neff Corporation,267520,marcha,2001-12-26
14906,Corkery-Corwin,Cosayach - Soledad,278456,redes sociales,2010-12-28
14907,Strosin ,Torchmark Corporation,899834,redes sociales,2099-04-12
14908,Aufderhar-Blick,CMP - El Laco,644628,redes sociales,2019-02-20
14909,Breitenberg And Sons,Cerro Negro,601101,marcha,1993-03-02
14910,"Funk, Turcotte And Jenkins",3M Company,567517,redes sociales,1975-10-10
14911,Jones-Kemmer,Manto Verde,129946,redes sociales,1999-02-18
14912,Breitenberg-Murphy,Laguna Siren,667936,marcha,2015-04-15
14913,Shields-Kuhlman,"CatchMark Timber Trust, Inc.",705973,redes sociales,1997-03-15
14914,"Keeling, Bruen And Greenholt",Apollo Senior Floating Rate Fund Inc.,299160,redes sociales,2012-03-23
14915,Kovacek-Swift,"OraSure Technologies, Inc.",231012,redes sociales,1999-01-27
14916,Africa Arco Iris,"PDF Solutions, Inc.",221202,marcha,2000-09-29
14917,"Oberbrunner, Cremin And Gislason",Jazz Pharmaceuticals plc,269667,marcha,2007-03-04
14918,Aufderhar-Blick,"Ashford Hospitality Prime, Inc.",735046,redes sociales,1975-04-24
14919,Halvorson ,Lota,48521,redes sociales,2019-03-30
14920,"Cartwright, Kulas And Fahey",Quiborax,928771,marcha,2002-04-26
14921,Schmitt ,Las Pataguas,534972,marcha,1973-05-12
14922,Lueilwitz-Runolfsdottir,Lota,618910,redes sociales,2015-03-28
14923,Mraz-Eichmann,"International Seaways, Inc.",977795,redes sociales,2017-10-08
14924,"Goodwin, Cremin And Raynor",First Trust Senior Loan Fund ETF,281448,marcha,1998-11-26
14925,Ferry-Schuppe,Kilroy Realty Corporation,368103,marcha,1995-05-02
14926,"Carroll, Dubuque And Schultz","Sportsman's Warehouse Holdings, Inc.",172729,marcha,2008-10-07
14927,"Boyle, Walsh And Blanda",Container Store (The),245472,redes sociales,2001-09-29
14928,Hermiston And Sons,"Hub Group, Inc.",457814,marcha,2012-04-11
14929,Hills Inc,Pampa Camarones,60087,redes sociales,2017-11-15
14930,Ledner-Hoppe,Imax Corporation,941824,redes sociales,2018-10-13
14931,Macgyver-Hegmann,Johnson & Johnson,631646,redes sociales,1994-11-09
14932,Bosco And Sons,CMP - Boqueron Chanar,738867,redes sociales,1983-10-21
14933,Buckridge-Greenfelder,Hamilton Lane Incorporated,630496,marcha,1973-05-30
14934,Jacobi-Bergnaum,CMP - Boqueron Chanar,540759,redes sociales,2004-07-03
14935,Afalcontigo,"Silicon Laboratories, Inc.",271182,redes sociales,2019-08-19
14936,Strosin-Barton,Elkhorn Commodity Rotation Strategy ETF,533923,redes sociales,1997-12-02
14937,"Bruen, Macgyver And Deckow",Regal Entertainment Group,987363,marcha,2018-06-28
14938,Gutkowski-Nikolaus,Ojos del Salado,587641,redes sociales,2015-09-27
14939,Kulas Inc,Ceragon Networks Ltd.,718359,marcha,2010-07-13
14940,"Corkery, Roberts And Leffler",Nuveen Connecticut Quality Municipal Income Fund,778775,marcha,1991-10-14
14941,Schmitt ,Kite Realty Group Trust,282641,redes sociales,2017-09-05
14942,Adecoi,CMP - Boqueron Chanar,569954,marcha,2014-06-10
14943,D'Amore And Sons,Julia,697903,marcha,1966-11-12
14944,Boehm-Dooley,Cummins Inc.,727680,marcha,1972-02-06
14945,Predovic ,Quiborax - Ascotan,189978,redes sociales,2012-06-01
14946,Dubuque And Sons,Collahuasi,307174,marcha,2011-02-28
14947,Gorczany-Nienow,Drive Shack Inc.,50202,marcha,2017-02-04
14948,Wiegand ,Zaldivar,644284,redes sociales,1960-03-12
14949,Streich Group,"PrivateBancorp, Inc.",724185,redes sociales,2014-10-21
14950,Lakin-Osinski,"MasTec, Inc.",489205,marcha,1983-07-03
14951,Hand And Sons,Comcast Corporation,475672,marcha,2012-02-03
14952,Towne ,Great Plains Energy Inc,94288,marcha,1977-11-16
14953,Kulas-Crist,Navio,580375,marcha,1997-08-03
14954,Schroeder-Hamill,Check-Cap Ltd.,628382,marcha,2008-05-12
14955,Mckenzie Inc,SQM - Mapocho,231060,redes sociales,1981-10-09
14956,"Conroy, Wisoky And Daniel","TC PipeLines, LP",916104,redes sociales,1970-05-14
14957,"Williamson, Hermiston And Bauch",Gilat Satellite Networks Ltd.,306119,marcha,2011-06-14
14958,Hettinger-Nolan,"support.com, Inc.",411538,redes sociales,2008-03-29
14959,Abshire Inc,First Trust Senior Loan Fund ETF,53925,redes sociales,2013-02-18
14960,Welch ,"Pinnacle Financial Partners, Inc.",163168,redes sociales,2011-01-27
14961,Zulauf And Sons,Hamilton Lane Incorporated,205569,marcha,1984-12-06
14962,Berge And Sons,Bright Scholar Education Holdings Limited,236907,redes sociales,1995-05-07
14963,Predovic Inc,"CenterPoint Energy, Inc.",345849,marcha,1993-09-08
14964,"Hermann, Quigley And Heaney",Northrop Grumman Corporation,377568,marcha,1960-06-14
14965,"Lindgren, Padberg And Hand","LM Funding America, Inc.",789472,marcha,1960-05-10
14966,Osinski-Zemlak,"Adams Diversified Equity Fund, Inc.",132407,redes sociales,1981-09-25
14967,Marvin-Wolff,Colico Sur,246075,marcha,2001-05-03
14968,Hoeger ,"PrivateBancorp, Inc.",666340,marcha,2018-04-27
